"postId","link","text","timestamp","reactionLikeCount","reactionLoveCount","reactionSadCount","reactionAngryCount","reactionWowCount","reactionHahaCount","comments"
"122145651050935198",,"#GreyhoundFreedomWall6522

[Rant]

Pa shout-out po  sa ka klase namin magnanakaw ng grade 11 kapa boss! mag bago kana hindi na normal yan 
kung bako 500 1000 dinadali mo malala ka HAHAHA","1763547903",,,,,,"6",
"122145650744935198",,"#GreyhoundFreedomWall6521

[question]

Hello! Saan po ba meron nag nonotarized na student friendly lang ang price? Ang mahali Kasi sa ibang law firm 150 pataas and ang daming need na documents pa. Pleaseee help poooooo!!","1763547842",,,,,,,"1"
"122145650414935198",,"#GreyhoundFreedomWall6520

[Confession]

To: Sir D***** S.

helow sir! i've been admiring you po for a quite some time now. this is just to express myself kasi ik di siya pwede gawin irl HSNSAKUAHSHHAHA... 

P.S. sna pag college, ikaw po prof ko","1763547724",,,,,,"77","11"
"122145650276935198",,"#GreyhoundFreedomWall6519

[Confession]

Nababading ako sa mga vavaeng taga forensic pag naka all black. Meeeym sa forensic na may lip piercing dakupon mo na ko pwease dai pu mapalag hihi","1763547663",,,,,,"20","1"
"122145649958935198",,"#GreyhoundFreedomWall6518

[Help][Student life]

Just gonna pour my heart here because I don’t know who to talk to. I’m feeling signs of depression and I hope I’m wrong. Instead, here’s a poem of my unspoken thoughts I keep trying to spill to my friends but could never.

I Avoid Quiet Places 
by ‘methadone’

It’s unbearable, the voices in my head.
Insomnia is my color, eyes of existential dread.
Dreary, weak, and weary—heads or tails or lies
Whichever is the winner, the other one must die.

My paper full of words, my ears full of whispers.
I shatter every thought and they get louder regardless.
My ink bleeds black, my quill bent hook
The bottle’s dry, still an unfinished book.

Famine struck town. I thinned all my supplies;
They served canned goods and corn and I’m at the end of the line
I have no bones to stand on, no sticks to make fire
I speak with the voice of still air; I’ll eat silence for dinner.","1763547543",,"1",,,,,"1"
"122145621884935198",,"ADNU Freedom Wall thoughts on this? Pwede din ba tayo mag-ganiyan? As a friend lang naman.","1763530175",,,,,,"10",
"122145617690935198",,"Grabe ang cool (2)","1763529750",,,,,,"12",
"122145496022935198",,"#GreyhoundFreedomWall6517

[request] [asap] 

Hello, everyone! submit kayo ng experiences nyo or anything about situationship please, no need to name drop. For research purposes lang. Thank you!👁️🫦👁️","1763480524",,"4",,,,,
"122145495884935198",,"#GreyhoundFreedomWall6516

[help]
Hi po! I just need a little help po. If any of the students occupying SC Room 106 have seen a purple binder po? I have almost all my notes po kasi dun. If ever may naka­pansin or nakakita, please let me know. Your help would be greatly appreciated. Thank you po!","1763480463",,,,,,,
"122145495800935198",,"#GreyhoundFreedomWall6515

[Confession]

Hi kay Eunize from BPED. Nabasa ko pala notes mo. Dito ka na saken para di ka na mainggit hahahahahah","1763480402",,,,,"1","5","1"
"122145495680935198",,"#GreyhoundFreedomWall6514

[confession] 

crush ko yung po yung 1st year mechanical engineer. super gwapo!!! wala skl :))))","1763480343",,,,,,,
"122145495608935198",,"#GreyhoundFreedomWall6513

[Help]

Marhay na aldaw po! Baka po pwede maghagad nin tabang na magpost and maghanap po kaining nawawara ko na gamit. 

(Nawara po siya along Mabolo-Tabuc-Plaza)
A3 size na clear envelope na may laman po na plates and other materials po like triangles, triangular scale, as well as planning and design na handbook. An example photo can be seen below po. Pero in my case po, yung envelope ko po ay walang white handle so clear lang po talaga siya and the white buttons.

If may makahanap man po, pacontact nalang po here:
FB: Alexii Belleza
Contact No.: 09944352739

We'll give reward nalang po sa makahanap🙏🏻

Sana po mareturn kasi may plates po ako na isusubmit doon😔🙏🏻 
Thank you so much po!🫶🏻","1763480285",,,,,,,
"122145495506935198",,"#GreyhoundFreedomWall6512

[rant]

KAHAPON PA WALANG CONVERGE ANONA","1763480223",,,,,,"1",
"122145495392935198",,"#GreyhoundFreedomWall6511

[Rant]

Dear Pink department,

✨🌈✨🖕🏻✨🌈✨","1763480164",,,,,,,
"122145495320935198",,"#GreyhoundFreedomWall6510

[confession] Prof. Taw balik ka na po… sobrang miss ka na namin sa class. Mas malinaw at mas naiintindihan talaga namin ang lessons kapag ikaw ang nagtuturo  
:(((((((( pls","1763480104",,,"2",,,,
"122145495248935198",,"#GreyhoundFreedomWall6509

[School] [Lost&Found]

Hi, may napulot po akong 100 sa may labas po ng 2nd gate kanina, I guess nahulog siya ng student from unc pagkalabas, since malapit lang siya sa may gate. Binigay ko po sa guard(girl) sa 2nd gate po. Kaninang around 4pm po.","1763480045",,,,,,,"1"
"122145495116935198",,"#GreyhoundFreedomWall6508

[Pilipens]

""Batid ko naaa.. na nag ddrugss shaaa"" 😲🤯😧😩🫨😮🤡","1763479984",,,,,,"2",
"122145494756935198",,"#GreyhoundFreedomWall6507

(RANT)
andito kananaman Hannah! UNC kana ren Pala WHAHHHA be careful sa babaeng yan gayz hwag kayong makipag kaibigan dyan she's not genuine manggagamit traydor at cheater yan goldiger! marame siyang account magpapanggap na ibang tao at isa-isa kayong titirahing lahat ng nasa section niyo at magpapanggap na may snitch daw WHAHHAA Kung Hindi nyo naranasan yan ang swerte nyo naman baka nag bago na WHAHHAHA sana nga sis masyado Kang pavictim! ang kapal ng Muka mo!! sarap mong sampalen! pati mga teacher's inisa isa mo ng patago! Kahit gawa gawa mo naman yang mga pinagsasabe mo!!","1763479864",,,,,,,
"122145430214935198",,"#GreyhoundFreedomWall6506

[confession]
hi josh, happy crush lang naman kita and super na shock talaga sa biglang story mo, but i'm happy for u! :))","1763451544",,,,,"2","12","2"
"122145430154935198",,"#GreyhoundFreedomWall6505

[idk if ano ang right tag for this] 

i’m now at 2nd year but i still don’t have a friend to talk to. i tried making friends pero wala talaga, never nag wowork hanggang sa nasanay na ako na mag isa 

rn idk. gusto ko lang iluwas gabos kasi magabat na pero dae ko aram kung kisay, mayo akong maranihan

if ever na makita ‘to ng guidance i hope they can help me again. idk how to reach out, kindly comment if how po

i think need ko ng more than an hour talk, this is about school and family kasi

Admin 001: Bless your heart.","1763451483","1","7",,,,,"4"
"122145429902935198",,"#GreyhoundFreedomWall6504

(RANT)
YUNG MGA EX JAN NA FEELING UNBOTHERED KUNO MATATAPANG PA SA BAGO. BIKTIMA DAW KASI NAG CHEATING KALA MO NAMAN TALAGA DI SILA DUMATING SA CHEAT. EX NA KAYO WALA NA KAYONG KARAPATANG MAG MALINIS JAN TANGGAPIN NIYO NALANG NA KARAPAT DAPAT KAYONG PALITAN KESYO MAGANDA PAYAN O HINDE. KALA MO NAMAN TALAGA ANG LILINIS DI LANG MAILABAS SIKRETO NIYO KASI NAUNAHAN NIYO NA AT NAGKATAONG SIYA YUNG HULING NAG CHEAT AT MAY NAGAWANG KASALAN ARGHHH","1763451363",,,,,,"2",
"122145424154935198",,"#GreyhoundFreedomWall6503

(rant)
Gusto q MN lng kuta mag try katong Graham Balls kaso wahhhhhhhh ₱10? Tps si pinamaliit pa tig pili ni ate huhuhu, manipis lng dn c coating huhuhu","1763447945",,,,,,"25","1"
"122145417824935198",,"#GreyhoundFreedomWall6502

[Confrssion] [Rant]

Kay Ivan L., what happened to your hair ba? Like, I was so shocked talaga kanina. Pero okay lang… you still look super cute with that smile lalo na when your eyes disappear HAHAHA. Very Chinese boy talaga, as in nakakakilig actually hehe","1763444223",,,,,,,
"122145414800935198",,"#GreyhoundFreedomWall6501

[confession]

Hello kay Marion ng archi🤪, it’s me again, the girl from SC 10*. You’re so pogi talaga, i saw you kanina sa canteen 😍😍","1763441944",,,,,,,
"122145413924935198",,"#GreyhoundFreedomWall6500

[CONFESSION]

To Mr. G** Cataneo from 2nd Year Civil Engineering — I’m not from your department, but I often see you around campus. Usually, you’re with your circle or classmates, just doing your thing — laughing, talking, or walking somewhere — and somehow, you always stand out.

I can’t really explain it, but there’s something about your presence that’s naturally magnetic. It’s not about being “pogi” alone, though that’s definitely true — it’s more about how you carry yourself. You seem composed, grounded, and genuinely comfortable with the people around you. That kind of confidence hits differently.

I don’t know you personally, and I’m not expecting anything from this. I just think it’s rare to come across someone who leaves a quiet impression without even trying. So this is just a simple way of saying — you’ve got someone out here who notices and genuinely admires that about you.

Admin Gus: Kahit ako na seryosong tao, kinikilig sa'yo","1763441223","1","9",,,"16","34","3"
"122145340958935198",,"#GreyhoundFreedomWall6498

RANT

Good day.
I just want to remind all students, especially those in the pink building, about the piles of trash that were left scattered everywhere. I recently found out that there is no maintenance staff during Saturday and Sunday, which explains why all the garbage was left untouched over the weekend.

Yesterday, we had to use the 4th floor as our meeting place for our duty, and what we saw was honestly very disappointing—trash everywhere, not even cleaned up or thrown properly. What’s more frustrating is that there are trash bins downstairs that weren’t even full, so why weren’t the garbage thrown there instead? You already saw that the bin upstairs was full, yet some still forced to squeeze their trash in.

Some of us might think, “It’s okay, the maintenance will clean it anyway.” But aren’t we ashamed of having that kind of mindset? This is the first time in all my years here that we’ve encountered this much trash. And let’s be honest—this is not the maintenance team’s fault. This is our responsibility as students.

We can buy food outside, but when it comes to throwing our trash properly, we suddenly can’t do it? It doesn’t make sense.

Let’s please be more responsible and considerate. Our building is a shared space. Keeping it clean is a basic responsibility, and a simple act of respect for everyone who uses it.

Thank you, and I hope this serves as a reminder to all of us.","1763428984",,"3",,,,,
"122145340862935198",,"#GreyhoundFreedomWall6497

[rant]

mag fill out na kayo mga amity sa scis sa mga babae jan na nag lalaro ng basketball, GUSTO KO MAKA LARO AT MA ENJOY DIN ANG SCIS DAYSSSSS, KAYA PLEASE, SALI NAAA","1763428922",,,,,,,
"122145340664935198",,"#GreyhoundFreedomWall6496

[School] [Found item]

Hi! I found a phone yesterday sa AMS ladies comfort room on the second floor around 2pm. It's a VIVO phone most likely owned by a SHS student. I was going to surrender it sana sa guidance office, but the day got too hectic kaya I didn't have time to do so.

If you are the owner of this phone po or know the person who owns the phone, kindly reply here para I can send you a message. I'll give you the phone later today or whenever is convenient with you. If late mo ito makita, you can claim it po sa guidance office since I will surrender it naman po there.

The phone's color is gold. I can't attach a photo here kasi it keeps saying error when attaching a photo and my entry won't get submitted. 

Thank you!","1763428863",,"3",,,,,"3"
"122145340490935198",,"#GreyhoundFreedomWall6495

[QUESTION]
Okay lang kaya ki manong/manang guard mag civilian ako since 1&½ hr man sana pasok ko? HAHAHAHAHAHA tas every monday lang

Admin 001: Tropa ba tayo?","1763428804",,,,,,"1",
"122145340394935198",,"#GreyhoundFreedomWall6494

[CONFESSIONS]

to that one girl na 1st yr polsci 

I want say na i really like you noon pa lang. I love how you bring joy and positive energy to everyone around you. I wanted to confess my feelings for you but I found out na you have someone else na. I will always cherish our small interactions no matter how small they are. I hope you’ll be happy with him and in your college life.","1763428743",,,,,,,
"122145255494935198",,"#GreyhoundFreedomWall6493

[story]

resubmit ko kasi walang tags yung una

hi! ______ here! and i've experienced something horror sa en building going sa jh building huhu. okay may event that time and inabot siya ng 9 or 10 something because of my org, then galing aking sp. after the event, naisipan kong maglakad-lakad sa campus, then nung nasa en ako ambigat ng pakiramdam ko. naisipan ko na baka pagod lang ako dahil sa event na 'yon. tapos nung naglalakad na me papuntang 1st gate kasi don ako lalabas, may parang sumusunod sa'kin, nasa jh building na ako non but every time i look back wala naman tao. so akala ko wala lang 'yon. pumunta muna me sa bathroom para magsalamin at mag-ayos and may nakita akong shadowy figure sa may bandang likod ko—ang creepy niya super. tapos tinakbo ko na after hanggang 1st gate kasi natakot na nga ako, and i also think na bukas din 3rd eye ko. after that event—kinabukasan, masakit yung ulo ko, akala ko lang nga mas sakit ako eh. pero naalala ko yung shadowy figure so nagpatawas ako, and don ko na nga nalaman na may sumusunod daw sa'kin (sabi ni lola na nagtatawas sa'kin) and sa isang building daw ako nasundan. ang creepy guys. sa mga nursing natin diyan, di ba 8:30 minsan labasan niyo? naka experience na po ba kayo niyan?","1763385245",,,,,,,
"122145255230935198",,"#GreyhoundFreedomWall6492

(experience)

hello kay ate democrat na nakatulog sa balikat ko buong biyahe sa van. ramdam ko po yung pagod, sana okay pa po kayo 😭 sorry kita ko kasi sa lanyard haha","1763385185",,,,,,,
"122145255104935198",,"#GreyhoundFreedomWall6491

[rant]

sa tagal na naka civilian kaming mga kaklase ko(like buong class) ngayon nalang ulit kami sinita ng guard. huhu ayoko na mag uniform

Admin 001: Di niyo kasi ako tropa.","1763385123",,,,,,"93","5"
"122145254966935198",,"#GreyhoundFreedomWall6490

(RANT)
everytime Nalang na bibili ako sa KRISPY KING ng Panganiban Yung katabi ng BDO, Ang damot. Wala naman problema sa business nila pero sana kunting pasalamat at respeto naman. Yung unang bili ko Kasi dalawa Yung binili Kong chicken, pinadagdagan ko lang naman yung gravy pinag sabihan ba naman Yung Kapatid ko Kasi siya Yung pinabalik ko ng ""sauce Kasi yan Hindi sabaw"" Nung Wala kayong gravy nag reklamo ba kami? And sorry a, nasasarapan lang Kasi Minsan sa gravy dipende sa Lugar Minsan Kasi Yung chicken Wala namang lasa pero no choice kaya pinapadagdagan ko. Pangalawang bili ko, 2 chicken 4 rice Yung binili ko dine in instead makiusap ka na kulang Yung sukli mo,sinabi mo lang na "" pwedeng kulang Nalang teng 2"" and tinanong ko Kasi Yung Kasama ko. Kasi kailangan Niya Rin ng barya pinag sabihan ba naman akong ""para dos man lang"" bat Ikaw Yung nag dedecision? Wala bang effort? Dalawa naman kayong nag babantay Wala panaman ibang bumibili sana nag pabarya na Yung Isa para sa susunod na bibili Kasi obligation niyo yan. Maiintindihan namin kung Umaga. Kahit sabihin pa sabihin kunyari kaka open niyo lang kainan yan dapat may tago na kayo. and wag mong nilalang Yung 2 pesos Kasi kung kulang na kulang Yung Pera natin lalot Piso payan or dos hinahanap hanap natin yan. And dimo alam kung kahit maliit na kantidad lang yan kailangan din namin yan. Maiintindihan pa namin kung nakiusap ka pero parang minaliit mo pa kami. pero Buti Nalang mabait Yung Isa Meron siyang 2 kaya binalik saamin at nag thankyou pagkaalis namin. hindi Yung about sa 2 pesos lang about yun sa behavior mo

Hindi lang ito para sa KRISPY KING para rin ito sa lahat na nakakainan natin na maging responsable at mapagpasensiya. At huwag kayong Magalit kung may nag ha honest review or feedback sainyo sa socmed Kasi Minsan kung hindi pa nila ito idaan sa socmed Hindi naman mag iimprove e. At walang magiging issue kung walang ka issue issue. Buti Nalang Hindi lahat ganyan sa KRISPY KING Meron din mababait at masipag talaga at ma effort. at baka Gawin niyo naman excuse Yung pagod kayo Kasi lahat naman napapagod. Choice ninyong mag trabaho kaya panindigan niyo. Kasi kung pangit Yung magiging image niyo saaming mga bumibili pano naman Yung owner? Nasisira niyo rin. Yun lang naman thankyou","1763385067","1",,,,,,
"122145254792935198",,"#GreyhoundFreedomWall6489

[Rant]

Shoutout sa sarong department dyan na pag dakol nakakapasar na students, inaanggutan daa ang prof haha na para bang dapat bilang lang sa kamay ang pasado kada sem","1763384944",,,,,,,
"122145243896935198",,"#GreyhoundFreedomWall6488

[RANT]
OK SO SA SOBRANG SUYA KO NAPA RANT NAKO DITO 

Sa mga may malalaking circle of friends diyan, pwede makahingi ng favor? Pwede kapag maglalakad kayo sa public spaces, ‘wag niyo sakupan lahat ng daan? May it be inside the campus hallways, roadside (especially bike lanes), isama na natin ang elevator at escalators. Sa GM kasi ‘diba malapit lang sa UNC, tapos tuwing papasok ako sa elevator, tapos may makakasabayan akong circle na akala mo pag mamayari nila lahat ng lugar sa naga sa ingay, akala mo nasa palengke ka.

Or kahit in general nalang, sa hallway!!!! Taena yung ‘di na ako magka intindihan kung saan ako dadaan, left or right ba kasi ang ingay ingay na wala pang tinitirang dadaanan para sa mga taong nasa likod nila. Dae kita pare-parehas kang buhay, kung kamo kang mga circle nindo relax lang, ang iba tabi nag mamadali man. Matuto kamo makiramdam. sana aram nindong perwisyo kamo sa buhay kang iba. HAHAHAHAHAHAHHAHA","1763380148","5","33",,,,,"1"
"122145243728935198",,"#GreyhoundFreedomWall6487

[Help]
Hello po sa mga STEM G12 dyan last year, baka may tips and notes or mga yt videos recommendations po kayo for basic calculus. Badly need it po, maka bwi bawi lamang because di talaga ako makaka sali honors list for 1st sem, babawi nalang sa 2nd, math talaga ang pinaka problema huhu😔😔 ☹️☹️","1763380084",,"1",,,,,"1"
"122145243470935198",,"#GreyhoundFreedomWall6486

#CampusLife #Campus Life
👋Hello We are inviting chess players on our gc to know each others skills, send battle invites to other players and more!","1763380023",,"13",,,,,"5"
"122145243260935198",,"#GreyhoundFreedomWall6485

[Rant] 

dun sa babaeng kumuha nung payong sa nb 207 Oct. 3 around 2 to 3 pm nung masyadong maulan, sana lagi kang matapilok pag tataas kang hagdan, nakita na namin na kinuha niya kaya binilisan paglabas, naka ilang ask na rin kami sino naka dala or naka kuha wala man lang siya sagot or kung ano man. kakairita, ngayon kami nagdudusa kasi nawalan kami payong. argh kairita","1763379967",,,,,,,
"122145160346935198",,"#GreyhoundFreedomWall6484

[Reply] to admin saul, OA mo teh/yah sa 'ka-cheapan', syempre may jacket, uso yan teh/yah.

Admin Saul: Ah may jacket. Won't change my mind.","1763346185",,,,,,"10",
"122145159830935198",,"#GreyhoundFreedomWall6483

[rant]

reply to #GreyhoundFreedomWall6468

iyo, igwa pa ngani ako nahiling na si skirt na suot as in above the knee, sobrang ikli, tapos pag jorts na below the knee naman bawal kasi hindi naman raw siya ""appropriate"" mas appropriate daa ang skirts. i have nothing against women wearing short skirts, go lang kaso if ang logic pala is appropriateness then yung mga nagsusuot ng short na skirts wag rin papasukin? 😭","1763346123","1",,,,,,
"122145159392935198",,"#GreyhoundFreedomWall6482

(Question) 

Hi mga ate, kuya! Graduating senior high here. Tbh, di ko talaga alam ipu-pursue ko in college. Well, oo may idea ako kung ano ang gusto ko pero sabi nila di raw practical at walang pera dun. I reconsidered my choices. Totoo bang walang pera kapag non-board or walang licensure exam ang kinuha kong college program? ☹️ Eh dun ako masaya eh but at the same time gusto ko rin maging financially stable. Ang hirap naman. I don't wanna pursue something na ayaw ko naman but in this economy? awa na lang talaga HAHAHA","1763346066","2","1",,,,,"1"
"122145122348935198",,"#GreyhoundFreedomWall6481

[SURVEY]

Ilan po kaya INC sa school?","1763342589",,,,,,"16",
"122145120122935198",,"#GreyhoundFreedomWall6480

[reply]

#GreyhoundFreedomWall6477

isay tabi na morales yan? para mayong mag assume hahaha full name kuta para sure!","1763342527",,,,,,,
"122145116018935198",,"#GreyhoundFreedomWall6479

[confessions]

ANG LALAKI NG BICEPS NG VARSITY BASKETBALL. SANA SINGLE SILANG LAHAT","1763342404","1",,,,,"92","7"
"122145036626935198",,"Good evening, Admin 001 here.

I would like to take this opportunity to thank everyone who has been part of this community. I initially created this page to explore the developer app of Meta and to practice my Social Media marketing skills as this has been my beta testing for different integration of applications relating to marketing. 

I also want to take this opportunity to get close with the community that together we all built. 

Recently, I’ve been having some trouble sleeping. To the point that I’m being sleep deprived. I always get interrupted sleep. Most of the time, I fall asleep and gets woken up within the interval of 30 and 45 minutes making my body restless. Maybe this is a side effect of having so many thoughts in mind. I keep thinking of thinking about all the scenarios possible and it lingers on me. Scenarios that could have been lifted if only someone was there to reassure that things will turn out fine and that person is not me. I’m fighting some battles few would understand. I am yearning for holistic healing, growth, and self-appreciation that as of now, I can’t give to myself.

I hope these things are only all up in my head and I wish that this will be over soon.

For now, I wish that everyone takes care of themselves and do not mold yourselves to fit in spaces that are not for you in the first place. You all have the potential to be the best version of yourselves, don’t waste it on anything wasteful of your time.

Lastly, please also check those people who are always there for you. Most of them, carry a burden they won’t show.","1763315007","1","14",,,,,
"122145008672935198",,"#GreyhoundFreedomWall6478

[Rant]

pls guys wag kayo magkacrush sa kaklase nyo dawa gaano kapogi o kagayon yan NEVER FALL IN LOVE WITH THEM. patibong yan sinasabi ko saindo (nagkacrush sa kaklase at ngayo'y nasasaktan) 🥲","1763306824",,,,,,"26",
"122145008462935198",,"#GreyhoundFreedomWall6477

(RANT) (CONFESSION)

GRABE MAYBATA TALAGA SI MORALES KAIBAHAN NIYA NANAMAN SU NAKA GLASSES NA LALAKE SANAAL NA LANG","1763306764",,,,,,,
"122145008348935198",,"#GreyhoundFreedomWall6476

[Rant]

Tanu po madalion sa red school student na mapagal sa relasyon? Mapagal man po baga mag halat update kung nakauli tas babalewalaun lang mga efforts mu. Gusto man lang mag sabi kang namamatean tas ika pa ang sasabihang dramatic? Emotional Intelligence man po pls.

-nasasaktan na from blue school

Admin Michael: I think people have the option to leave any time they want. No matter how pure your intentions are, people have the choice to reject it and there's nothing else you can do. Bitawan mo na yan ming, we can't force people to choose us.","1763306646",,,"2",,,,
"122145008186935198",,"#GreyhoundFreedomWall6475

[THOUGHTS SKL]
Sabay na lang kamo sa may nga service HAHAHAHAH ako ngani tamang short dress na backless lang pag mainit ang panahon HAHAHAHAHAHA

Admin Saul: Ka-cheapan. Doesn't even know proper etiquette. Though Admin 001 comes in school in civilian clothes, he follows dress code. Yang gawain mo beh, ka-cheapan.","1763306522","1",,,,,"13",
"122145007970935198",,"#GreyhoundFreedomWall6474

(rant)

Hi admin alam ko naman na Hindi na ito related dito sa school pero everytime Nalang na bibili ako sa KRISPY KING ng Panganiban Yung katabi ng BDO, Ang damot. Wala naman problema sa business nila pero sana kunting pasalamat at respeto naman. Yung unang bili ko Kasi dalawa Yung binili Kong chicken, pinadagdagan ko lang naman yung gravy pinag sabihan ba naman Yung Kapatid ko Kasi siya Yung pinabalik ko ng ""sauce Kasi yan Hindi sabaw"" Nung Wala kayong gravy nag reklamo ba kami? And sorry a, nasasarapan lang Kasi Minsan sa gravy dipende sa Lugar Minsan Kasi Yung chicken Wala namang lasa pero no choice kaya pinapadagdagan ko. Pangalawang bili ko, 2 chicken 4 rice Yung binili ko dine in instead makiusap ka na kulang Yung sukli mo,sinabi mo lang na "" pwedeng kulang Nalang teng 2"" and tinanong ko Kasi Yung Kasama ko. Kasi kailangan Niya Rin ng barya pinag sabihan ba naman akong ""para dos man lang"" bat Ikaw Yung nag dedecision? Wala bang effort? Dalawa naman kayong nag babantay Wala panaman ibang bumibili sana nag pabarya na Yung Isa para sa susunod na bibili Kasi obligation niyo yan. Maiintindihan namin kung Umaga. Kahit sabihin pa sabihin kunyari kaka open niyo lang kainan yan dapat may tago na kayo. and wag mong nilalang Yung 2 pesos Kasi kung kulang na kulang Yung Pera natin lalot Piso payan or dos hinahanap hanap natin yan. And dimo alam kung kahit maliit na kantidad lang yan kailangan din namin yan. Maiintindihan pa namin kung nakiusap ka pero parang minaliit mo pa kami. pero Buti Nalang mabait Yung Isa Meron siyang 2 kaya binalik saamin at nag thankyou pagkaalis namin. hindi Yung about sa 2 pesos lang about yun sa behavior mo

Hindi lang ito para sa KRISPY KING para rin ito sa lahat na nakakainan natin na maging responsable at mapagpasensiya. At huwag kayong Magalit kung may nag ha honest review or feedback sainyo sa socmed Kasi Minsan kung hindi pa nila ito idaan sa socmed Hindi naman mag iimprove e. At walang magiging issue kung walang ka issue issue. Buti Nalang Hindi lahat ganyan sa KRISPY KING Meron din mababait at masipag talaga at ma effort. at baka Gawin niyo naman excuse Yung pagod kayo Kasi lahat naman napapagod. Choice ninyong mag trabaho kaya panindigan niyo. Kasi kung pangit Yung magiging image niyo saaming mga bumibili pano naman Yung owner? Nasisira niyo rin. Yun lang naman thankyou","1763306403",,,,,,,
"122144972264935198",,"#GreyhoundFreedomWall6473

[Reply] 

#GreyhoundFreedomWall6468

The answer is simple it is not the length of clothes and conoconsider but the type of clothes. shorts is prohibited unlike skirts and dress. Only pants are allowed and jorts are not that lengthy enough to be considered as pants kaya bawal","1763291467",,"1",,,,,
"122144972162935198",,"#GreyhoundFreedomWall6472

[question] 
tutorial po pano tropahin si admin 001, nasstress na din po kami pati mga hs students dahil kila ate guard 😭

Admin 001: Gusto niyo ba gawa ako ng quest para makilala niyo ako? Hahahaha gawin nating segment dito sa GFW","1763291405",,,,,,"18",
"122144971892935198",,"#GreyhoundFreedomWall6471

[ looking for]

sino po ang may cat na pwedeng i adapt? yong months old na sana po. kindly react na lang po here and I'll dm u na lang. thankkk youuu po! 🫶🏼

Admin Gus: It's ""adopt"" not ""adapt"".","1763291284",,"3",,,,,
"122144906564935198",,"#GreyhoundFreedomWall6470

[question]

hi! from archi here. kailan po yung aquintance party ng architecture? ate tati please reply, gusto ko rin maranasan yun.","1763265547",,"3",,,,,"1"
"122144906408935198",,"#GreyhoundFreedomWall6469

[Rant] [Trigger Warning: SA]

hello admin. i just want to rant kasi gabi-gabi ako inaatake neto haha. i was r*pe simula bata pa ako (4yrs old) hanggang sa mag 16yrs old ako, pero jan ako nagsimula na magsalita sakanya umiyak na nagmamakaawa na ayoko na pa, tama na. Kahit ako naawa na sa sarili ko hwahaha inabuso pa naman sa pagiging mabait ko!💔 tama ang lolo ko na wag itiwala kahit kanino ang anak. kasi ako isa ako sa nabiktima and walang nakakaalam na kahit sino, sabagay meron pala si Lord yung sinusumbungan ko palagi. To clarify pala, don't judge me kasi u never know, wala ka/kayong alam. kailan man ay hindi ko ito ginusto, natakot lang ako. Ang gulo, ang gulo na ng isip ko gusto ko nalang mawala haha feeling ko wala na akong halaga sa lahat. Pero i was trying to gaslight, to push myself na kaya 'to wag ka susuko kasi napaka lawak ng mundo. makakatakas rin. gustong-gusto ko baguhin buhay ko sobrang sakit isipin na ganto yung pinagdaanan ko na dapat hindi naman. gusto ko lang naman maging masaya kasi yun naman talaga dapat haha pero wala e andito ako lumalaban parin.","1763265428",,,"59",,,,
"122144906360935198",,"#GreyhoundFreedomWall6468

[rant] 

ano man daa tong guard sa 1st gate ta tig dress code si barkada kong naka jorts na below the knee samantalang ang skirt kang shs above the knee, i even saw a college student walking inside the campus with a short dress. Wherez the logic behind that😭😭 how is wearing jorts against the dress code when it completely covers what they want us to cover?

Admin 001: Tropahin niyo ako.","1763265363",,,,,,"75","3"
"122144906192935198",,"#GreyhoundFreedomWall6467

[THEORY]

Nacurious ba kayo kung anong lore at sino ang nagpasimuno ng greyhound sign na ginagawa kapag may nagpipicture every school events?? 

I have a theory for that. I think nagsimula yon sa isang college student na nanonood ng anime, specifically Chainsaw Man. Ginawa niya yung pose ni Aki sa picture tapos may mga nakakita at napansin na parang similar sa greyhound kaya ginaya nila at sinasabing greyhound. At doon nabuo ang greyhound sign na ginagawa natin ngayon. OR eme eme lang yon hahahahaha bye","1763265308","2",,,,,,
"122144906030935198",,"#GreyhoundFreedomWall6466

[Rant na Mabait] [Katanungan]

Ang galing nito! Diba Ayala Group member naman ang UNC, pero bakit hindi kaya gawin ang ganito? (See the link).

Is it a lack of foresight, imagination, and innovation on the part of the UNC Administration or genuinely a lack of care lang talaga para sa mga UNCats?

Link: https://www.facebook.com/share/r/17ghw83dA4/

#AyalaGroup #iPeopleSchools #BetterTomorrowsForAll","1763265184","3","24",,,,,
"122144802338935198",,"#GreyhoundFreedomWall6465

[rant]

ang boring ng college life ko lately, puro lang ako plates, aral, stress. wala na akong time lumandiiii. :((((

Admin Saul: Gusto mo suntukan na lang tayo?","1763216163","1","1",,,,"34",
"122144802278935198",,"#GreyhoundFreedomWall6464

[rant]

Ang grades ko ay pribado, bawala ipakita to.","1763216106","1","6",,,,"71",
"122144802026935198",,"#GreyhoundFreedomWall6463

[RANT] 

HELLO PO, ADMIN. FROM PINK BUILDING DEP HERE. BAKIT PARANG NAPAPANSIN KO NA KULANG SA PREPARATION FOR OUR NURSING WEEK? WDYM LAST WEEK LANG BINIGAY ANG TEAM AND NOW LAHAT NG TEAMS NAGCACRAM HAHAHA. 

AND YES, ALAM KO NA SASABIHIN NIYONG NAGREREKLAMO NA NAMAN PERO UHM, WE'RE EXPECTING SOMETHING HERE OH. ANYWAY, DAMING EVENT, SANA KAYANIN NIYO KASI YAN ANG GUSTO NIYO.","1763215983",,,,,,"18","4"
