Provider Name,Class Name,Region Name,Province Name,City Name,Address,focal,phone,e mail,Qualification,Trainer Count,Enrolled,Graduates
"TECHNO DEVELOPMENT CENTER OF THE PHILIPPINES, INC.",TVIs,National Capital Region (NCR),PASMAK,Pasay City,"2340 F. B. Harrison St., Pasay City",Froilan G. Aguirre,556-3819,technodevelopment2@yahoo.com,Driving NC II,2,230,201
TESDA PAMAMARISAN TRAINING AND ASSESSMENT CENTER (TPTAC),TTI (PTC),National Capital Region (NCR),PAMAMARISAN,Marikina City,"Rm. 304, 3rd Floor, NTTA Bldg., MPC Compound, Mayor Chanyungco St. Brgy. Sta. Elena, Marikina City",CHRISTIAN JOSEPH C. AGUILAR,8570-9893/ 7728-8871,tptac@tesda.gov.ph,Driving NC II,2,389,420
TESDA Women's Center,TTI (School),National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"TESDA Bldg. 2, Gate 1, TESDA Complex, East Service Road South Luzon Expressway (SLEX), Taguig City",MYLENE H. SOMERA,8172650,twc@tesda.gov.ph,Driving NC II,1,248,241
TESDA-NAVOTAAS TRAINING INSTITUTE,TTI (PTC),National Capital Region (NCR),CAMANAVA,Navotas City,"C3 Road, corner Virgo Drive, Brgy. NBBS Kaunlaran, Navotas City",PAUL JOHN P. RAMOS,(02)82827276,tnti@tesda.gov.ph,Driving NC II,1,191,256
TOP CHOICE TRAINING INSTITUTE AND ASSESSMENT CENTER INC.,TVIs,National Capital Region (NCR),City of Manila,"Santa Cruz, City of Manila","4F 2610 Aurora St., cor. Tecson St., Sta. Cruz, Manila","COTELO, JAHZIEL VILLARUZ",02-8423-2559,topchoicemanila2023@gmail.com,Driving NC II,5,178,115
Top Choice Training Institute and Assessment Center,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"0030 Ninoy Aquino Avenue, Brgy. San Dionisio, Parañaque City",JAHZIEL B. VILLARUZ-.COTELO,423-2559,topchoicetech14@gmail.com,Driving NC II,5,470,398
ASIAN CHRISTIAN THEOLOGICAL SCHOOL & COLLEGES INC.,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"503 Eagle St., Blk 5, G2 Village, Brgy. Pinagsama, Taguig City",JOVENCIO GAGTAN,666-3946 / 09272331562,actscolleges2008@gmail.com,Electrical Installation and Maintenance NC II,2,75,118
AVIATION TECHNICAL SCHOOL OF COTABATO,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"Mezzanine Floor, Lot 5 Sta. Agueda cor. Queensway, Pascor Drive Brgy. Sto. Niño, Parañaque City",Bernald Joseph J. Juare,(02) 8776 - 8588,atscadmin@atsc.space,Electrical Installation and Maintenance NC II,1,1,1
Bernardo College,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Las Piñas City,"Bernardo College Compound, Pulanglupa I, Las Piñas City",Maria Jesusan- Bernardo Guinto,873-3330,bernardocollege@yahoo.com,Electrical Installation and Maintenance NC II,0,0,45
"DON BOSCO TECHNICAL COLLEGE, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"Gen. Kalentong St, Mandaluyong City","FR. RONILO A. JAVINES, SDB",531-8081 to 85 / 531-6644,dbmanda@one-bosco.org,Electrical Installation and Maintenance NC II,1,43,43
DON BOSCO YOUTH CENTER-TONDO INC. ,TVIs,National Capital Region (NCR),City of Manila,"Tondo I/II, City of Manila","Bo. Magsaysay, Tondo, Manila","Fr. Gaudencio T. Carandang Jr., SDB",254-56-59/251-52-60,,Electrical Installation and Maintenance NC II,1,38,75
"DYNAMIC CHRISTIAN SCHOOL OF TECHNOLOGY, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,"No. 84-A to 86-D McAthur Highway, Marulas, Valenzuela City",Simma L. Yang,293-03-32,dcst_2011@yahoo.com,Electrical Installation and Maintenance NC II,1,45,36
ELECTRON COLLEGE OF TECHNICAL EDUCATION CORPORATION,TVIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,"598 Mc Arthur Hi-way, Malanday, Valenzuela City",DR. DOMINADOR V. SOLIS,4182232 / 4005563,electroncollege2@gmail.com,Electrical Installation and Maintenance NC II,1,43,38
HORIZONS INSTITUTE OF TECHNOLOGY CORPORATION,TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"No. 1569 Rizal Ave. Cor. 10th Ave., Grace Park West, Barangay 62, Caloocan City",Michael Angelo A. Maga,426-8591/09175017675,hitacc.am@gmail.com,Electrical Installation and Maintenance NC II,1,110,106
"INTERNATIONAL ELECTRONICS AND TECHNICAL INSTITUTE (ALABANG), INC.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Muntinlupa City,"IETI Building, Molina St., Alabang, Muntinlupa City",MELVIE B. ACEDO,850-0937/850-0938/772-5290,ietialabang@yahoo.com,Electrical Installation and Maintenance NC II,2,43,80
JEM JOB EXCELLENCE AND MASTERY ASSESSMENT AND TRAINING CENTER INC.,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"No. 263 EML Bldg., Doña Soledad Extension, Better Living Subd., Brgy. Don Bosco Parañaque City",FRANCIS ALCANTARA,02-8807-5073,jemtrainingschool@gmail.com,Electrical Installation and Maintenance NC II,1,1,1
"JERETECH TRAINING AND ASSESSMENT CENTER, INC.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"Billingham Building, Unit 101-103, 11 Bagong Calzada, Brgy. Ususan, Taguig City",Marilou J. Lactaoen,664-2703,jeretech2018@gmail.com,Electrical Installation and Maintenance NC II,1,82,78
MECHATRONICS TECHNOLOGIES CORP.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"699 Tandang Sora Avenue, Old Balara, Quezon City","Gamaliel F. Itao, PEE, M. Entr.",928-3307 / 937-6236,qc.mtctvimis@gmail.com,Electrical Installation and Maintenance NC II,2,231,237
MT. CHARMEL SCIENCE AND TECHNICAL INSTITUTE INC.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"789 Quirino Hiway, Gulod, Quezon City","MS. CARMEN A. DIOKNO, PHD",401-7603,mountcharmelschool@yahoo.com,Electrical Installation and Maintenance NC II,1,26,23
MUNTIPARLASTAPAT DISTRICT TRAINING AND ASSESSMENT CENTER,TTI (PTC),National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"Bldg. 9, (formerly Pinoy Bayanihan Project) TESDA Complex, East Service Road, South Luzon Expressway, Taguig City",MARLON A. FELIX,8-886-5306,mdtac@tesda.gov.ph,Electrical Installation and Maintenance NC II,1,146,213
PHILIPPINE SCHOOL FOR TECHNOLOGY DEVELOPMENT AND INNOVATION INC.,TVIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,"Corner De Leon Street, Purok 1-A Kabatuhan Street, Mapulang Lupa, Valenzuela City",Arvin C. Mamites,(02) 750-3718,philschooltechdevinno@gmail.com,Electrical Installation and Maintenance NC II,1,357,322
Quezon City Lingkod Bayan Skills Development Center,TTI (PTC),National Capital Region (NCR),Quezon City,Quezon City,"Lot 10, Block 17, Dahlia Avenue, Fairview Quezon City",EDMAR JAY O. BLANCO,799-9092,qclbsdc@tesda.gov.ph,Electrical Installation and Maintenance NC II,1,49,48
"SEAMAC INTERNATIONAL TRAINING INSTITUTE, INC.",TVIs,National Capital Region (NCR),City of Manila,"Sampaloc, City of Manila","867 G Tolentino Street, Sampaloc, Manila",TERESITA Y. MARCOS. MSBM,736-2279,ne.guarina@seamac.ph.education,Electrical Installation and Maintenance NC II,2,103,90
"ST. CATHERINE INSTITUTE OF TECHNOLOGY, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Malabon City,"No. 425 Blas St., Hulong Duhat, Malabon City",RUTH M. CUNTAPAY,"8713-6741, 8352-0859, 8736-7278, 09185292561",stcatherineinstituteoftechnology@yahoo.com,Electrical Installation and Maintenance NC II,2,43,125
"ST. PETER VELLE TECHNICAL TRAINING CENTER, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,"No. 92 Mc Arthur Highway, Marulas, Valenzuela City ",MARILEN S. GAMOTEA,444-1939,stpetervelle2003@yahoo.com.ph,Electrical Installation and Maintenance NC II,1,42,42
"ST. PETER VELLE TECHNICAL TRAINING CENTER, INC.",TVIs,National Capital Region (NCR),Quezon City,Quezon City,"No. 919 Aurora Blvd., Cubao, Quezon City",MARILEN S. GAMOTEA,438-7442,stpetervelle2003@yahoo.com.ph,Electrical Installation and Maintenance NC II,1,57,49
TAGUIG MANPOWER TRAINING AND ASSESSMENT CENTER (TMTC),LGU,National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"Col. Ballecer St., Brgy. Central Signal Village, Taguig City",Evangeline F. Sabater,9297015428,manpowertmtc@gmail.com,Electrical Installation and Maintenance NC II,2,131,194
TESDA Women's Center,TTI (School),National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"TESDA Bldg. 2, Gate 1, TESDA Complex, East Service Road South Luzon Expressway (SLEX), Taguig City",MYLENE H. SOMERA,8172650,twc@tesda.gov.ph,Electrical Installation and Maintenance NC II,1,106,148
VALENZUELA CITY TECHNOLOGICAL COLLEGE,LGU,National Capital Region (NCR),CAMANAVA,Valenzuela City,"Kamagong St., Fortune Vill. 6, Parada, Valenzuela City",DR. YOLANDA G. GADON,82930775 / 82920480,cmnv.valtech.tvimis@gmail.com,Electrical Installation and Maintenance NC II,1,28,22
HUMAN RESOURCE DEVELOPMENT CENTER (HRDC),TTI (School),National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"Philippine-Korea Friendship Center, Bayani Road, Fort Bonifacio, Taguig City",DEXTER C. HULLEZA,9182178647,mpltp.hrdc.tvimis@gmail.com,Electrical Installation and Maintenance NC III,2,329,328
MECHATRONICS TECHNOLOGIES CORP.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"699 Tandang Sora Avenue, Old Balara, Quezon City","Gamaliel F. Itao, PEE, M. Entr.",928-3307 / 937-6236,qc.mtctvimis@gmail.com,Electrical Installation and Maintenance NC III,1,25,25
"IETI COLLEGE OF SCIENCE & TECHNOLOGY (MARIKINA), INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Marikina City,"34 Lark St., Sta Elena, Marikina City",MS. ANALYN A. NAVARRETE,882-0492 / 682-3445,ietimarikina8@yahoo.com,Electronic Products Assembly and Servicing NC II,1,48,41
"IETI College, Inc.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Muntinlupa City,"No. 5 Molina St., Alabang, Muntinlupa City",MELVIE B. ACEDO,850-0937/850-0938,ietialabang@yahoo.com,Electronic Products Assembly and Servicing NC II,0,0,55
"International Electronics and Technical Institute (Las Piñas), Inc.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Las Piñas City,"3/F & 4/F Navarro Bldg., Real St., Pamplona III, Las Piñas City","Rolando B. Rodillo, Jr.",874-47-65 / 871-4351,ieti.laspinas1974@gmail.com,Electronic Products Assembly and Servicing NC II,1,44,44
"JERETECH TRAINING AND ASSESSMENT CENTER, INC.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"Billingham Building, Unit 101-103, 11 Bagong Calzada, Brgy. Ususan, Taguig City",Marilou J. Lactaoen,664-2703,jeretech2018@gmail.com,Electronic Products Assembly and Servicing NC II,1,135,85
"MFI POLYTECHNIC INSTITUTE, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"MFI Bldg., Ortigas Ave., Pasig City",NOEL M. DUMAGUIT,632-0756 to 67/ 631-1294/631-3838,pasig@mfi.edu.ph,Electronic Products Assembly and Servicing NC II,0,0,84
"PULXAR TVI, INC.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"3/F No. 86 Bayani Road, AFPOVAI Phase 5, Brgy. Western Bicutan, Taguig City",GINALYN P. RAMBOYONG,775-0575 / 894-5030 / 09399276507,pulxartviinc3@gmail.com,Electronic Products Assembly and Servicing NC II,1,25,22
Quezon City Lingkod Bayan Skills Development Center,TTI (PTC),National Capital Region (NCR),Quezon City,Quezon City,"Lot 10, Block 17, Dahlia Avenue, Fairview Quezon City",EDMAR JAY O. BLANCO,799-9092,qclbsdc@tesda.gov.ph,Electronic Products Assembly and Servicing NC II,1,95,55
"ST. CATHERINE INSTITUTE OF TECHNOLOGY, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Malabon City,"No. 425 Blas St., Hulong Duhat, Malabon City",RUTH M. CUNTAPAY,"8713-6741, 8352-0859, 8736-7278, 09185292561",stcatherineinstituteoftechnology@yahoo.com,Electronic Products Assembly and Servicing NC II,1,25,0
TESDA Women's Center,TTI (School),National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"TESDA Bldg. 2, Gate 1, TESDA Complex, East Service Road South Luzon Expressway (SLEX), Taguig City",MYLENE H. SOMERA,8172650,twc@tesda.gov.ph,Electronic Products Assembly and Servicing NC II,1,68,92
"METRO VISION EMS AND DISASTER MANAGEMENT TRAINING AND ASSESSMENT CENTER, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"No. 9-G Malvar St., San Antonio, Pasig City",MELIEZZA JOEY V. VILLARUZ,546-9443,metrovision.ems@gmail.com,Emergency Medical Services NC II,3,164,130
TESDA-NAVOTAAS TRAINING INSTITUTE,TTI (PTC),National Capital Region (NCR),CAMANAVA,Navotas City,"C3 Road, corner Virgo Drive, Brgy. NBBS Kaunlaran, Navotas City",PAUL JOHN P. RAMOS,(02)82827276,tnti@tesda.gov.ph,Emergency Medical Services NC II,1,103,92
(S.J.B.) SAINT JOHN BOSCO I.A.S. INC. - (Mandaluyong Branch),TVIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"55 Shaw Blvd., Mandaluyong City",Danilo S. Velez Jr.,Tel. 535-1595,sjbkalentong1996@gmail.com,Events Management Services NC III,3,126,122
A1VENTURES TECHNICAL AND VOCATIONAL ACADEMY INC.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"815 Room 301, 3rd Floor CSP Building Que-zon Ave Santa Cruz, Quezon City",KRISTINA MARIE R. CHUA,9558691867,A1VENTURESTECHVOCCORP@GMAIL.COM,Events Management Services NC III,2,550,452
APHRODITE TRAINING AND ASSESSMENT CENTER INC.,TVIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,"0721 Navarette St., Arkong Bato, Valenzuela City",CRISTINA MARIE M. FELICIANO,09194994983 / 0916403254.,aphroditetacvalenzuela2023@gmail.com,Events Management Services NC III,1,201,201
APLUS TECHNICAL AND VOCATIONAL SCHOOL INC.,TVIs,National Capital Region (NCR),PAMAMARISAN,Marikina City,"712 JP Rizal Concepcion Uno, Marikina City",MADONNA V. VITALIANO ,0915-800-1270,aplustechvoc@gmail.com,Events Management Services NC III,4,336,334
"Asia Source College of Arts and Technology, Inc.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"4/F Gate 3 Plaza, Lawton Avenue cor. Juliano Ave., AFPOVAI Phase lll, Western Bicutan, Taguig City",Dario S. Espineda,553-5202/869-8824,asiasource.academics@gmail.com,Events Management Services NC III,1,103,45
BLUECHIP TRAINING CENTER INC.,TVIs,National Capital Region (NCR),PAMAMARISAN,San Juan City,"4 2nd West Crame, San Juan City",Rodell King Alcantara ,8521-9958/ 09192898785,bluechiptrainingcenterph@gmail.com,Events Management Services NC III,2,128,80
BRILLIANT MINDS REVIEW AND TRAINING SCHOOL CORP.,TVIs,National Capital Region (NCR),PAMAMARISAN,San Juan City,"Units 2113 – 2114 2nd Floor VV. Soliven Bldg.,  EDSA – Greenhills, San Juan City",MA. CHRISTINA LOURDES P. SOLIVEN,966-5142,brilliantmindstrainingcenter@gmail.com,Events Management Services NC III,1,70,40
CITY UNIVERSITY OF PASAY,TVIs,National Capital Region (NCR),PASMAK,Pasay City,"Pasadeña St., Pasay City",Dr. ROASANIE F. ESTUCHE,5511342,cityunipasay@gmail.com,Events Management Services NC III,3,110,81
COLLEGE OF SAINT AMATIEL INC.,TVIs,National Capital Region (NCR),CAMANAVA,Malabon City,"118 Interior Gen. Luna St., Brgy. Ibaba Malabon City ",PEPITO B. TRUMATA,497-7929,cmnv.saintamatiel.t2mis@gmail.com,Events Management Services NC III,3,188,233
"CONCORDIA COLLEGE, INC.",HEIs,National Capital Region (NCR),City of Manila,"Paco, City of Manila","1739 P. Gil Street, Paco, Manila","Sr. Ana J. Amar, DC",563-4352/564-2001,tesda@laconcordia.edu.ph,Events Management Services NC III,1,54,54
D' BEAUTY TREND CENTER INSTITUTE INC.,TVIs,National Capital Region (NCR),PASMAK,Pasay City,"2nd Floor Unit D & E, 2250 MCF Bldg., Taft Avenue, Corner College Road, Pasay City",Irish Joy D. Dames,0915 299 4488,dbeautytrendcenterinstitute@gmail.com,Events Management Services NC III,3,245,198
"D' BEAUTY TREND CENTER INSTITUTE, INC.",TVIs,National Capital Region (NCR),PASMAK,Makati City,"J&M Building 159-N Mapayapa St., 19th Ave., East Rembo, Makati City",IRISH JOY D. DAMES,0915-299-4488,beautytrendofficial@gmail.com,Events Management Services NC III,2,155,155
"EMMANUEL JOHN INSTITUTE OF SCIENCE & TECHNOLOGY, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"No. 237 M.H. del Pliar St., Grace Park, Caloocan City",MARLON S. PAGUIO,332-3060,cmnv.ejistcaloocan.t2mis@gmail.com,Events Management Services NC III,1,48,48
"EXCEL TECHNICAL SKILLS AND CAREER CENTER, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"201 Mahogany Street cor. Marcos Hi-way, Barangay Santolan , Pasig City",GEORGINA B. BANZON,8656-1738,exceltscc2015@gmail.com,Events Management Services NC III,1,149,145
EXCELSIOR CENTER FOR TECHNOLOGY AND INNOVATION INC.,TVIs,National Capital Region (NCR),City of Manila,"San Miguel, City of Manila","514 B 3rd St., San Beda Subdivision, San Miguel - Barangay 638, City of Manila",EDHEL DIONNE C. PUA,8734-5688,excelsior.innovation.technology@gmail.com,Events Management Services NC III,2,116,116
"FINE INTERNATIONAL TRAINING CENTER, INC.",TVIs,National Capital Region (NCR),PASMAK,Makati City,"518 Narra St. Cembo, Makati City ",MARY GRACE O. TEJADA,750-0626 / 391-1042 / 383-8766 / 391-1042,finetrainingcenter@gmail.com,Events Management Services NC III,1,119,86
GLOBAL CENTER OF EDUCATION MANAGEMENT SCIENCE AND TECHNOLOGY CORP.,TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"7 Cabatuhan Road Deparo, Barangay 168 Caloocan City",ATTY. SALVADOR B. BELARO JR.,(02) 938-9575/09257622699,gcemsat2019@gmail.com,Events Management Services NC III,2,53,28
HEADSTART TRAINING CENTER CORP.,TVIs,National Capital Region (NCR),CAMANAVA,Malabon City,"4F St. Jerome Mansion, 82 Victoneta Ave., Potrero, Malabon City",FLORINDA V. VALERA,9684471790,headstartcenter1@gmail.com,Events Management Services NC III,2,183,52
HORIZONS INSTITUTE OF TECHNOLOGY CORPORATION,TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"No. 1569 Rizal Ave. Cor. 10th Ave., Grace Park West, Barangay 62, Caloocan City",Michael Angelo A. Maga,426-8591/09175017675,hitacc.am@gmail.com,Events Management Services NC III,1,185,156
INFORMATION HUB INC.,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"L11 B13 EP Village Phase 2, Western Bicutan, Taguig City",DENNIS M. SANTIAGO,0908-865-0545,informationhubinc888@gmail.com,Events Management Services NC III,2,111,154
"Infotech Institute of Arts and Sciences, Inc.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"CAP Bldg., Dr. A. Santos Ave., Sucat, Parañaque City",Alan F. Boribor,825-6531/470-7793,infotechcollege_2017@yahoo.com,Events Management Services NC III,1,54,54
"LA SALLE GREENHILLS, INC.",HEIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"343 Ortigas Ave., Mandaluyong City",Mrs. Maria Carmela A. Boncodin,721-2000 loc 249 / 721-2000 loc 121,alted.aac@lsgh.edu.ph,Events Management Services NC III,1,55,47
"LTC TRAINING, ASSESSMENT AND MULTI SERVICES, INC.",TVIs,National Capital Region (NCR),PASMAK,Makati City,"Light Tower Center II, 2nd Floor, 5441 Curie St., Barangay Palanan, Makati City",LOREN LARKSPUR T. CASTIGADOR,7254-0275 / 0995-980-8051,ltc.tamsi@gmail.com,Events Management Services NC III,1,154,185
"MANILA BUSINESS COLLEGE FOUNDATION, INC.",TVIs,National Capital Region (NCR),City of Manila,"Santa Cruz, City of Manila","1671 Alvarez St., Sta. Cruz, Manila",JAMESON W. CHUA,.,registrar@mbc.edu.ph,Events Management Services NC III,1,25,22
MARANATHA TECHNOLOGICAL INSTITUTE AND TRAINING CENTER CORPORATION,TVIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,"52 Ka82ruhatan Road, Karuhatan, Valenzuela City",JONATHAN O. ANDES,82340614,maranathatechvoc.2022@gmail.com,Events Management Services NC III,4,310,307
"Marymount Academy of Parañaque (MAPI), Inc.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"J. Villaroman St. Classic Homes, B.F. Homes, Parañaque City",Joy Myra S. Tambunting,807-5171/75,tesda@marymountacademy.edu.ph,Events Management Services NC III,1,67,67
"Miesha Training Academy and Assessment Center, Inc.",TVIs,National Capital Region (NCR),Quezon City,Quezon City,"Bonanza Bldg. II, Block 1 Lot 6 Hilltop Subd., Putol na Daan St., Greater Lagro, Quezon City",APRIL V. NUEDA,09494508000 / 751-6420,miesha.inc@gmail.com,Events Management Services NC III,0,0,39
"MILESTONE TECHNOLOGICAL INSTITUTE, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,"3F JLB Bldg., Km 12 MacArthur Highway, Marulas, Valenzuela City",FERNANDO S. LIBAO JR.,85538078 / 09569771169,milestone.camanava2022@gmail.com,Events Management Services NC III,3,353,287
"MINDTECH TRAINING & DEVELOPMENT INSTITUTE, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"No. 163 Dr. Sixto Avenue, Brgy. Rosario, Pasig City ",CARMINA ABEGAIL B. DIMAYUGA,263-4819,mtdi.training@gmail.com,Events Management Services NC III,2,644,642
"NATIONAL INSTITUTE FOR TECHNICAL AND VOCATIONAL CAREERS, INC. ",TVIs,National Capital Region (NCR),Quezon City,Quezon City,"Unit 11, Llanar Bldg., Bonny Serrano Ave., cor. 10th Ave., Cubao, Quezon City ",MARK AUGUSTINE L. RODRIGUEZ,364-4347,nationalinstitute.techvoc@gmail.com,Events Management Services NC III,2,154,154
OUR LADY OF GUADALUPE TECHNICAL AND VOCATIONAL TRAINING SCHOOL CORP.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"71 RGG Bldg. Kamias Road Pinyahan, Quezon City",GIRLIE ONG-GENATO,0908-8671630,qc.ourladyofguadalupetvimis@gmail.com,Events Management Services NC III,2,129,122
PASAY-MAKATI DISTRICT TRAINING AND ASSESSMENT CENTER (PMDTAC),TTI (PTC),National Capital Region (NCR),PASMAK,Makati City,"Building 15, TESDA Complex, East Service Road, South Superhighway, Taguig City",VERNADETTE D. FLORES-GONZALES,9688524038,pmdtac@tesda.gov.ph,Events Management Services NC III,2,101,78
PHILIPPINE CALL CENTER INSTITUTE INC.,TVIs,National Capital Region (NCR),PASMAK,Makati City,"3/F Sterling Annex, 2302 Chino Roces Ext., Brgy. Magallanes, Makati City",KRISTELLE LYNNE P. ONG,9606688727,pccimakati0522@gmail.com,Events Management Services NC III,3,172,171
PHILIPPINE SCHOOL FOR TECHNOLOGY DEVELOPMENT AND INNOVATION INC.,TVIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,"Corner De Leon Street, Purok 1-A Kabatuhan Street, Mapulang Lupa, Valenzuela City",Arvin C. Mamites,(02) 750-3718,philschooltechdevinno@gmail.com,Events Management Services NC III,1,202,285
PINOY SKILLS ACADEMY INC.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"121 The Beech Panay Avenue South Triangle, Quezon City",RODEN M. RAMOS,8373-8434,pinoyskillsacademy@gmail.com,Events Management Services NC III,1,60,60
PRO-TECH SKILLS DEVELOPMENT CENTER CORPORATION,TVIs,National Capital Region (NCR),PASMAK,Makati City,"6488 P. Medina St., Pio Del Pilar, Makati City",JOSE LORENZO E. BEECH,(02) 526-4838,Joelo@pro-techcorp.com,Events Management Services NC III,1,25,25
PSAA INTERNATIONAL ACADEMY INC.,TVIs,National Capital Region (NCR),City of Manila,"Pandacan, City of Manila","1745 Abdon St., Brgy. 843, Pandacan, Manila",Riza D. Sorima-Matias,563-8105,psaamlatvet2011@gmail.com,Events Management Services NC III,3,176,83
RGTECH INSTITUTE AND ASSESSMENT CENTER,TVIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"3rd floor 7 Sumulong Hi-way, corner M. Cruz St., Santo Niño, Marikina City",Gladys T. Chua,9178820923,pmms.rgtech.tvimis@gmail.com,Events Management Services NC III,2,255,240
RMC EAGLES TRAINING AND ASSESSMENT CENTER INC.,TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"Area -A 603 ZCS Building, Zabarte Road, Brgy. 175, Caloocan City",JIENDY T. ANTONES,091694320858 / 09054180148,rmceagles3@gmail.com,Events Management Services NC III,3,609,507
RVN TECH-VOC INC.,TVIs,National Capital Region (NCR),CAMANAVA,Malabon City,"No. 2 Inda Maria Road, Brgy. Potrero, Malabon City",RIZALINA R. PATIO,788-1082,cmnv.rvnti.tvimis@Gmail.com,Events Management Services NC III,2,48,48
"SABAS SKILLS DEVELOPMENT AND ASSESSMENT CENTER, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,"3003 South Road, Raminel Subd. Valenzuela City",JOEL S. SABAS,292-2210,sabasskills@gmail.com,Events Management Services NC III,1,61,60
SECTOR EAST TRAINING SOLUTIONS INC.,TVIs,National Capital Region (NCR),PAMAMARISAN,Marikina City,"2nd Floor #8 Jacamar St., Brgy. Sta. Elena, Marikina City",RYAN ULYSSES CRUZ ,0916-337-5200,admin@setsi.ph,Events Management Services NC III,0,0,43
SIMPLICITY ACADEMY INC.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"Simplicity Fairview Building, Lot 11 Block 2, Benevento Ave. Greater Lagro, Quezon City",Antoni Martin Gutierrez Escalona,0917-5929949,simplicityacademy.fairview@gmail.com,Events Management Services NC III,1,16,14
SMI INSTITUTE INC.,TVIs,National Capital Region (NCR),PASMAK,Pasay City,Unit 3- A 3rd Flr Wardley Bldg. 1991 San Juan St. Pasay City,CRISTINA J. APLASCA,2474130,smiacademicenter@gmail.com,Events Management Services NC III,2,96,96
"SOUTH COMPEDGE COLLEGE, INC.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"Protacio Building, 260 Quirino Avenue, Baclaran, Parañaque City",JENNIFER U. DELA CRUZ,208-2247,southcompedgecollege@yahoo.com,Events Management Services NC III,1,47,47
"ST. FRANCIS TECHNICAL INSTITUTE CENTER FOR DEVELOPMENT, TRAINING AND COMPETENCY ASSESSMENT, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"No. 0030 Zapote St. PHHC Camarin Area-D Camarin Road, Caloocan City",Rey L. Guimbangunan,514-5119/ 2853297,cmnv.stfrancistechnical.t2mis@gmail.com,Events Management Services NC III,1,31,30
"ST. LORENZO RUIZ TRAINING AND ASSESSMENT CENTER, (SLRTACI) INC.",TVIs,National Capital Region (NCR),PASMAK,Pasay City,"2199 2nd Flr. Robert Street, Zone 4 Barangay 13 District 1, Pasay City",EUGENE M. RUIZ,0995-813-8316,St.lorenzoruiztesda2023@gmail.com,Events Management Services NC III,2,145,140
