,Job Title,Job Sector,Job Subsector,Educational Pathway,HEI with PRC (Professional Regulation Commission) Exam,Some HEI,AIOE,Complementarity,Classification,C-AIOE
557,Investment Accountant,Financial and Insurance Activities,"Accounting, bookkeeping and auditing activities; tax consultancy",Higher Education,Yes,No,1.3620743346972182,0.4541666666666666,Displaced,1.2179214676084293
558,Irrigation Technician,"Agriculture, Forestry, and Fishing",Aquaculture,Not Higher Education,No,No,1.1962758695210862,0.6164937943262411,Augmented,0.8754819808756202
559,IT Business Analyst Assistant,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,Yes,1.1239022980263975,0.5956944444444444,Displaced,0.8458925768062567
560,IT Support Specialist,Information and Communication,"Computer Programming, Consultancy and Related Activities",Higher Education,No,No,1.390653349799162,0.6652777777777777,Augmented,0.9498934964322611
561,IT Support Technician (Air Transport),Transportation and Storage,"Passenger air transport, Freight air transport",Higher Education,No,Yes,0.2307035718843949,0.6161111111111112,Augmented,0.16892628207979582
562,IT Technical Support Personnel (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,No,No,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
563,IT Technician,Information and Communication,"Computer Programming, Consultancy and Related Activities",Higher Education,No,Yes,0.2307035718843949,0.6161111111111112,Augmented,0.16892628207979582
564,Japan Market Liaison,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,No,1.1229674482784473,0.5854166666666667,Displaced,0.8567305824157655
565,Japanese Language and Culture Assistant,Education,Other Education,Higher Education,No,Yes,0.7806366196871929,0.6691666666666666,Augmented,0.5301823708708853
566,Java Programmer,Information and Communication,"Computer programming, consultancy and related activities",Not Higher Education,No,No,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
567,Jobs Coordinator (Transportation and Storage),Transportation and Storage,Support activities for transportation,Higher Education,No,Yes,1.3320301230028002,0.5302777777777777,Displaced,1.089674642289791
568,Judicial Assistant,Public Administration and Defense; Compulsory Social Security,Justice and Judicial Activities,Higher Education,No,Yes,0.7106225288460828,0.5908333333333333,Displaced,0.5382965656009078
569,Junior AI Data Governance Officer,Information and Communication,"Data processing, hosting and related activities; web portals",Not Higher Education,No,No,1.3407881770776937,0.5430555555555555,Displaced,1.079706923707843
570,Junior Airline Accounting Clerk,Transportation and Storage,"Passenger air transport, Freight air transport",Higher Education,Yes,No,1.2514394559345414,0.4402777777777777,Displaced,1.1363765504027823
571,Junior Applications Analyst,Information and Communication,"Computer Programming, Consultancy and Related Activities",Higher Education,No,No,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
572,Junior Architectural Technologist,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,1.0614157123926595,0.6747222222222223,Augmented,0.7149814173756108
573,Junior Associate (Consulting),"Professional, Scientific and Technical Activities",Management consultancy activities,Higher Education,No,Yes,1.369842507381068,0.6147222222222223,Augmented,1.0049316838870557
574,Junior Behavioral Health Analyst,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,1.1962758695210862,0.6579166666666666,Augmented,0.8259287982485167
575,Junior Botanist,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,No,1.1962758695210862,0.6164937943262411,Augmented,0.8754819808756202
576,Junior Budget Analyst,Financial and Insurance Activities,"Activities auxiliary to financial service, except insurance and pension funding",Higher Education,Yes,No,1.4984326197157478,0.5613888888888888,Displaced,1.1791832254596428
577,Junior Business Analyst,Financial and Insurance Activities,"Activities auxiliary to financial service, except insurance and pension funding",Higher Education,No,No,1.4984326197157478,0.5613888888888888,Displaced,1.1791832254596428
578,Junior Business News Writer,Information and Communication,"Publishing of books, periodicals and other publishing activities",Higher Education,No,No,1.1083010062005718,0.6130555555555556,Augmented,0.8149091009480316
579,Junior Business Process Analyst,Information and Communication,Management consultancy activities,Higher Education,No,No,1.1239022980263975,0.5956944444444444,Displaced,0.8458925768062567
580,Junior Computational Physicist,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,No,1.3394233838362617,0.616388888888889,Augmented,0.9803835045579303
581,Junior Credit Analyst,Financial and Insurance Activities,Monetary intermediation,Higher Education,No,No,1.2375369086685346,0.6316666666666667,Augmented,0.8869014512124498
582,Junior Database Administrator,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,No,1.3407881770776937,0.5430555555555555,Displaced,1.079706923707843
583,Junior Economic Analyst,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,1.3739893283132485,0.5929166666666666,Displaced,1.0379344384299665
584,Junior Editorial Researcher,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,No,1.1083010062005718,0.6130555555555556,Augmented,0.8149091009480316
585,Junior Financial Analyst,Financial and Insurance Activities,Fund management activities,Higher Education,Yes,No,1.4984326197157478,0.5613888888888888,Displaced,1.1791832254596428
586,Junior Financial Market Analyst,Financial and Insurance Activities,Fund management activities,Higher Education,No,No,1.4984326197157478,0.5613888888888888,Displaced,1.1791832254596428
587,Junior Geologist,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,Yes,No,0.6232162857528429,0.6447222222222222,Augmented,0.4385019032810976
588,Junior Illustrator,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,0.733024170282144,0.563888888888889,Displaced,0.5750167380213262
589,Junior Information Systems Analyst,Information and Communication,"Computer Programming, Consultancy and Related Activities",Higher Education,No,No,1.1239022980263975,0.5956944444444444,Displaced,0.8458925768062567
590,Junior IoT Specialist,Information and Communication,Other information service activities,Not Higher Education,No,No,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
591,Junior Landscape Planner,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,1.22004492837092,0.6447222222222222,Augmented,0.8584371676565391
592,Junior Physics Instructor,Education,Higher education,Higher Education,No,No,0.0882226573666494,0.5626388888888889,Displaced,0.06931605176710218
593,Junior Power Systems Engineer,"Electricity, Gas, Steam and Air Conditioning Supply","Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",Higher Education,Yes,No,1.167377784026609,0.6280555555555556,Augmented,0.8408362761058326
594,Junior Prepress Technician,Manufacturing,Printing and service activities related to printing,Not Higher Education,No,No,-0.7848217233408605,0.5352777777777779,Isolated,-0.6381036622829719
595,Junior Project Coordinator,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,0.7806366196871929,0.6691666666666666,Augmented,0.5301823708708853
596,Junior Quantitative Analyst,Financial and Insurance Activities,Fund management activities,Higher Education,No,No,1.3739893283132485,0.5929166666666666,Displaced,1.0379344384299665
597,Junior Risk Analyst,Financial and Insurance Activities,"Activities auxiliary to financial service, except insurance and pension funding",Higher Education,No,No,1.4984326197157478,0.5613888888888888,Displaced,1.1791832254596428
598,Junior Software Developer,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,No,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
599,Junior Software Engineer,Information and Communication,"Computer Programming, Consultancy and Related Activities",Higher Education,No,No,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
600,Junior Statistician,Financial and Insurance Activities,"Activities auxiliary to financial service, except insurance and pension funding",Higher Education,No,No,1.1962758695210862,0.6164937943262411,Augmented,0.8754819808756202
601,Junior Systems Administrator,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,No,0.7714307163971404,0.5388888888888889,Displaced,0.6244303076614632
602,Junior Trade and Culture Analyst,Public Administration and Defense; Compulsory Social Security,Public Administration and Defense; Compulsory Social Security,Higher Education,No,No,1.369842507381068,0.6147222222222223,Augmented,1.0049316838870557
603,Kiln Operator,Manufacturing,"Manufacture of non-metallic mineral products, n.e.c.",Higher Education,No,Yes,-1.3185293182389948,0.5666666666666667,Isolated,-1.0306504170901476
604,Kindergarten Teacher,Education,Pre-primary/pre-school education,Higher Education,Yes,No,0.3484516434659395,0.6813888888888889,Augmented,0.23239788776714465
605,Kitchen Staff,Accommodation and Food Service Activities,Event catering and other food service activities,Higher Education,No,No,-1.826941747515469,0.495,Isolated,-1.5589902912132003
606,Knowledge Management Officer,Information and Communication,Other information service activities,Higher Education,Yes,No,0.8006554663832743,0.695328282828283,Augmented,0.5228320632627548
607,Labor Relations Specialist,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,No,1.390653349799162,0.6652777777777777,Augmented,0.9498934964322611
608,Laboratory And Metrology Calibration Technician,Manufacturing,"Manufacture of measuring, testing, navigating and control equipment; watches and clocks",Not Higher Education,No,No,0.3835605034568007,0.5769444444444444,Displaced,0.29587431058320435
609,Laboratory Technician,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,-0.3935851657204582,0.5456944444444444,Isolated,-0.31590676009701785
610,"Laborers and Hand Freight, Stock, and Material Movers",Transportation and Storage,Freight air transport,Not Higher Education,No,No,-1.394520359139548,0.6941666666666667,Protected,-0.912248734937121
611,Land-Based Transport Refrigeration Mechanic,"Electricity, Gas, Steam and Air Conditioning Supply",Airconditioning and Refrigeration,Not Higher Education,No,No,-0.9106473891239084,0.686111111111111,Protected,-0.6030509376864995
612,Landscape Design Assistant (Licensed Architect),"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,1.0614157123926595,0.6747222222222223,Augmented,0.7149814173756108
613,Landscape Design Technician,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,No,Yes,0.3600520511318562,0.6393055555555555,Augmented,0.25528690569835083
614,Landscape Gardener,Other Service Activities,"Personal services for wellness, except sports activities",Not Higher Education,No,No,-1.153152853548008,0.4963888888888889,Isolated,-0.9824221671754836
615,Language Arts Curriculum Developer,Education,Other Education,Higher Education,No,No,1.333804583640498,0.6875,Augmented,0.8814225290224291
616,Language Policy Research Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,Yes,0.8006554663832743,0.695328282828283,Augmented,0.5228320632627548
617,Language Teaching Assistant,Education,Other Education,Higher Education,No,Yes,0.8006554663832743,0.695328282828283,Augmented,0.5228320632627548
618,Latex Receiver,Manufacturing,Manufacture of rubber products,Not Higher Education,No,No,-1.7041882984785872,0.4869444444444444,Isolated,-1.4679688648839164
619,Laundry Attendant,Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,-1.062885932057287,0.4383333333333333,Isolated,-0.9672261981721313
620,Laundry Machine Operator,Other Service Activities,Laundry services,Not Higher Education,No,No,-1.062885932057287,0.4383333333333333,Isolated,-0.9672261981721313
621,Layout Artist,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,-0.5800703514608596,0.4575,Isolated,-0.5167460047597158
622,Learning and Development Officer,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,No,1.390653349799162,0.6652777777777777,Augmented,0.9498934964322611
623,Leasing Assistant,Real Estate Activities,Real Estate Activities with Own or Leased Property,Higher Education,No,Yes,1.0600457450196432,0.5005555555555555,Displaced,0.8986832260555421
624,Legal Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,0.7106225288460828,0.5908333333333333,Displaced,0.5382965656009078
625,Legal Associate,Public Administration and Defense; Compulsory Social Security,Justice and Judicial Activities,Higher Education,Yes,No,0.7106225288460828,0.5908333333333333,Displaced,0.5382965656009078
626,Legal Research Assistant,Public Administration and Defense; Compulsory Social Security,Public Administration,Higher Education,No,Yes,1.3906421927347794,0.6894444444444444,Augmented,0.916278689213027
627,Legislative Researcher,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,0.8006554663832743,0.695328282828283,Augmented,0.5228320632627548
628,Legislative Staff Officer,Public Administration and Defense; Compulsory Social Security,Research and experimental development on social sciences and humanities,Higher Education,No,No,1.390653349799162,0.6652777777777777,Augmented,0.9498934964322611
629,"LGU Program Assistant, Local Government Support Staff",Public Administration and Defense; Compulsory Social Security,Public Administration and Other Executive Offices,Higher Education,No,Yes,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
630,Liaison Staff (Construction),Construction,Construction of buildings,Higher Education,No,No,0.9698125993622836,0.4805555555555555,Displaced,0.8415818223354928
631,Librarian,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,Yes,No,0.8006554663832743,0.695328282828283,Augmented,0.5228320632627548
632,Librarian Assistant,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,Yes,0.8006554663832743,0.695328282828283,Augmented,0.5228320632627548
633,Library Clerk,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,Yes,0.1888573925939125,0.5313888888888888,Displaced,0.1542859976718602
634,Library Technician,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,Yes,No,-0.8672596469857901,0.4680555555555555,Isolated,-0.7634293948049914
635,Licensed Aeronautical Engineer,Manufacturing,Manufacture of air and spacecraft and related machinery,Higher Education,Yes,No,1.167377784026609,0.6280555555555556,Augmented,0.8408362761058326
636,Licensed Agricultural and Biosystems Engineer,"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Higher Education,Yes,No,0.5129253723597855,0.6382638888888889,Augmented,0.36421263419297273
637,Licensed Agriculturist,"Agriculture, Forestry, and Fishing",Growing of non-perennial crops,Higher Education,Yes,No,1.1962758695210862,0.6164937943262411,Augmented,0.8754819808756202
638,Licensed Aquaculturist,"Agriculture, Forestry, and Fishing",Aquaculture,Higher Education,No,No,-1.0922437980466209,0.6463888888888889,Protected,-0.7666944660177253
639,Licensed Architect,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,1.0614157123926595,0.6747222222222223,Augmented,0.7149814173756108
640,Licensed Chemist,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,Yes,No,1.3942922371302795,0.6652777777777777,Augmented,0.9523790586398215
641,Licensed Criminologist,Public Administration and Defense; Compulsory Social Security,Public Order and Safety Activities,Higher Education,Yes,No,0.2059317681316812,0.7743981481481482,Augmented,0.11819148747816907
642,Licensed Dentist,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,0.2380110444547259,0.6536211755233494,Augmented,0.16534916627575064
643,Licensed Nutritionist and Dietician,Human Health and Social Work Activities,Other human health activities,Higher Education,Yes,No,1.3739495407622582,0.6622222222222222,Augmented,0.942682046022994
644,Licensed Occupational Therapist,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,1.5056696701614034,0.6302777777777777,Augmented,1.0811544714908967
645,Licensed Optometrist,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,0.5783359562603659,0.7183333333333333,Augmented,0.3643516524440306
646,Licensed Pharmacist,Human Health and Social Work Activities,Other human health activities,Higher Education,Yes,No,0.6009057203410911,0.7186111111111111,Augmented,0.37840368555923715
647,Licensed Physical Therapist,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,-0.0373440278329034,0.6725,Protected,-0.025238338810403885
648,Licensed Psychometrician,Human Health and Social Work Activities,Other human health activities,Higher Education,Yes,No,1.1962758695210862,0.6579166666666666,Augmented,0.8259287982485167
649,Licensed Respiratory Therapist,Human Health and Social Work Activities,Hospital activities,Higher Education,Yes,No,1.5056696701614034,0.6302777777777777,Augmented,1.0811544714908967
650,Life Science Research Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,0.131317826544596,0.5872222222222223,Displaced,0.09994745687005362
651,Lifeguard,Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,0.8618669629198157,0.543611111111111,Displaced,0.6935634976607518
652,Lighting Technician,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Not Higher Education,No,Yes,-0.5276871682377668,0.6405864197530864,Protected,-0.37346896465618
653,Line Technician,Manufacturing,"Other manufacturing, n.e.c.",Higher Education,No,Yes,-1.0922437980466209,0.6463888888888889,Protected,-0.7666944660177253
654,Linen Attendant,Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,-0.5409268890934459,0.6211111111111112,Protected,-0.39337405434628925
655,Linguistics Analyst,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,0.8006554663832743,0.695328282828283,Augmented,0.5228320632627548
656,Linguistics Researcher,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,0.8006554663832743,0.695328282828283,Augmented,0.5228320632627548
657,Literary Reviewer,Information and Communication,"Publishing of books, periodicals and other publishing activities",Higher Education,No,No,0.7743766257616718,0.5294444444444445,Displaced,0.6341284146515023
658,Livelihood Education Teacher,Education,Secondary/high school education,Higher Education,Yes,No,1.1884950168906403,0.7011111111111111,Augmented,0.7692203859319978
659,Livestock Agriculture Technician,"Agriculture, Forestry, and Fishing",Animal production,Higher Education,Yes,No,-0.4095517524310084,0.6209722222222223,Protected,-0.297892017705721
660,Livestock Health Technician,Manufacturing,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",Not Higher Education,No,No,-0.8265822627679962,0.5972222222222222,Protected,-0.6208551218124061
661,Livestock Raiser,"Agriculture, Forestry, and Fishing",Animal production,Not Higher Education,No,No,-1.1166346396376288,0.5847222222222223,Isolated,-0.8526746178788449
662,Loan Processing Assistant,Financial and Insurance Activities,Monetary intermediation,Higher Education,No,Yes,1.0117367283079466,0.5203728070175438,Displaced,0.8376780740628624
663,Local Government Contact Tracer,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Not Higher Education,No,No,0.2380110444547259,0.6536211755233494,Augmented,0.16534916627575064
664,Local Heritage Specialist,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,No,0.7188278381031682,0.6888888888888888,Augmented,0.4740270243491449
665,Logic Teaching Aide,Education,Other Education,Higher Education,No,Yes,-0.5276871682377668,0.6126388888888888,Protected,-0.388216518077146
666,Logistics & Support Staff (Construction),Construction,Construction of buildings,Not Higher Education,No,No,-0.1990509675516624,0.5297222222222222,Isolated,-0.1629453337152081
667,Logistics Assistant,Transportation and Storage,Support activities for transportation,Higher Education,No,Yes,-0.1990509675516624,0.5297222222222222,Isolated,-0.1629453337152081
668,Logistics Clerk,Transportation and Storage,Support activities for transportation,Higher Education,No,Yes,-0.1990509675516624,0.5297222222222222,Isolated,-0.1629453337152081
669,Logistics Support Clerk,Transportation and Storage,Support activities for transportation,Higher Education,No,Yes,1.1679053146236258,0.6255555555555555,Augmented,0.8441360079585207
670,Lumber Quality Analyst,Manufacturing,Sawmilling and planing of wood,Higher Education,No,No,0.3835605034568007,0.5769444444444444,Displaced,0.29587431058320435
671,M&E Program Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
672,Machine Design Engineer,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,1.3022721729014886,0.6582638888888889,Augmented,0.8986582348695898
673,Machine Learning Engineer,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,No,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
674,Machine Operator,Manufacturing,"Other manufacturing, n.e.c.",Higher Education,No,Yes,1.2355878663736692,0.5574537037037037,Displaced,0.9772012741324718
675,Machine Operator (Transportation and Storage),Transportation and Storage,Support activities for transportation,Higher Education,No,Yes,-0.7654642333588086,0.5313888888888889,Isolated,-0.6253417528634045
676,Machinist,Manufacturing,Manufacture of general purpose machinery,Not Higher Education,No,No,-0.8341351787751918,0.5330229377104376,Isolated,-0.6800790826101766
677,Magician,"Arts, Entertainment and Recreation",Other amusement and recreation activities,Not Higher Education,No,No,0.733024170282144,0.5569264403292181,Displaced,0.580120381099911
678,Mail and Document Clerk,Transportation and Storage,"Postal activities, Courier activities",Higher Education,No,Yes,-0.828177528731795,0.5691666666666667,Isolated,-0.6452883244701902
679,Maintenance Fitter,Manufacturing,"Other manufacturing, n.e.c.",Higher Education,No,No,-1.049182638556866,0.7641666666666665,Protected,-0.6128975246903028
680,Maintenance Laborer,Construction,Construction of buildings,Not Higher Education,No,No,-1.0016298223561515,0.6969444444444443,Protected,-0.652450537062549
681,Maintenance Line Worker,"Electricity, Gas, Steam and Air Conditioning Supply","Electric power generation, transmission and distribution",Not Higher Education,No,No,-1.2416423994528298,0.7380555555555556,Protected,-0.7577467643327409
682,Maintenance Technician,Manufacturing,"Other manufacturing, n.e.c.",Higher Education,No,Yes,-0.0372319794758209,0.5897222222222221,Isolated,-0.028244593319018584
683,Maintenance Technician (Construction),Construction,Building completion and finishing,Not Higher Education,No,No,-0.9863345860553324,0.7455555555555556,Protected,-0.5945405699277976
684,Management Accountant,Financial and Insurance Activities,"Accounting, bookkeeping and auditing activities; tax consultancy",Higher Education,Yes,No,1.3620743346972182,0.4541666666666666,Displaced,1.2179214676084293
685,Management Information Assistant,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,Yes,1.2355878663736692,0.5574537037037037,Displaced,0.9772012741324718
686,Mango Grower,"Agriculture, Forestry, and Fishing",Growing of perennial crops,Not Higher Education,No,No,-1.153152853548008,0.4963888888888889,Isolated,-0.9824221671754836
687,Mangosteen Grower,"Agriculture, Forestry, and Fishing",Growing of non-perennial crops,Not Higher Education,No,No,-1.153152853548008,0.4963888888888889,Isolated,-0.9824221671754836
688,Manufacturing Engineer,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,1.3022721729014886,0.6582638888888889,Augmented,0.8986582348695898
689,Manufacturing Equipment Technician,Manufacturing,Installation of industrial machinery and equipment,Higher Education,No,Yes,-0.0372319794758209,0.5897222222222221,Isolated,-0.028244593319018584
690,Marine Biology Research Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,1.1962758695210862,0.6164937943262411,Augmented,0.8754819808756202
691,Marine Biology Technician,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,-0.0372319794758209,0.5897222222222221,Isolated,-0.028244593319018584
692,Marine Conservation Aide,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,1.1962758695210862,0.6164937943262411,Augmented,0.8754819808756202
693,Marine Data Analyst,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,No,-0.0372319794758209,0.5897222222222221,Isolated,-0.028244593319018584
694,Marine Navigation and Port Operations Officer,Transportation and Storage,"Sea and coastal water transport, Inland water transport",Higher Education,No,No,-0.7138985758488017,0.7611111111111111,Protected,-0.41921710815121305
695,Market & Social Researcher,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,0.7743766257616718,0.5294444444444445,Displaced,0.6341284146515023
696,Marketing Analyst (Transportation and Storage),Transportation and Storage,Support activities for transportation,Higher Education,No,No,0.7743766257616718,0.5294444444444445,Displaced,0.6341284146515023
697,Marketing Coordinator,"Professional, Scientific and Technical Activities",Advertising,Not Higher Education,No,No,0.7743766257616718,0.5294444444444445,Displaced,0.6341284146515023
698,Marketing Professional (Manufacturing),Manufacturing,"Other manufacturing, n.e.c.",Higher Education,No,No,0.7743766257616718,0.5294444444444445,Displaced,0.6341284146515023
699,Marriage Counselor,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,0.7806366196871929,0.6655492424242423,Augmented,0.5330062647034659
700,Mass Media Coordinator,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,Yes,0.7743766257616718,0.5294444444444445,Displaced,0.6341284146515023
701,Massage Therapist,Other Service Activities,"Personal services for wellness, except sports activities",Not Higher Education,No,No,-1.471164493027073,0.5808333333333333,Isolated,-1.1291187483982787
702,Master Tagger,"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Not Higher Education,No,No,1.1962758695210862,0.6164937943262411,Augmented,0.8754819808756202
703,Mat Weaver,Manufacturing,"Spinning, weaving and finishing of textiles",Not Higher Education,No,No,-0.8841484845166345,0.4858333333333333,Isolated,-0.7625780678955973
704,Material Handlers,Manufacturing,Manufacture of other fabricated metal products; metal working service activities,Higher Education,No,No,-1.0459581106723304,0.4680555555555555,Isolated,-0.9207336813112821
705,Material Inventory Assistants / Warehouse,Construction,Construction of buildings,Not Higher Education,No,No,0.8309021883201236,0.5822222222222222,Displaced,0.6365633987185837
706,Materials Engineer,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,0.5129253723597855,0.6382638888888889,Augmented,0.36421263419297273
707,Materials Laboratory Technician,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,0.0882226573666494,0.5626388888888889,Displaced,0.06931605176710218
708,Materials Testing Technician,"Professional, Scientific and Technical Activities",Technical Testing and Analysis,Higher Education,No,Yes,0.3835605034568007,0.5769444444444444,Displaced,0.29587431058320435
709,Mathematics Instructor,Education,Higher education,Higher Education,No,No,0.8006554663832743,0.695328282828283,Augmented,0.5228320632627548
710,Mathematics Teacher,Education,"Primary/elementary education, Secondary/high school education",Higher Education,Yes,No,1.1884950168906403,0.7011111111111111,Augmented,0.7692203859319978
711,Meat Processor,Manufacturing,Processing and preserving of meat,Not Higher Education,No,No,-0.7688751902862945,0.4733333333333334,Isolated,-0.6727657915005076
712,Mechanical Designer,Manufacturing,Manufacture of special purpose machinery,Higher Education,No,No,-0.0372319794758209,0.5897222222222221,Isolated,-0.028244593319018584
713,Mechanical Draftsman,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,No,Yes,-0.5800703514608596,0.4575,Isolated,-0.5167460047597158
714,Mechatronics and Automation Technician,Manufacturing,Manufacture of general purpose machinery,Not Higher Education,No,No,-1.5566147016651897,0.6050000000000001,Protected,-1.1570835949044576
715,Mechatronics Engineer,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,1.167377784026609,0.6280555555555556,Augmented,0.8408362761058326
716,Media Arts Teaching Assistant,Education,Other education services,Higher Education,Yes,No,0.733024170282144,0.5569264403292181,Displaced,0.580120381099911
717,Media Planning Assistant,Information and Communication,"Motion picture, video and television programme activities",Higher Education,No,Yes,0.733024170282144,0.5569264403292181,Displaced,0.580120381099911
718,Media Production Assistant,Information and Communication,"Motion picture, video and television programme activities",Higher Education,No,Yes,0.733024170282144,0.5569264403292181,Displaced,0.580120381099911
719,Media Relations Officer,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,1.2230614224333591,0.6141666666666666,Augmented,0.8979309276364913
720,Medical Assistant,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,0.131317826544596,0.5872222222222223,Displaced,0.09994745687005362
721,Medical Claims Associate,Human Health and Social Work Activities,Hospital activities,Higher Education,No,Yes,1.0618111569602473,0.4263888888888889,Displaced,0.978930897208628
722,Medical Claims Representative,Human Health and Social Work Activities,Hospital activities,Higher Education,No,No,1.0618111569602473,0.4263888888888889,Displaced,0.978930897208628
723,Medical Coding Specialist,Human Health and Social Work Activities,Other human health activities,Not Higher Education,No,No,0.2380110444547259,0.6536211755233494,Augmented,0.16534916627575064
724,Medical First Responder,Human Health and Social Work Activities,Medical and dental practice activities,Not Higher Education,No,No,0.277462203175206,0.7502777777777778,Augmented,0.16593781206561625
