postId,link,text,timestamp,reactionLikeCount,reactionLoveCount,reactionSadCount,reactionAngryCount,reactionWowCount,reactionHahaCount,comments,translated_text
122145340862935198,,"#GreyhoundFreedomWall6497

[rant]

mag fill out na kayo mga amity sa scis sa mga babae jan na nag lalaro ng basketball, GUSTO KO MAKA LARO AT MA ENJOY DIN ANG SCIS DAYSSSSS, KAYA PLEASE, SALI NAAA",1763428922,,,,,,,,"#GreyhoundFreedomWall6497

[rant]

Fill out the scis amity with the girls who play basketball, I WANT TO PLAY AND ENJOY SCIS DAYSSSSS, SO PLEASE, JOIN"
122145340664935198,,"#GreyhoundFreedomWall6496

[School] [Found item]

Hi! I found a phone yesterday sa AMS ladies comfort room on the second floor around 2pm. It's a VIVO phone most likely owned by a SHS student. I was going to surrender it sana sa guidance office, but the day got too hectic kaya I didn't have time to do so.

If you are the owner of this phone po or know the person who owns the phone, kindly reply here para I can send you a message. I'll give you the phone later today or whenever is convenient with you. If late mo ito makita, you can claim it po sa guidance office since I will surrender it naman po there.

The phone's color is gold. I can't attach a photo here kasi it keeps saying error when attaching a photo and my entry won't get submitted. 

Thank you!",1763428863,,3.0,,,,,3.0,"#GreyhoundFreedomWall6496

[School] [Found item]

Hi! I found a phone yesterday sa AMS ladies comfort room on the second floor around 2pm. It's a VIVO phone most likely owned by a SHS student. I was going to surrender it sana sa guidance office, but the day got too hectic kaya I didn't have time to do so.

If you are the owner of this phone po or know the person who owns the phone, kindly reply here para I can send you a message. I'll give you the phone later today or whenever is convenient with you. If late mo ito makita, you can claim it po sa guidance office since I will surrender it naman po there.

The phone's color is gold. I can't attach a photo here kasi it keeps saying error when attaching a photo and my entry won't get submitted. 

Thank you!"
122145340490935198,,"#GreyhoundFreedomWall6495

[QUESTION]
Okay lang kaya ki manong/manang guard mag civilian ako since 1&½ hr man sana pasok ko? HAHAHAHAHAHA tas every monday lang

Admin 001: Tropa ba tayo?",1763428804,,,,,,1.0,,"#GreyhoundFreedomWall6495

[QUESTION]
Is it okay with the guard if I go as a civilian since I'm supposed to go in for at least 1&½ hr? HAHAHAHAHAHA it's only every monday

Admin 001: Are we troops?"
122145340394935198,,"#GreyhoundFreedomWall6494

[CONFESSIONS]

to that one girl na 1st yr polsci 

I want say na i really like you noon pa lang. I love how you bring joy and positive energy to everyone around you. I wanted to confess my feelings for you but I found out na you have someone else na. I will always cherish our small interactions no matter how small they are. I hope you’ll be happy with him and in your college life.",1763428743,,,,,,,,"#GreyhoundFreedomWall6494

[CONFESSIONS]

to that one girl na 1st yr polsci 

I want say na i really like you noon pa lang. I love how you bring joy and positive energy to everyone around you. I wanted to confess my feelings for you but I found out na you have someone else na. I will always cherish our small interactions no matter how small they are. I hope you’ll be happy with him and in your college life."
122145255494935198,,"#GreyhoundFreedomWall6493

[story]

resubmit ko kasi walang tags yung una

hi! ______ here! and i've experienced something horror sa en building going sa jh building huhu. okay may event that time and inabot siya ng 9 or 10 something because of my org, then galing aking sp. after the event, naisipan kong maglakad-lakad sa campus, then nung nasa en ako ambigat ng pakiramdam ko. naisipan ko na baka pagod lang ako dahil sa event na 'yon. tapos nung naglalakad na me papuntang 1st gate kasi don ako lalabas, may parang sumusunod sa'kin, nasa jh building na ako non but every time i look back wala naman tao. so akala ko wala lang 'yon. pumunta muna me sa bathroom para magsalamin at mag-ayos and may nakita akong shadowy figure sa may bandang likod ko—ang creepy niya super. tapos tinakbo ko na after hanggang 1st gate kasi natakot na nga ako, and i also think na bukas din 3rd eye ko. after that event—kinabukasan, masakit yung ulo ko, akala ko lang nga mas sakit ako eh. pero naalala ko yung shadowy figure so nagpatawas ako, and don ko na nga nalaman na may sumusunod daw sa'kin (sabi ni lola na nagtatawas sa'kin) and sa isang building daw ako nasundan. ang creepy guys. sa mga nursing natin diyan, di ba 8:30 minsan labasan niyo? naka experience na po ba kayo niyan?",1763385245,,,,,,,,"#GreyhoundFreedomWall6493

[story]

I resubmit because the first one has no tags

hi! ______ here! and i've experienced something horror in the en building going to the jh building huhu. okay there was an event that time and it took him 9 or 10 something because of my org, then my sp came. after the event, I thought about taking a walk around the campus, then when I was there I felt a bit anxious. I thought maybe I was just tired because of that event. then when I was walking to the 1st gate because I was going out, someone seemed to be following me, I was already in the JH building but every time I looked back there was no one. so I thought it was nothing. I first went to the bathroom to look in the mirror and fix myself and I saw a shadowy figure behind me—he was super creepy. then I ran after to the 1st gate because I was really scared, and I also think that my 3rd eye is open. after that event—the next day, my head hurt, I just thought I was sicker. but I remembered the shadowy figure so I ran away, and I didn't know that someone was following me (said the grandmother who was running away from me) and that I was followed in a building. the creepy guys. to our nurses there, don't you go out sometimes at 8:30? have you had experience with that?"
122145255230935198,,"#GreyhoundFreedomWall6492

(experience)

hello kay ate democrat na nakatulog sa balikat ko buong biyahe sa van. ramdam ko po yung pagod, sana okay pa po kayo 😭 sorry kita ko kasi sa lanyard haha",1763385185,,,,,,,,"#GreyhoundFreedomWall6492

experience

hello to sister democrat who fell asleep on my shoulder the whole trip in the van. I can feel the tiredness, I hope you're still okay 😭 I'm sorry for the lanyard haha"
122145255104935198,,"#GreyhoundFreedomWall6491

[rant]

sa tagal na naka civilian kaming mga kaklase ko(like buong class) ngayon nalang ulit kami sinita ng guard. huhu ayoko na mag uniform

Admin 001: Di niyo kasi ako tropa.",1763385123,,,,,,93.0,5.0,"#GreyhoundFreedomWall6491

[rant]

For a while, my classmates and I were in civilian clothes (like the whole class), but now the guard visited us again. I don't want to wear a uniform anymore

Admin 001: I'm not your troop."
122145254966935198,,"#GreyhoundFreedomWall6490

(RANT)
everytime Nalang na bibili ako sa KRISPY KING ng Panganiban Yung katabi ng BDO, Ang damot. Wala naman problema sa business nila pero sana kunting pasalamat at respeto naman. Yung unang bili ko Kasi dalawa Yung binili Kong chicken, pinadagdagan ko lang naman yung gravy pinag sabihan ba naman Yung Kapatid ko Kasi siya Yung pinabalik ko ng ""sauce Kasi yan Hindi sabaw"" Nung Wala kayong gravy nag reklamo ba kami? And sorry a, nasasarapan lang Kasi Minsan sa gravy dipende sa Lugar Minsan Kasi Yung chicken Wala namang lasa pero no choice kaya pinapadagdagan ko. Pangalawang bili ko, 2 chicken 4 rice Yung binili ko dine in instead makiusap ka na kulang Yung sukli mo,sinabi mo lang na "" pwedeng kulang Nalang teng 2"" and tinanong ko Kasi Yung Kasama ko. Kasi kailangan Niya Rin ng barya pinag sabihan ba naman akong ""para dos man lang"" bat Ikaw Yung nag dedecision? Wala bang effort? Dalawa naman kayong nag babantay Wala panaman ibang bumibili sana nag pabarya na Yung Isa para sa susunod na bibili Kasi obligation niyo yan. Maiintindihan namin kung Umaga. Kahit sabihin pa sabihin kunyari kaka open niyo lang kainan yan dapat may tago na kayo. and wag mong nilalang Yung 2 pesos Kasi kung kulang na kulang Yung Pera natin lalot Piso payan or dos hinahanap hanap natin yan. And dimo alam kung kahit maliit na kantidad lang yan kailangan din namin yan. Maiintindihan pa namin kung nakiusap ka pero parang minaliit mo pa kami. pero Buti Nalang mabait Yung Isa Meron siyang 2 kaya binalik saamin at nag thankyou pagkaalis namin. hindi Yung about sa 2 pesos lang about yun sa behavior mo

Hindi lang ito para sa KRISPY KING para rin ito sa lahat na nakakainan natin na maging responsable at mapagpasensiya. At huwag kayong Magalit kung may nag ha honest review or feedback sainyo sa socmed Kasi Minsan kung hindi pa nila ito idaan sa socmed Hindi naman mag iimprove e. At walang magiging issue kung walang ka issue issue. Buti Nalang Hindi lahat ganyan sa KRISPY KING Meron din mababait at masipag talaga at ma effort. at baka Gawin niyo naman excuse Yung pagod kayo Kasi lahat naman napapagod. Choice ninyong mag trabaho kaya panindigan niyo. Kasi kung pangit Yung magiging image niyo saaming mga bumibili pano naman Yung owner? Nasisira niyo rin. Yun lang naman thankyou",1763385067,1.0,,,,,,,"#GreyhoundFreedomWall6490

(RANT)
Every time I buy from KRISPY KING in Panganiban The one next to BDO, Ang damot. There is no problem with their business, but I hope they have a little gratitude and respect. My first purchase was because I bought two chickens, I just added the gravy. Did I tell my brother because he was the one I sent back with ""sauce because that's not soup"" When you didn't have gravy, did we complain? And sorry, it's just delicious Because sometimes the gravy depends on the place Sometimes because the chicken has no taste but no choice so I add it. My second purchase, 2 chickens and 4 rice. The one I bought instead begged you that your change is not enough, you just said ""maybe there is not enough for 2"" and I asked because it was my companion. Because he also needs money, did he tell me ""at least for two"" but you are the one who made the decision? Is there no effort? There are two of you who are watching. There is no other buyer. One would have been a fool for the next buyer because that is your obligation. We will understand if Morning. Even if you say that you just opened the restaurant, you must have something hidden. and don't use the 2 pesos because if our money is not enough, we are looking for a peso or two. And you don't know if it's even a small amount we need that too. We would understand if you begged but it seems like you underestimated us. but it's good that the other one is kind. He has 2 so he brought them back to us and said thank you after we left. no The thing about the 2 pesos is just about your behavior

It's not just for KRISPY KING, it's also for everyone we eat to be responsible and patient. And don't get angry if someone gives you an honest review or feedback on socmed, because sometimes if they don't pass it on to socmed, it won't improve. And there will be no issue if you don't have an issue issue. It's good that not everyone is like that at KRISPY KING. There are also kind people who are really hardworking and make an effort. and maybe make an excuse that you're tired because everyone gets tired. It's your choice to work, so stand by it. Because if your image to our buyers is ugly, what about the owner? You also destroy it. That's all, thank you"
122145254792935198,,"#GreyhoundFreedomWall6489

[Rant]

Shoutout sa sarong department dyan na pag dakol nakakapasar na students, inaanggutan daa ang prof haha na para bang dapat bilang lang sa kamay ang pasado kada sem",1763384944,,,,,,,,"#GreyhoundFreedomWall6489

[Rant]

Shoutout to a department there that when many students pass, the prof is angry haha ​​that should be counted on the hands of the passed every sem"
122145243896935198,,"#GreyhoundFreedomWall6488

[RANT]
OK SO SA SOBRANG SUYA KO NAPA RANT NAKO DITO 

Sa mga may malalaking circle of friends diyan, pwede makahingi ng favor? Pwede kapag maglalakad kayo sa public spaces, ‘wag niyo sakupan lahat ng daan? May it be inside the campus hallways, roadside (especially bike lanes), isama na natin ang elevator at escalators. Sa GM kasi ‘diba malapit lang sa UNC, tapos tuwing papasok ako sa elevator, tapos may makakasabayan akong circle na akala mo pag mamayari nila lahat ng lugar sa naga sa ingay, akala mo nasa palengke ka.

Or kahit in general nalang, sa hallway!!!! Taena yung ‘di na ako magka intindihan kung saan ako dadaan, left or right ba kasi ang ingay ingay na wala pang tinitirang dadaanan para sa mga taong nasa likod nila. Dae kita pare-parehas kang buhay, kung kamo kang mga circle nindo relax lang, ang iba tabi nag mamadali man. Matuto kamo makiramdam. sana aram nindong perwisyo kamo sa buhay kang iba. HAHAHAHAHAHAHHAHA",1763380148,5.0,33.0,,,,,1.0,"#GreyhoundFreedomWall6488

[RANT]
OK SO I'M SO HATE THAT I'M GOING TO RANT HERE 

To those who have a large circle of friends there, can you ask for a favor? Can when you walk in public spaces, don't cover all the roads? May it be inside the campus hallways, roadside (especially bike lanes), let's include the elevator and escalators. In GM, it's right near UNC, then every time I enter the elevator, I'll be able to pass a circle that you'd think when they're taking over all the places in Naga with the noise, you'd think you were in the market.

Or even in general, in the hallway!!!! That's why I can't understand where I'm going, left or right because the noise is so loud that there's no way for the people behind them to pass. I don't see you, your life is the same, if you are in circles, you just relax, while the others are in a hurry. Learn to feel. I hope you know that you are a pervert in the lives of others. HAHAHAHAHAHAHAHA"
122145243728935198,,"#GreyhoundFreedomWall6487

[Help]
Hello po sa mga STEM G12 dyan last year, baka may tips and notes or mga yt videos recommendations po kayo for basic calculus. Badly need it po, maka bwi bawi lamang because di talaga ako makaka sali honors list for 1st sem, babawi nalang sa 2nd, math talaga ang pinaka problema huhu😔😔 ☹️☹️",1763380084,,1.0,,,,,1.0,"#GreyhoundFreedomWall6487

[Help]
Hello to the STEM G12s there last year, maybe you have tips and notes or yt videos recommendations for basic calculus. I need it badly, I can't get it back because I really can't join the honors list for 1st sem, I'll just get it back in 2nd, math is really the biggest problem huhu😔😔😔😔 ☹️☹️"
122145243470935198,,"#GreyhoundFreedomWall6486

#CampusLife #Campus Life
👋Hello We are inviting chess players on our gc to know each others skills, send battle invites to other players and more!",1763380023,,13.0,,,,,5.0,"#GreyhoundFreedomWall6486

#CampusLife #Campus Life
👋Hello We are inviting chess players on our gc to know each others skills, send battle invites to other players and more!"
122145243260935198,,"#GreyhoundFreedomWall6485

[Rant] 

dun sa babaeng kumuha nung payong sa nb 207 Oct. 3 around 2 to 3 pm nung masyadong maulan, sana lagi kang matapilok pag tataas kang hagdan, nakita na namin na kinuha niya kaya binilisan paglabas, naka ilang ask na rin kami sino naka dala or naka kuha wala man lang siya sagot or kung ano man. kakairita, ngayon kami nagdudusa kasi nawalan kami payong. argh kairita",1763379967,,,,,,,,"#GreyhoundFreedomWall6485

[rant] 

to the woman who took the umbrella at nb 207 Oct. 3 around 2 to 3 pm when it rained a lot, I hope you always trip when you go up the stairs, we saw that he took it so we hurried out, we asked several times who brought it or took it but he didn't even answer or anything. Kaairita, now we are suffering because we lost our umbrella. argh it's irritating"
122145160346935198,,"#GreyhoundFreedomWall6484

[Reply] to admin saul, OA mo teh/yah sa 'ka-cheapan', syempre may jacket, uso yan teh/yah.

Admin Saul: Ah may jacket. Won't change my mind.",1763346185,,,,,,10.0,,"#GreyhoundFreedomWall6484

[Reply] to admin saul, OA you teh/yah at 'ka-cheapan', of course there is a jacket, that's trendy teh/yah.

Admin Saul: Ah, there is a jacket. Won't change my mind."
122145159830935198,,"#GreyhoundFreedomWall6483

[rant]

reply to #GreyhoundFreedomWall6468

iyo, igwa pa ngani ako nahiling na si skirt na suot as in above the knee, sobrang ikli, tapos pag jorts na below the knee naman bawal kasi hindi naman raw siya ""appropriate"" mas appropriate daa ang skirts. i have nothing against women wearing short skirts, go lang kaso if ang logic pala is appropriateness then yung mga nagsusuot ng short na skirts wag rin papasukin? 😭",1763346123,1.0,,,,,,,"#GreyhoundFreedomWall6483

[rant]

reply to #GreyhoundFreedomWall6468

You, my brother even asked me to wear skirts as in above the knee, too short, then when jorts are below the knee it is not allowed because they say it is not ""appropriate"" and skirts are more appropriate. I have nothing against women wearing short skirts, just go if the logic is appropriateness then those who wear short skirts should not be allowed in either? 😭"
122145159392935198,,"#GreyhoundFreedomWall6482

(Question) 

Hi mga ate, kuya! Graduating senior high here. Tbh, di ko talaga alam ipu-pursue ko in college. Well, oo may idea ako kung ano ang gusto ko pero sabi nila di raw practical at walang pera dun. I reconsidered my choices. Totoo bang walang pera kapag non-board or walang licensure exam ang kinuha kong college program? ☹️ Eh dun ako masaya eh but at the same time gusto ko rin maging financially stable. Ang hirap naman. I don't wanna pursue something na ayaw ko naman but in this economy? awa na lang talaga HAHAHA",1763346066,2.0,1.0,,,,,1.0,"#GreyhoundFreedomWall6482

(Question) 

Hi sisters, brother! Graduating senior high here. Tbh, I really don't know what I will pursue in college. Well, yes, I have an idea of ​​what I want, but they say it's not practical and there's no money there. I reconsidered my choices. Is it true that there is no money if the college program I took is non-board or does not have a licensure exam? ☹️ I'm happy there but at the same time I also want to be financially stable. It's hard. I don't wanna pursue something I don't want but in this economy? It's really a pity HAHAHA"
122145122348935198,,"#GreyhoundFreedomWall6481

[SURVEY]

Ilan po kaya INC sa school?",1763342589,,,,,,16.0,,"#GreyhoundFreedomWall6481

[SURVEY]

How many INCs are there in the school?"
122145120122935198,,"#GreyhoundFreedomWall6480

[reply]

#GreyhoundFreedomWall6477

isay tabi na morales yan? para mayong mag assume hahaha full name kuta para sure!",1763342527,,,,,,,,"#GreyhoundFreedomWall6480

[reply]

#GreyhoundFreedomWall6477

which side is that morals? for you to assume hahaha full name kuta for sure!"
122145116018935198,,"#GreyhoundFreedomWall6479

[confessions]

ANG LALAKI NG BICEPS NG VARSITY BASKETBALL. SANA SINGLE SILANG LAHAT",1763342404,1.0,,,,,92.0,7.0,"#GreyhoundFreedomWall6479

[confessions]

THE BICEPS MAN OF VARSITY BASKETBALL. I HOPE THEY ARE ALL SINGLE"
122145036626935198,,"Good evening, Admin 001 here.

I would like to take this opportunity to thank everyone who has been part of this community. I initially created this page to explore the developer app of Meta and to practice my Social Media marketing skills as this has been my beta testing for different integration of applications relating to marketing. 

I also want to take this opportunity to get close with the community that together we all built. 

Recently, I’ve been having some trouble sleeping. To the point that I’m being sleep deprived. I always get interrupted sleep. Most of the time, I fall asleep and gets woken up within the interval of 30 and 45 minutes making my body restless. Maybe this is a side effect of having so many thoughts in mind. I keep thinking of thinking about all the scenarios possible and it lingers on me. Scenarios that could have been lifted if only someone was there to reassure that things will turn out fine and that person is not me. I’m fighting some battles few would understand. I am yearning for holistic healing, growth, and self-appreciation that as of now, I can’t give to myself.

I hope these things are only all up in my head and I wish that this will be over soon.

For now, I wish that everyone takes care of themselves and do not mold yourselves to fit in spaces that are not for you in the first place. You all have the potential to be the best version of yourselves, don’t waste it on anything wasteful of your time.

Lastly, please also check those people who are always there for you. Most of them, carry a burden they won’t show.",1763315007,1.0,14.0,,,,,,"Good evening, Admin 001 here.

I would like to take this opportunity to thank everyone who has been part of this community. I initially created this page to explore the developer app of Meta and to practice my Social Media marketing skills as this has been my beta testing for different integration of applications relating to marketing. 

I also want to take this opportunity to get close with the community that together we all built. 

Recently, I’ve been having some trouble sleeping. To the point that I’m being sleep deprived. I always get interrupted sleep. Most of the time, I fall asleep and gets woken up within the interval of 30 and 45 minutes making my body restless. Maybe this is a side effect of having so many thoughts in mind. I keep thinking of thinking about all the scenarios possible and it lingers on me. Scenarios that could have been lifted if only someone was there to reassure that things will turn out fine and that person is not me. I’m fighting some battles few would understand. I am yearning for holistic healing, growth, and self-appreciation that as of now, I can’t give to myself.

I hope these things are only all up in my head and I wish that this will be over soon.

For now, I wish that everyone takes care of themselves and do not mold yourselves to fit in spaces that are not for you in the first place. You all have the potential to be the best version of yourselves, don’t waste it on anything wasteful of your time.

Lastly, please also check those people who are always there for you. Most of them, carry a burden they won’t show."
122145008672935198,,"#GreyhoundFreedomWall6478

[Rant]

pls guys wag kayo magkacrush sa kaklase nyo dawa gaano kapogi o kagayon yan NEVER FALL IN LOVE WITH THEM. patibong yan sinasabi ko saindo (nagkacrush sa kaklase at ngayo'y nasasaktan) 🥲",1763306824,,,,,,26.0,,"#GreyhoundFreedomWall6478

[rant]

pls guys don't crush on your classmate no matter how hard it is or like that NEVER FALL IN LOVE WITH THEM. I'm telling you that's a trap (had a crush on a classmate and is now hurting) 🥲"
122145008462935198,,"#GreyhoundFreedomWall6477

(RANT) (CONFESSION)

GRABE MAYBATA TALAGA SI MORALES KAIBAHAN NIYA NANAMAN SU NAKA GLASSES NA LALAKE SANAAL NA LANG",1763306764,,,,,,,,"#GreyhoundFreedomWall6477

(RANT) (CONFESSION)

MORALES IS REALLY YOUNG WITH THE MAN WEARING GLASSES"
122145008348935198,,"#GreyhoundFreedomWall6476

[Rant]

Tanu po madalion sa red school student na mapagal sa relasyon? Mapagal man po baga mag halat update kung nakauli tas babalewalaun lang mga efforts mu. Gusto man lang mag sabi kang namamatean tas ika pa ang sasabihang dramatic? Emotional Intelligence man po pls.

-nasasaktan na from blue school

Admin Michael: I think people have the option to leave any time they want. No matter how pure your intentions are, people have the choice to reject it and there's nothing else you can do. Bitawan mo na yan ming, we can't force people to choose us.",1763306646,,,2.0,,,,,"#GreyhoundFreedomWall6476

[rant]

Is it easy for a red school student to work hard in a relationship? Even though it's hard to update when you're back, your efforts will just be ignored. Do you even want to say that you're being dramatic when you're the one who's going to be called dramatic? Emotional Intelligence too pls.

-sore from blue school

Admin Michael: I think people have the option to leave any time they want. No matter how pure your intentions are, people have the choice to reject it and there's nothing else you can do. Let go of that, we can't force people to choose us."
122145008186935198,,"#GreyhoundFreedomWall6475

[THOUGHTS SKL]
Sabay na lang kamo sa may nga service HAHAHAHAH ako ngani tamang short dress na backless lang pag mainit ang panahon HAHAHAHAHAHA

Admin Saul: Ka-cheapan. Doesn't even know proper etiquette. Though Admin 001 comes in school in civilian clothes, he follows dress code. Yang gawain mo beh, ka-cheapan.",1763306522,1.0,,,,,13.0,,"#GreyhoundFreedomWall6475

[THOUGHTS SKL]
Just go to the service together HAHAHAHAH I'm a proper short dress that's backless only when the weather is hot HAHAHAHAHAHA

Admin Saul: It's cheap. Doesn't even know proper etiquette. Although Admin 001 comes to school in civilian clothes, he follows the dress code. That's your job, you cheapo."
122145007970935198,,"#GreyhoundFreedomWall6474

(rant)

Hi admin alam ko naman na Hindi na ito related dito sa school pero everytime Nalang na bibili ako sa KRISPY KING ng Panganiban Yung katabi ng BDO, Ang damot. Wala naman problema sa business nila pero sana kunting pasalamat at respeto naman. Yung unang bili ko Kasi dalawa Yung binili Kong chicken, pinadagdagan ko lang naman yung gravy pinag sabihan ba naman Yung Kapatid ko Kasi siya Yung pinabalik ko ng ""sauce Kasi yan Hindi sabaw"" Nung Wala kayong gravy nag reklamo ba kami? And sorry a, nasasarapan lang Kasi Minsan sa gravy dipende sa Lugar Minsan Kasi Yung chicken Wala namang lasa pero no choice kaya pinapadagdagan ko. Pangalawang bili ko, 2 chicken 4 rice Yung binili ko dine in instead makiusap ka na kulang Yung sukli mo,sinabi mo lang na "" pwedeng kulang Nalang teng 2"" and tinanong ko Kasi Yung Kasama ko. Kasi kailangan Niya Rin ng barya pinag sabihan ba naman akong ""para dos man lang"" bat Ikaw Yung nag dedecision? Wala bang effort? Dalawa naman kayong nag babantay Wala panaman ibang bumibili sana nag pabarya na Yung Isa para sa susunod na bibili Kasi obligation niyo yan. Maiintindihan namin kung Umaga. Kahit sabihin pa sabihin kunyari kaka open niyo lang kainan yan dapat may tago na kayo. and wag mong nilalang Yung 2 pesos Kasi kung kulang na kulang Yung Pera natin lalot Piso payan or dos hinahanap hanap natin yan. And dimo alam kung kahit maliit na kantidad lang yan kailangan din namin yan. Maiintindihan pa namin kung nakiusap ka pero parang minaliit mo pa kami. pero Buti Nalang mabait Yung Isa Meron siyang 2 kaya binalik saamin at nag thankyou pagkaalis namin. hindi Yung about sa 2 pesos lang about yun sa behavior mo

Hindi lang ito para sa KRISPY KING para rin ito sa lahat na nakakainan natin na maging responsable at mapagpasensiya. At huwag kayong Magalit kung may nag ha honest review or feedback sainyo sa socmed Kasi Minsan kung hindi pa nila ito idaan sa socmed Hindi naman mag iimprove e. At walang magiging issue kung walang ka issue issue. Buti Nalang Hindi lahat ganyan sa KRISPY KING Meron din mababait at masipag talaga at ma effort. at baka Gawin niyo naman excuse Yung pagod kayo Kasi lahat naman napapagod. Choice ninyong mag trabaho kaya panindigan niyo. Kasi kung pangit Yung magiging image niyo saaming mga bumibili pano naman Yung owner? Nasisira niyo rin. Yun lang naman thankyou",1763306403,,,,,,,,"#GreyhoundFreedomWall6474

(rant)

Hi admin, I know that this is not related to the school, but every time I buy from KRISPY KING in Panganiban, the one next to BDO, the weed. There is no problem with their business, but I hope they have a little gratitude and respect. My first purchase was because I bought two chickens, I just added the gravy. Did I tell my brother because he was the one I sent back with ""sauce because that's not soup"" When you didn't have gravy, did we complain? And sorry, it's just delicious Because sometimes the gravy depends on the place Sometimes because the chicken has no taste but no choice so I add it. My second purchase, 2 chickens and 4 rice. The one I bought instead begged you that your change is not enough, you just said ""maybe there is not enough for 2"" and I asked because it was my companion. Because he also needs money, did he tell me ""at least for two"" but you are the one who made the decision? Is there no effort? There are two of you who are watching. There is no other buyer. One would have been a fool for the next buyer because that is your obligation. We will understand if Morning. Even if you say that you just opened the restaurant, you must have something hidden. and don't use the 2 pesos because if our money is not enough, we will be looking for a peso or two. And you don't know if it's even a small amount we need that too. We would understand if you begged but it seems like you underestimated us. but it's good that the other one is kind. He has 2 so he brought them back to us and said thank you after we left. no The thing about the 2 pesos is just about your behavior

It's not just for KRISPY KING, it's also for everyone we eat to be responsible and patient. And don't get angry if someone gives you an honest review or feedback on socmed, because sometimes if they don't pass it on to socmed, it won't improve. And there will be no issue if you don't have an issue issue. It's good that not everyone is like that at KRISPY KING. There are also kind people who are really hardworking and make an effort. and maybe make an excuse that you're tired because everyone gets tired. It's your choice to work, so stand by it. Because if your image to our buyers is ugly, what about the owner? You also destroy it. That's all, thank you"
122144972264935198,,"#GreyhoundFreedomWall6473

[Reply] 

#GreyhoundFreedomWall6468

The answer is simple it is not the length of clothes and conoconsider but the type of clothes. shorts is prohibited unlike skirts and dress. Only pants are allowed and jorts are not that lengthy enough to be considered as pants kaya bawal",1763291467,,1.0,,,,,,"#GreyhoundFreedomWall6473

[Reply] 

#GreyhoundFreedomWall6468

The answer is simple it is not the length of clothes and conoconsider but the type of clothes. shorts is prohibited unlike skirts and dress. Only pants are allowed and jorts are not that lengthy enough to be considered as pants kaya bawal"
122144972162935198,,"#GreyhoundFreedomWall6472

[question] 
tutorial po pano tropahin si admin 001, nasstress na din po kami pati mga hs students dahil kila ate guard 😭

Admin 001: Gusto niyo ba gawa ako ng quest para makilala niyo ako? Hahahaha gawin nating segment dito sa GFW",1763291405,,,,,,18.0,,"#GreyhoundFreedomWall6472

[question] 
tutorial on how to troop admin 001, we are stressed as well as hs students because she is the sister guard 😭

Admin 001: Do you want me to do a quest so you can get to know me? Hahahaha let's do a segment here on GFW"
122144971892935198,,"#GreyhoundFreedomWall6471

[ looking for]

sino po ang may cat na pwedeng i adapt? yong months old na sana po. kindly react na lang po here and I'll dm u na lang. thankkk youuu po! 🫶🏼

Admin Gus: It's ""adopt"" not ""adapt"".",1763291284,,3.0,,,,,,"#GreyhoundFreedomWall6471

[looking for]

who has a cat that can be adapted? I hope it's months old. just kindly react here and I'll DM you. thank you! 🫶🏼

Admin Gus: It's ""adopt"" not ""adapt""."
122144906564935198,,"#GreyhoundFreedomWall6470

[question]

hi! from archi here. kailan po yung aquintance party ng architecture? ate tati please reply, gusto ko rin maranasan yun.",1763265547,,3.0,,,,,1.0,"#GreyhoundFreedomWall6470

[question]

hi! from archi here. when is the architecture aquintance party? sister and aunt please reply, I want to experience that too."
122144906408935198,,"#GreyhoundFreedomWall6469

[Rant] [Trigger Warning: SA]

hello admin. i just want to rant kasi gabi-gabi ako inaatake neto haha. i was r*pe simula bata pa ako (4yrs old) hanggang sa mag 16yrs old ako, pero jan ako nagsimula na magsalita sakanya umiyak na nagmamakaawa na ayoko na pa, tama na. Kahit ako naawa na sa sarili ko hwahaha inabuso pa naman sa pagiging mabait ko!💔 tama ang lolo ko na wag itiwala kahit kanino ang anak. kasi ako isa ako sa nabiktima and walang nakakaalam na kahit sino, sabagay meron pala si Lord yung sinusumbungan ko palagi. To clarify pala, don't judge me kasi u never know, wala ka/kayong alam. kailan man ay hindi ko ito ginusto, natakot lang ako. Ang gulo, ang gulo na ng isip ko gusto ko nalang mawala haha feeling ko wala na akong halaga sa lahat. Pero i was trying to gaslight, to push myself na kaya 'to wag ka susuko kasi napaka lawak ng mundo. makakatakas rin. gustong-gusto ko baguhin buhay ko sobrang sakit isipin na ganto yung pinagdaanan ko na dapat hindi naman. gusto ko lang naman maging masaya kasi yun naman talaga dapat haha pero wala e andito ako lumalaban parin.",1763265428,,,59.0,,,,,"#GreyhoundFreedomWall6469

[Rant] [Trigger Warning: ON]

hello admin. i just want to rant because he attacks me every night haha. I was r*pe since I was young (4yrs old) until I was 16yrs old, but then I started talking to him, crying and begging that I don't want anymore, that's it. Even though I felt sorry for myself, I was still abused for being kind!💔 My grandfather was right not to trust anyone with his son. because I am one of the victims and no one knows that, because it turns out that the Lord is the one I always pray to. To clarify, don't judge me because u never know, you know nothing. I never liked it, I was just scared. It's a mess, my mind is a mess, I just want to disappear haha ​​I feel like I'm worthless to everyone. But I was trying to gaslight, to push myself so that you don't give up because the world is so vast. can also escape. I really want to change my life, it hurts so much to think that I went through this, which I shouldn't have. I just want to be happy because that's what I should be haha ​​but I'm not here I'm still fighting."
