Job Title,Job Sector,Job Subsector,Educational Pathway,HEI with PRC (Professional Regulation Commission) Exam,Some HEI,PSOC,ISCO,SOC,AIOE,major_minor
Irrigation Technician,"Agriculture, Forestry, and Fishing",Aquaculture,Not Higher Education,No,No,3142.0,3142,19-4011,1.2714488780375865,19
IT Business Analyst Assistant,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,Yes,2511.0,2511,15-1211,1.051640306129637,15
IT Support Specialist,Information and Communication,"Computer Programming, Consultancy and Related Activities",Higher Education,No,No,2423.0,2423,21-1012 ,1.321753213546424,21
IT Support Technician (Air Transport),Transportation and Storage,"Passenger air transport, Freight air transport",Higher Education,No,Yes,3155.0,3155,17-3023,0.14718462276569041,17
IT Technical Support Personnel (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,No,No,3512.0,3512,15-1151 ,1.388784111523391,15
IT Technician,Information and Communication,"Computer Programming, Consultancy and Related Activities",Higher Education,No,Yes,3114.0,3114,17-3023,0.14718462276569041,17
Japan Market Liaison,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,No,2433.0,2433,41-4011,1.0506936744978643,41
Japanese Language and Culture Assistant,Education,Other Education,Higher Education,No,Yes,3412.0,3412,21-1093,0.7040484605627692,21
Java Programmer,Information and Communication,"Computer programming, consultancy and related activities",Not Higher Education,No,No,2512.0,2512,15-1133,1.388784111523391,15
Jobs Coordinator (Transportation and Storage),Transportation and Storage,Support activities for transportation,Higher Education,No,Yes,4416.0,4416,43-4161 ,1.2623911599504438,43
Judicial Assistant,Public Administration and Defense; Compulsory Social Security,Justice and Judicial Activities,Higher Education,No,Yes,3411.0,3411,33-9031,0.6331519841981866,33
Junior AI Data Governance Officer,Information and Communication,"Data processing, hosting and related activities; web portals",Not Higher Education,No,No,2521.0,2521,15-1242,1.2712595915227325,15
Junior Airline Accounting Clerk,Transportation and Storage,"Passenger air transport, Freight air transport",Higher Education,Yes,No,,,43-3011,1.180784811080226,43
Junior Applications Analyst,Information and Communication,"Computer Programming, Consultancy and Related Activities",Higher Education,No,No,2512.0,2512,15-1133,1.388784111523391,15
Junior Architectural Technologist,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,2161.0,2161,17-1011,0.9883662038987108,17
Junior Associate (Consulting),"Professional, Scientific and Technical Activities",Management consultancy activities,Higher Education,No,Yes,2421.0,2421,13-1111,1.3006800926946551,13
Junior Behavioral Health Analyst,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,2634.0,2634,19-3039,1.1284278969233745,19
Junior Botanist,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,No,2131.0,2131,19-1099,1.2714488780375865,19
Junior Budget Analyst,Financial and Insurance Activities,"Activities auxiliary to financial service, except insurance and pension funding",Higher Education,Yes,No,2413.0,2413,13-2061,1.4308908224253862,13
Junior Business Analyst,Financial and Insurance Activities,"Activities auxiliary to financial service, except insurance and pension funding",Higher Education,No,No,2413.0,2413,13-2061,1.4308908224253862,13
Junior Business News Writer,Information and Communication,"Publishing of books, periodicals and other publishing activities",Higher Education,No,No,2642.0,2642,27-3041 ,1.0358423916827189,27
Junior Business Process Analyst,Information and Communication,Management consultancy activities,Higher Education,No,No,2511.0,2511,15-1211,1.051640306129637,15
Junior Computational Physicist,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,No,2111.0,2111,19-2012,1.269877597832301,19
Junior Credit Analyst,Financial and Insurance Activities,Monetary intermediation,Higher Education,No,No,3312.0,3312,13-2072 ,1.1667070504207502,13
Junior Database Administrator,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,No,2521.0,2521,15-1242,1.2712595915227325,15
Junior Economic Analyst,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,2631.0,2631,19-3011,1.295165094767305,19
Junior Editorial Researcher,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,No,2642.0,2642,27-3041 ,1.0358423916827189,27
Junior Financial Analyst,Financial and Insurance Activities,Fund management activities,Higher Education,Yes,No,2413.0,2413,13-2061,1.4308908224253862,13
Junior Financial Market Analyst,Financial and Insurance Activities,Fund management activities,Higher Education,No,No,2413.0,2413,13-2061,1.4308908224253862,13
Junior Geologist,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,Yes,No,2114.0,2114,19-2043,0.5446441627992081,19
Junior Illustrator,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,2166.0,2166,27-1024,0.6558359528610636,27
Junior Information Systems Analyst,Information and Communication,"Computer Programming, Consultancy and Related Activities",Higher Education,No,No,2511.0,2511,15-1211,1.051640306129637,15
Junior IoT Specialist,Information and Communication,Other information service activities,Not Higher Education,No,No,3513.0,3513,15-1152 ,1.388784111523391,15
Junior Landscape Planner,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,2164.0,2164,19-3051,1.1489946192109544,19
Junior Physics Instructor,Education,Higher education,Higher Education,No,No,3111.0,3111,19-4099,0.8333873440481492,19
Junior Power Systems Engineer,"Electricity, Gas, Steam and Air Conditioning Supply","Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",Higher Education,Yes,No,2144.0,2144,17-2141 ,0.8915684104716345,17
Junior Prepress Technician,Manufacturing                                                ,Printing and service activities related to printing,Not Higher Education,No,No,7322.0,7322,51-5112,-0.8811393078265563,51
Junior Project Coordinator,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,3412.0,3412,21-1093,0.7040484605627692,21
Junior Quantitative Analyst,Financial and Insurance Activities,Fund management activities,Higher Education,No,No,2631.0,2631,19-3011,1.295165094767305,19
Junior Risk Analyst,Financial and Insurance Activities,"Activities auxiliary to financial service, except insurance and pension funding",Higher Education,No,No,2413.0,2413,13-2061,1.4308908224253862,13
Junior Software Developer,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,No,2512.0,2512,15-1133,1.388784111523391,15
Junior Software Engineer,Information and Communication,"Computer Programming, Consultancy and Related Activities",Higher Education,No,No,2512.0,2512,15-1133,1.388784111523391,15
Junior Statistician,Financial and Insurance Activities,"Activities auxiliary to financial service, except insurance and pension funding",Higher Education,No,No,2131.0,2131,19-1099,1.2714488780375865,19
Junior Systems Administrator,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,No,2522.0,2522,15-1244,0.694726535544861,15
Junior Trade and Culture Analyst,Public Administration and Defense; Compulsory Social Security,Public Administration and Defense; Compulsory Social Security,Higher Education,No,No,2421.0,2421,13-1111,1.3006800926946551,13
Kiln Operator,Manufacturing                                                ,"Manufacture of non-metallic mineral products, n.e.c.",Higher Education,No,Yes,7521.0,7521,51-9191,-1.421573203814197,51
Kindergarten Teacher,Education,Pre-primary/pre-school education,Higher Education,Yes,No,2342.0,2342,25-2012,0.26641666982320217,25
Kitchen Staff,Accommodation and Food Service Activities,Event catering and other food service activities,Higher Education,No,No,5246.0,5246,35-9011 ,-1.9363931399533265,35
Knowledge Management Officer,Information and Communication,Other information service activities,Higher Education,Yes,No,2622.0,2622,25-9011,0.7243196041937822,25
Labor Relations Specialist,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,No,2423.0,2423,21-1012 ,1.321753213546424,21
Laboratory And Metrology Calibration Technician,Manufacturing                                                ,"Manufacture of measuring, testing, navigating and control equipment; watches and clocks",Not Higher Education,No,No,3119.0,3119,53-6041,0.30196800574182847,53
Laboratory Technician,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,3212.0,3212,29-2012,-0.48497200740066854,29
"Laborers and Hand Freight, Stock, and Material Movers",Transportation and Storage,Freight air transport,Not Higher Education,No,No,9333.0,9333,53-7121,-1.4985219575636737,53
Land-Based Transport Refrigeration Mechanic,"Electricity, Gas, Steam and Air Conditioning Supply",Airconditioning and Refrigeration,Not Higher Education,No,No,7127.0,7127,49-9021 ,-1.0085507507672364,49
Landscape Design Assistant (Licensed Architect),"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,2161.0,2161,17-1011,0.9883662038987108,17
Landscape Design Technician,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,No,Yes,3112.0,3112,47-4011,-0.09497722576570897,47
Landscape Gardener,Other Service Activities,"Personal services for wellness, except sports activities",Not Higher Education,No,No,6118.0,6113,45-2091,-1.25411250441255,45
Language Arts Curriculum Developer,Education,Other Education,Higher Education,No,No,2351.0,2351,25-9031,1.2641879840632628,25
Language Policy Research Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,Yes,2353.0,2353,25-3099 ,0.7243196041937822,25
Language Teaching Assistant,Education,Other Education,Higher Education,No,Yes,2353.0,2353,25-3099 ,0.7243196041937822,25
Latex Receiver,Manufacturing                                                ,Manufacture of rubber products,Not Higher Education,No,No,8141.0,8141,51-9197,-1.8120926328159221,51
Laundry Attendant,Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,8157.0,8157,51-6011,-1.1627079515705543,51
Laundry Machine Operator,Other Service Activities,Laundry services,Not Higher Education,No,No,8157.0,8157,51-6011,-1.1627079515705543,51
Layout Artist,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,2651.0,2651,27-1013,-0.673807460441017,27
Learning and Development Officer,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,No,2423.0,2423,21-1012 ,1.321753213546424,21
Leasing Assistant,Real Estate Activities,Real Estate Activities with Own or Leased Property,Higher Education,No,Yes,3343.0,3343,43-6011,0.9869789708672666,43
Legal Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,3411.0,3411,33-9031,0.6331519841981866,33
Legal Associate,Public Administration and Defense; Compulsory Social Security,Justice and Judicial Activities,Higher Education,Yes,No,3411.0,3411,33-9031,0.6331519841981866,33
Legal Research Assistant,Public Administration and Defense; Compulsory Social Security,Public Administration,Higher Education,No,Yes,2611.0,2611,23-1011,1.3217419158698878,23
Legislative Researcher,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,2310.0,2310,25-1199,0.7243196041937822,25
Legislative Staff Officer,Public Administration and Defense; Compulsory Social Security,Research and experimental development on social sciences and humanities,Higher Education,No,No,2423.0,2423,21-1012 ,1.321753213546424,21
"LGU Program Assistant, Local Government Support Staff",Public Administration and Defense; Compulsory Social Security,Public Administration and Other Executive Offices,Higher Education,No,Yes,3512.0,3512,15-1151 ,1.388784111523391,15
Liaison Staff (Construction),Construction,Construction of buildings,Higher Education,No,No,4110.0,4110,43-9061 ,0.8956086195344649,43
Librarian,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,Yes,No,2622.0,2622,25-9011,0.7243196041937822,25
Librarian Assistant,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,Yes,2622.0,2622,25-9011,0.7243196041937822,25
Library Clerk,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,Yes,4411.0,4411,43-4121,0.10481105731086658,43
Library Technician,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,Yes,No,3433.0,3433,27-1012 ,-0.9646161941936396,27
Licensed Aeronautical Engineer,Manufacturing                                                ,Manufacture of air and spacecraft and related machinery,Higher Education,Yes,No,2144.0,2144,17-2141 ,0.8915684104716345,17
Licensed Agricultural and Biosystems Engineer,"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Higher Education,Yes,No,2149.0,2149,17-2199,0.42635454248385546,17
Licensed Agriculturist,"Agriculture, Forestry, and Fishing",Growing of non-perennial crops,Higher Education,Yes,No,3142.0,3142,19-4011,1.2714488780375865,19
Licensed Aquaculturist,"Agriculture, Forestry, and Fishing",Aquaculture,Higher Education,No,No,7422.0,7422,49-9052,-1.1924358138797408,49
Licensed Architect,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,2161.0,2161,17-1011,0.9883662038987108,17
Licensed Chemist,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,Yes,No,2143.0,2143,17-2081,1.3254379616673337,17
Licensed Criminologist,Public Administration and Defense; Compulsory Social Security,Public Order and Safety Activities,Higher Education,Yes,No,2212.0,2212,29-1229,0.07329974230484824,29
Licensed Dentist,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,2261.0,2261,29-1029,0.10949159858559132,29
Licensed Nutritionist and Dietician,Human Health and Social Work Activities,Other human health activities,Higher Education,Yes,No,2265.0,2265,29-1031,1.3048388868965093,29
Licensed Occupational Therapist,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,2269.0,2269,29-9092 ,1.438219081204524,29
Licensed Optometrist,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,2267.0,2267,29-1041,0.4991982078368139,29
Licensed Pharmacist,Human Health and Social Work Activities,Other human health activities,Higher Education,Yes,No,2262.0,2262,29-1051,0.5220524179890909,29
Licensed Physical Therapist,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,2264.0,2264,29-1128,-0.12424117295116499,29
Licensed Psychometrician,Human Health and Social Work Activities,Other human health activities,Higher Education,Yes,No,2634.0,2634,19-3039,1.1284278969233745,19
Licensed Respiratory Therapist,Human Health and Social Work Activities,Hospital activities,Higher Education,Yes,No,2269.0,2269,29-9092 ,1.438219081204524,29
Life Science Research Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,3256.0,3256,31-9092,0.04654632180638959,31
Lifeguard,Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,5419.0,5419,43-5031,0.7863025474171983,43
Lighting Technician,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Not Higher Education,No,Yes,3435.0,3435,39-3099 ,-0.620764093503558,39
Line Technician,Manufacturing                                                ,"Other manufacturing, n.e.c.",Higher Education,No,Yes,7422.0,7422,49-9052,-1.1924358138797408,49
Linen Attendant,Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,5151.0,5151,37-1011 ,-0.6341706741709909,37
Linguistics Analyst,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,2353.0,2353,25-3099 ,0.7243196041937822,25
Linguistics Researcher,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,2353.0,2353,25-3099 ,0.7243196041937822,25
Literary Reviewer,Information and Communication,"Publishing of books, periodicals and other publishing activities",Higher Education,No,No,2641.0,2641,27-3043,0.697709572118294,27
Livelihood Education Teacher,Education,Secondary/high school education,Higher Education,Yes,No,2330.0,2330,25-2031,1.1170470851261018,25
Livestock Agriculture Technician,"Agriculture, Forestry, and Fishing",Animal production,Higher Education,Yes,No,3144.0,,19-4012,0.11053908763618922,19
Livestock Health Technician,Manufacturing                                                ,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",Not Higher Education,No,No,3240.0,3240,31-9096,-0.9234261541013596,31
Livestock Raiser,"Agriculture, Forestry, and Fishing",Animal production,Not Higher Education,No,No,6121.0,6121 p,45-2093,-1.2171340525284933,45
Loan Processing Assistant,Financial and Insurance Activities,Monetary intermediation,Higher Education,No,Yes,4213.0,4213,43-3099 ,0.9380611170416764,43
Local Government Contact Tracer,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Not Higher Education,No,No,3252.0,3252,29-2071 ,0.10949159858559132,29
Local Heritage Specialist,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,No,2621.0,2621,25-4012,0.641460704726019,25
Logic Teaching Aide,Education,Other Education,Higher Education,No,Yes,5311.0,5311,39-9011,-0.620764093503558,39
Logistics & Support Staff (Construction),Construction,Construction of buildings,Not Higher Education,No,No,4321.0,4321,43-5111,-0.28798610046550455,43
Logistics Assistant,Transportation and Storage,Support activities for transportation,Higher Education,No,Yes,4321.0,4321,43-5111,-0.28798610046550455,43
Logistics Clerk,Transportation and Storage,Support activities for transportation,Higher Education,No,Yes,4321.0,4321,43-5111,-0.28798610046550455,43
Logistics Support Clerk,Transportation and Storage,Support activities for transportation,Higher Education,No,Yes,4323.0,4323,43-5032,1.096197891448219,43
Lumber Quality Analyst,Manufacturing                                                ,Sawmilling and planing of wood,Higher Education,No,No,3119.0,3119,53-6041,0.30196800574182847,53
M&E Program Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,3512.0,3512,15-1151 ,1.388784111523391,15
Machine Design Engineer,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,2141.0,2141,17-2112,0.45342778924357,17
Machine Learning Engineer,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,No,2512.0,2512,15-1133,1.388784111523391,15
Machine Operator,Manufacturing                                                ,"Other manufacturing, n.e.c.",Higher Education,No,Yes,3511.0,3511,15-1299,1.388784111523391,15
Machine Operator (Transportation and Storage),Transportation and Storage,Support activities for transportation,Higher Education,No,Yes,8189.0,8189,53-7011,-0.8615378559687488,53
Machinist,Manufacturing                                                ,Manufacture of general purpose machinery,Not Higher Education,No,No,7223.0,7223,51-4199,-0.9310742592864005,51
Magician,"Arts, Entertainment and Recreation",Other amusement and recreation activities,Not Higher Education,No,No,2659.0,2659,27-2099,0.6558359528610636,27
Mail and Document Clerk,Transportation and Storage,"Postal activities, Courier activities",Higher Education,No,Yes,4412.0,4412,43-9051,-0.9250415251550858,43
Maintenance Fitter,Manufacturing                                                ,"Other manufacturing, n.e.c.",Higher Education,No,No,7233.0,7233,49-9081,-1.1488319558659998,49
Maintenance Laborer,Construction,Construction of buildings,Not Higher Education,No,No,,,49-9071,-1.1006798329241458,49
Maintenance Line Worker,"Electricity, Gas, Steam and Air Conditioning Supply","Electric power generation, transmission and distribution",Not Higher Education,No,No,7413.0,7413,49-9051,-1.3437172814565186,49
Maintenance Technician,Manufacturing                                                ,"Other manufacturing, n.e.c.",Higher Education,No,Yes,3115.0,3115,17-3029,-0.12412771245194032,17
Maintenance Technician (Construction),Construction,Building completion and finishing,Not Higher Education,No,No,7411.0,7411,47-2231,-1.085191831210996,47
Management Accountant,Financial and Insurance Activities,"Accounting, bookkeeping and auditing activities; tax consultancy",Higher Education,Yes,No,2411.0,2411,13-2082,1.2928140179594079,13
Management Information Assistant,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,Yes,3511.0,3511,15-1299,1.388784111523391,15
Mango Grower,"Agriculture, Forestry, and Fishing",Growing of perennial crops,Not Higher Education,No,No,6117.0,6112,45-2091,-1.25411250441255,45
Mangosteen Grower,"Agriculture, Forestry, and Fishing",Growing of non-perennial crops,Not Higher Education,No,No,6117.0,6112,45-2091,-1.25411250441255,45
Manufacturing Engineer,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,2141.0,2141,17-2112,0.45342778924357,17
Manufacturing Equipment Technician,Manufacturing                                                ,Installation of industrial machinery and equipment,Higher Education,No,Yes,3115.0,3115,17-3029,-0.12412771245194032,17
Marine Biology Research Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,2131.0,2131,19-1099,1.2714488780375865,19
Marine Biology Technician,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,3115.0,3115,17-3029,-0.12412771245194032,17
Marine Conservation Aide,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,2131.0,2131,19-1099,1.2714488780375865,19
Marine Data Analyst,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,No,3115.0,3115,17-3029,-0.12412771245194032,17
Marine Navigation and Port Operations Officer,Transportation and Storage,"Sea and coastal water transport, Inland water transport",Higher Education,No,No,3152.0,3152,53-5021,-0.8093223179968441,53
Market & Social Researcher,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,2431.0,2431,27-3043 ,0.697709572118294,27
Marketing Analyst (Transportation and Storage),Transportation and Storage,Support activities for transportation,Higher Education,No,No,2431.0,2431,27-3043 ,0.697709572118294,27
Marketing Coordinator,"Professional, Scientific and Technical Activities",Advertising,Not Higher Education,No,No,2431.0,2431,27-3043 ,0.697709572118294,27
Marketing Professional (Manufacturing),Manufacturing                                                ,"Other manufacturing, n.e.c.",Higher Education,No,No,2431.0,2431,27-3043 ,0.697709572118294,27
Marriage Counselor,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,2635.0,2635,21-1099,0.7040484605627692,21
Mass Media Coordinator,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,Yes,2431.0,2431,27-3043 ,0.697709572118294,27
Massage Therapist,Other Service Activities,"Personal services for wellness, except sports activities",Not Higher Education,No,No,3255.0,3255,31-9011 ,-1.5761320352117902,31
Master Tagger,"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Not Higher Education,No,No,3142.0,3142,19-4011,1.2714488780375865,19
Mat Weaver,Manufacturing                                                ,"Spinning, weaving and finishing of textiles",Not Higher Education,No,No,7318.0,7318,51-6041,-0.9817178812461512,51
Material Handlers,Manufacturing                                                ,Manufacture of other fabricated metal products; metal working service activities,Higher Education,No,No,9329.0,9329,53-7063,-1.1455667893515662,53
Material Inventory Assistants / Warehouse,Construction,Construction of buildings,Not Higher Education,No,No,4322.0,4322,43-5061 ,0.754947524675795,43
Materials Engineer,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,2149.0,2149,17-2199,0.42635454248385546,17
Materials Laboratory Technician,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,3111.0,3111,19-4099,0.8333873440481492,19
Materials Testing Technician,"Professional, Scientific and Technical Activities",Technical Testing and Analysis,Higher Education,No,Yes,3119.0,3119,53-6041,0.30196800574182847,53
Mathematics Instructor,Education,Higher education,Higher Education,No,No,2310.0,2310,25-1199,0.7243196041937822,25
Mathematics Teacher,Education,"Primary/elementary education, Secondary/high school education",Higher Education,Yes,No,2330.0,2330,25-2031,1.1170470851261018,25
Meat Processor,Manufacturing                                                ,Processing and preserving of meat,Not Higher Education,No,No,7511.0,7511,51-3091 ,-0.8649918010858667,51
Mechanical Designer,Manufacturing                                                ,Manufacture of special purpose machinery,Higher Education,No,No,3115.0,3115,17-3029,-0.12412771245194032,17
Mechanical Draftsman,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,No,Yes,3118.0,3118,27-1013 ,-0.673807460441017,27
Mechatronics and Automation Technician,Manufacturing                                                ,Manufacture of general purpose machinery,Not Higher Education,No,No,7231.0,7231,49-3093,-1.6626591703110543,49
Mechatronics Engineer,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,2144.0,2144,17-2141 ,0.8915684104716345,17
Media Arts Teaching Assistant,Education,Other education services,Higher Education,Yes,No,3521.0,3521,27-4099 ,0.6558359528610636,27
Media Planning Assistant,Information and Communication,"Motion picture, video and television programme activities",Higher Education,No,Yes,3521.0,3521,27-4099 ,0.6558359528610636,27
Media Production Assistant,Information and Communication,"Motion picture, video and television programme activities",Higher Education,No,Yes,3521.0,3521,27-4099 ,0.6558359528610636,27
Media Relations Officer,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,2432.0,2432,27-3031 ,1.1520491300591627,27
Medical Assistant,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,3256.0,3256,31-9092,0.04654632180638959,31
Medical Claims Associate,Human Health and Social Work Activities,Hospital activities,Higher Education,No,Yes,4312.0,4312,43-9041 ,0.9887666322425293,43
Medical Claims Representative,Human Health and Social Work Activities,Hospital activities,Higher Education,No,No,4312.0,4312,43-9041 ,0.9887666322425293,43
Medical Coding Specialist,Human Health and Social Work Activities,Other human health activities,Not Higher Education,No,No,3252.0,3252,29-2071 ,0.10949159858559132,29
Medical First Responder,Human Health and Social Work Activities,Medical and dental practice activities,Not Higher Education,No,No,2240.0,2240,29-1071,-0.22033826131166323,29
Medical Laboratory Aide,Human Health and Social Work Activities,Hospital activities,Higher Education,No,Yes,3212.0,3212,29-2012,-0.48497200740066854,29
Medical Laboratory Technologist,Human Health and Social Work Activities,Hospital activities,Higher Education,Yes,No,3212.0,3212,29-2012,-0.48497200740066854,29
Medical Liaison,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,No,2269.0,2269,29-9092 ,1.438219081204524,29
Medical Provider and Membership Relations Officer,Human Health and Social Work Activities,Hospital activities,Higher Education,No,No,3339.0,3339,41-9099 ,0.3972762565441296,41
Medical Records Technician,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,3252.0,3252,29-2071 ,0.10949159858559132,29
Medical Secretary,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,3344.0,3344,43-6013,0.9603157503903837,43
Medical Transcriptionist,Human Health and Social Work Activities,Other human health activities,Not Higher Education,No,No,3344.0,3344,43-6013,0.9603157503903837,43
Mental Health Program Officer,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,3412.0,3412,21-1093,0.7040484605627692,21
Messman,Accommodation and Food Service Activities,Other accommodation,Not Higher Education,No,No,9412.0,9412,35-9099 ,-0.7211067382646418,35
Metadata Specialist,Information and Communication,Other information service activities,Higher Education,No,No,2124.0,2120,19-3022,1.4096937817690525,19
Metallurgical Technician,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,3117.0,3117,19-4041,1.2714488780375865,19
Microbiology Lab Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,2131.0,2131,19-1099,1.2714488780375865,19
Microfinance Loan Officer,Financial and Insurance Activities,Monetary intermediation,Not Higher Education,No,No,3312.0,3312,13-2072 ,1.1667070504207502,13
Milk Processing Technician,Manufacturing                                                ,Manufacture of dairy products,Higher Education,No,No,,,51-9193,-1.0681009385814242,51
Millwright,Construction,Construction of buildings,Higher Education,No,No,7233.0,7233,49-9081,-1.1488319558659998,49
Mine Safety Engineer,Mining and Quarrying,Mining of Metal Ores,Higher Education,Yes,No,2149.0,2149,17-2199,0.42635454248385546,17
Ministry Program Assistant,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,Yes,4111.0,,43-406,0.9380611170416764,43
MIS Technical Support (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,No,No,3512.0,3512,15-1151 ,1.388784111523391,15
Mobile Air-Conditioning (MAC) Technician,"Electricity, Gas, Steam and Air Conditioning Supply",Airconditioning and Refrigeration,Not Higher Education,No,No,7127.0,7127,49-9021 ,-1.0085507507672364,49
Mobile Phones And Handheld Gadgets Technician,Manufacturing                                                ,Manufacture of consumer electronics,Not Higher Education,No,No,3114.0,3114,17-3023,0.14718462276569041,17
Mobile Robotics System Technician,Manufacturing                                                ,Manufacture of general purpose machinery,Not Higher Education,No,No,3119.0,3119,53-6041,0.30196800574182847,53
Mold Maker,Manufacturing                                                ,Manufacture of other fabricated metal products; metal working service activities,Not Higher Education,No,No,7211.0,7211,51-4072 ,-1.2551153089815006,51
