Provider Name,Class Name,Region Name,Province Name,City Name,Address,focal,phone,e mail,Qualification,Trainer Count,Enrolled,Graduates
Leon Ganzon Polytechnic College,TTI (School),Region VI - Western Visayas,Iloilo,Balasan,"Brgy. Maya, Balasan, Iloilo ",ARIEL RECKONETTE B. VILLANUEVA,397-1159; 397-0915; 397-1108,lgpc@tesda.gov.ph,Cookery NC II,0,0,12
Leon Ganzon Polytechnic College,TTI (School),Region VI - Western Visayas,Iloilo,Balasan,"Brgy. Maya, Balasan, Iloilo ",ARIEL RECKONETTE B. VILLANUEVA,397-1159; 397-0915; 397-1108,lgpc@tesda.gov.ph,Driving NC II,0,0,10
Leon Ganzon Polytechnic College,TTI (School),Region VI - Western Visayas,Iloilo,Balasan,"Brgy. Maya, Balasan, Iloilo ",ARIEL RECKONETTE B. VILLANUEVA,397-1159; 397-0915; 397-1108,lgpc@tesda.gov.ph,Electrical Installation and Maintenance NC II,0,0,61
Leon Ganzon Polytechnic College,TTI (School),Region VI - Western Visayas,Iloilo,Balasan,"Brgy. Maya, Balasan, Iloilo ",ARIEL RECKONETTE B. VILLANUEVA,397-1159; 397-0915; 397-1108,lgpc@tesda.gov.ph,Events Management Services NC III,1,25,25
Leon Ganzon Polytechnic College,TTI (School),Region VI - Western Visayas,Iloilo,Balasan,"Brgy. Maya, Balasan, Iloilo ",ARIEL RECKONETTE B. VILLANUEVA,397-1159; 397-0915; 397-1108,lgpc@tesda.gov.ph,Housekeeping NC II,0,0,37
Leon Ganzon Polytechnic College,TTI (School),Region VI - Western Visayas,Iloilo,Balasan,"Brgy. Maya, Balasan, Iloilo ",ARIEL RECKONETTE B. VILLANUEVA,397-1159; 397-0915; 397-1108,lgpc@tesda.gov.ph,Organic Agriculture Production NC II,0,0,41
Leon Ganzon Polytechnic College,TTI (School),Region VI - Western Visayas,Iloilo,Balasan,"Brgy. Maya, Balasan, Iloilo ",ARIEL RECKONETTE B. VILLANUEVA,397-1159; 397-0915; 397-1108,lgpc@tesda.gov.ph,Tile Setting NC II,1,8,35
"Lexus Academy Training and Assessment Center, Inc.",TVIs,National Capital Region (NCR),PASMAK,Pasay City,"58-B. Sta. Monica, Pasay City",Donita Rose P. Moreno,834-7362,lexusacademyinc@gmail.com,Cookery NC II,1,25,0
LFS TRAINING AND ASSESSMENT CENTER INC.,TVIs,Region IVA - CALABARZON,Laguna,Calauan,"National Hi-way, Brgy. Dayap, Calauan, Laguna",LENELYN. L. GUTIERREZ,(04) 9502635,lfstrainingctr09@gmail.com,Bread and Pastry Production NC II,0,0,36
LFS TRAINING AND ASSESSMENT CENTER INC.,TVIs,Region IVA - CALABARZON,Laguna,Calauan,"National Hi-way, Brgy. Dayap, Calauan, Laguna",LENELYN. L. GUTIERREZ,(04) 9502635,lfstrainingctr09@gmail.com,Computer Systems Servicing NC II,0,0,40
LFS TRAINING AND ASSESSMENT CENTER INC.,TVIs,Region IVA - CALABARZON,Laguna,Calauan,"National Hi-way, Brgy. Dayap, Calauan, Laguna",LENELYN. L. GUTIERREZ,(04) 9502635,lfstrainingctr09@gmail.com,Contact Center Services NC II,1,26,0
LFS TRAINING AND ASSESSMENT CENTER INC.,TVIs,Region IVA - CALABARZON,Laguna,Calauan,"National Hi-way, Brgy. Dayap, Calauan, Laguna",LENELYN. L. GUTIERREZ,(04) 9502635,lfstrainingctr09@gmail.com,Driving NC II,0,0,41
LFS TRAINING AND ASSESSMENT CENTER INC.,TVIs,Region IVA - CALABARZON,Laguna,Calauan,"National Hi-way, Brgy. Dayap, Calauan, Laguna",LENELYN. L. GUTIERREZ,(04) 9502635,lfstrainingctr09@gmail.com,Tourism Promotion Services NC II,0,0,37
"LG AGRI-TOURISM TVET AND ASSESSMENT CENTER, INC.",TVIs,Region I - Ilocos,La Union,Rosario,"256 Purok 3, Amlang, Rosario, La Union",LEMUEL G. VILLANUEVA,(072)-682-2327,cleginev@gmail.com,Agricultural Crops Production NC III,1,20,0
"LG AGRI-TOURISM TVET AND ASSESSMENT CENTER, INC.",TVIs,Region I - Ilocos,La Union,Rosario,"256 Purok 3, Amlang, Rosario, La Union",LEMUEL G. VILLANUEVA,(072)-682-2327,cleginev@gmail.com,Organic Agriculture Production NC II,4,89,75
LGU ALEGRIA MANPOWER SKILLS TRAINING AND ASSESSMENT CENTER,LGU,Region XIII - CARAGA,Surigao del Norte,Alegria,"Brgy. Gamuton, Alegria, Surigao del Norte",GILBERT D. MARTINEZ,09463711752,lamstac_lgualegria@yahoo.com,Heavy Equipment Operation (Rigid On-Highway Dump Truck) NC II,1,16,0
LGU TAMPAKAN SKILLS TRAINING CENTER,LGU,Region XII - SOCCSKSARGEN,South Cotabato,Tampakan,"Brgy. Poblacion, Tampakan, South Cotabato","HON. LEONARD T. ESCOBILLO, RN", 083-227-1067,pmo.tech@yahoo.com,Slaughtering Operations (Swine) NC II,1,23,0
LGU-PALO TECHNICAL EDUCATION AND SKILLS DEVELOPMENT CENTER,LGU,Region VIII - Eastern Visayas,Leyte,Palo,"Brgy. Guindapunan, Palo, Leyte",FLORA MAY D. CASTILLO,0949-941-6519,lgupalotesda@gmail.com,Bookkeeping NC III,0,0,25
"LICEO DE SAN JACINTO FOUNDATION, INC.",HEIs,Region V - Bicol,Masbate,San Jacinto,"Almonte St., Poblacion, San Jacinto, Masbate",DR. MONINA S. MOYA,09185372681,techvoc_lsjfi@yahoo.com,Computer Systems Servicing NC II,0,0,27
LIFE SKILLS ACADEMY AND ASSESSMENT CENTER INC.,TVIs,Region VII - Central Visayas,Cebu,Minglanilla,"3rd Floor J&D Building National Highway Pakigne, Minglanilla, Cebu, Region VII (Central Visayas) 6046",MR. LUIGI C. ORDANEZA,(032) 505-9587,lifeskillsacademyinc@gmail.com,Hilot (Wellness Massage) NC II,2,39,39
LIFELINE INTERNATIONAL HEALTH INSTITUTE,TVIs,Region VI - Western Visayas,Iloilo,Iloilo City,"Lifeline Bldg., 379 Lopez Jaena St., Jaro, Iloilo City","ISIDRO C. CONDES, JR.    ",329-2009; 329-0945; Fax 5083753,lifelineregistrar2015@gmail.com,Caregiving NC II,3,150,9
LIFELINE INTERNATIONAL HEALTH INSTITUTE-ROXAS BRANCH,TVIs,Region VI - Western Visayas,Capiz,Roxas City,"No. 12 Lifeline Bldg., Washington St., Roxas City",GRITCHEN P. CARAECLE,(036) 6216-313,lihisiteroxas@gmail.com,Caregiving NC II,0,0,57
LIFELINE MEDICAL & ALLIED SERVICES INC.,TVIs,Region VI - Western Visayas,Negros Occidental,Silay City,"Lot 15, Block 1, Huey Street, Seaview Subdivision, SIlay City, Negros Occidental",IRENE C. GARGACERAN,485-5568,lifelinesilay928@gmail.com,Caregiving NC II,2,39,2
LIMAY POLYTECHNIC COLLEGE,LCU,Region III - Central Luzon,Bataan,Limay,"National Road, Brgy. Reformista, Limay, Bataan",ELMER B. DE LEON,09610631173,lpctechvoc.ed97@gmail.com,Instrumentation and Control Servicing NC II,1,19,0
LIMBONTIOK SKILLS AND TRAINING CENTER CORP.,TVIs,Region IVA - CALABARZON,Rizal,Taytay,"Philippians Subdivision, Floodway, Brgy. San Juan, Taytay, Rizal",MR. TOMMY P. LIM,63-02-8398-3519 / 0917-156-4579,lstc19@yahoo.com,Health Care Services NC II,1,25,0
LIN HUI KHO TECHNICAL & VOCATIONAL TRAINING CENTER INC.,TVIs,Region IVA - CALABARZON,Batangas,Nasugbu,"Far East Road Piloto St VDO Compound Pantalan, Nasugbu, Batangas",RONILO A. BRIGATAY,9125034679,lhktechvoc1@gmail.com,Cookery NC II,0,0,21
LIN HUI KHO TECHNICAL & VOCATIONAL TRAINING CENTER INC.,TVIs,Region IVA - CALABARZON,Batangas,Nasugbu,"Far East Road Piloto St VDO Compound Pantalan, Nasugbu, Batangas",RONILO A. BRIGATAY,9125034679,lhktechvoc1@gmail.com,Driving NC II,1,27,0
LIN HUI KHO TECHNICAL & VOCATIONAL TRAINING CENTER INC.,TVIs,Region IVA - CALABARZON,Batangas,Nasugbu,"Far East Road Piloto St VDO Compound Pantalan, Nasugbu, Batangas",RONILO A. BRIGATAY,9125034679,lhktechvoc1@gmail.com,Housekeeping NC II,0,0,46
"LINGAYEN TECHNOLOGICAL INSTITUTE, INC.",TVIs,Region I - Ilocos,Pangasinan,Lingayen,"Alvear St., Lingayen, Pangasinan",CECILIA F. DELA CRUZ,(075) 542-6180,lingayentechnologicalinstitute64@yahoo.com,Automotive Servicing (Electrical Repair) NC II,1,21,21
"LINGAYEN TECHNOLOGICAL INSTITUTE, INC.",TVIs,Region I - Ilocos,Pangasinan,Lingayen,"Alvear St., Lingayen, Pangasinan",CECILIA F. DELA CRUZ,(075) 542-6180,lingayentechnologicalinstitute64@yahoo.com,Automotive Servicing NC I,1,22,0
"LINGAYEN TECHNOLOGICAL INSTITUTE, INC.",TVIs,Region I - Ilocos,Pangasinan,Lingayen,"Alvear St., Lingayen, Pangasinan",CECILIA F. DELA CRUZ,(075) 542-6180,lingayentechnologicalinstitute64@yahoo.com,Housekeeping NC II,0,0,25
LINKAGE INDUSTRIAL CORP,Enterprise/Company,Region IVA - CALABARZON,Rizal,Taytay,"TAYTAY ANGONO COASTAL ROAD BRGY MUZON, TAYTAY, RIZAL",ROGIE GONZALES,09358819499,,Electronic Products Assembly and Servicing NC II,2,153,37
"LION TECH CENTER FOR COMPETENCE, INC.",TVIs,Region III - Central Luzon,Pampanga,Mexico,"1862-A Purok 6, San Lorenzo, Mexico, Pampanga",AURELIO A. CENTENO,09171735141,Liontechcfci2024@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,1,0
LIPA CITY COLLEGES ,HEIs,Region IVA - CALABARZON,Batangas,Lipa City,"G.A Solis St., Lipa City, Batangas ",Kristoffer Alain C. Sarmiento,(043)756-1943  /  (043)756-3768,k_alain_s@yahoo.com,Caregiving NC II,0,0,0
"LITE TECHNICAL AND EDUCATIONAL CENTER, INC.",TVIs,Region I - Ilocos,Pangasinan,Dagupan City,"YMCA Bldg., Tapuac District, Dagupan City, Pangasinan","EVANGELINE M. BALADAD, Ed.D., Ph.D.",075-653-4648,litec2024@gmail.com,Bookkeeping NC III,0,0,25
"LITE TECHNICAL AND EDUCATIONAL CENTER, INC.",TVIs,Region I - Ilocos,Pangasinan,Dagupan City,"YMCA Bldg., Tapuac District, Dagupan City, Pangasinan","EVANGELINE M. BALADAD, Ed.D., Ph.D.",075-653-4648,litec2024@gmail.com,Hilot (Wellness Massage) NC II,2,50,49
LIVELIHOOD PLANNER SPECIALIST CENTER INC.,TVIs,Region IVA - CALABARZON,Laguna,San Pablo City,"#510 aqua-marine St., Magcase Ville, Brgy. Sto. Cristo, San Pablo City, Laguna",Alma Amante Arenas,(049) 503-7388,lpscispclaguna@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,0,0,54
"LIVELIHOOD SKILLS AND TRAINING CENTER OF SAN MANUEL, TARLAC",LGU,Region III - Central Luzon,Tarlac,San Manuel,"FARMER'S TRADING CENTER, SAN MIGUEL, SAN MANUEL, TARLAC",DELIO T. TABISORA,(045) 606-0372,pesosanmanueltarlac@gmail.com,Dressmaking NC II,1,21,0
LIVELIHOOD TRAINING & PRODUCTIVITY CENTER,LGU,Region XIII - CARAGA,Surigao del Norte,Surigao City,"Km. 3 Brgy. Luna, Surigao City",ARCIAZEL L. LAGRAMA,(086)232-5008,ltpchelping@yahoo.com,Carpentry NC II,1,15,0
LIVELIHOOD TRAINING & PRODUCTIVITY CENTER,LGU,Region XIII - CARAGA,Surigao del Norte,Surigao City,"Km. 3 Brgy. Luna, Surigao City",ARCIAZEL L. LAGRAMA,(086)232-5008,ltpchelping@yahoo.com,Dressmaking NC II,1,10,35
LIVELIHOOD TRAINING & PRODUCTIVITY CENTER,LGU,Region XIII - CARAGA,Surigao del Norte,Surigao City,"Km. 3 Brgy. Luna, Surigao City",ARCIAZEL L. LAGRAMA,(086)232-5008,ltpchelping@yahoo.com,Electrical Installation and Maintenance NC II,1,12,11
LIVELIHOOD TRAINING & PRODUCTIVITY CENTER,LGU,Region XIII - CARAGA,Surigao del Norte,Surigao City,"Km. 3 Brgy. Luna, Surigao City",ARCIAZEL L. LAGRAMA,(086)232-5008,ltpchelping@yahoo.com,Shielded Metal Arc Welding (SMAW) NC II,0,0,35
LIVELIHOOD TRAINING & PRODUCTIVITY CENTER,LGU,Region XIII - CARAGA,Surigao del Norte,Surigao City,"Km. 3 Brgy. Luna, Surigao City",ARCIAZEL L. LAGRAMA,(086)232-5008,ltpchelping@yahoo.com,Technical Drafting NC II,0,0,33
"LIVING IN FAITH EVERMORE FARMS AND PARKS, INC.",TVIs,Region V - Bicol,Catanduanes,Virac,"Bigaa, Virac, Catanduanes",DANILO V. LUCERO,"09178281556, 09482317540",schooloflife777@gmail.com,Organic Agriculture Production NC II,1,19,0
LLORENTE TECHNICAL INSTITUTE,LGU,Region VIII - Eastern Visayas,Eastern Samar,Llorente,"BRGY. 12, POBLACION, LLORENTE, EASTERN SAMAR",EDUARDO B. ALTAR Jr.,09171263049,ltillorente.esamar@gmail.com,Driving NC II,0,0,57
LLORENTE TECHNICAL INSTITUTE,LGU,Region VIII - Eastern Visayas,Eastern Samar,Llorente,"BRGY. 12, POBLACION, LLORENTE, EASTERN SAMAR",EDUARDO B. ALTAR Jr.,09171263049,ltillorente.esamar@gmail.com,Food and Beverage Services NC II,0,0,10
LLORENTE TECHNICAL INSTITUTE,LGU,Region VIII - Eastern Visayas,Eastern Samar,Llorente,"BRGY. 12, POBLACION, LLORENTE, EASTERN SAMAR",EDUARDO B. ALTAR Jr.,09171263049,ltillorente.esamar@gmail.com,Plumbing NC II,0,0,25
"LLT SKILLS TRAINING AND DEVELOPMENT CENTER, INC.",TVIs,Autonomous Region in Muslim Mindanao (ARMM),Sulu,Patikul,"Bangkal, Patikul, Sulu",ZAFRULLA E. UDJAMAN,09959132265,lltskillstrainingdevcen@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,27,27
LOK YEE TRAINING AND ASSESSMENT CENTRE INC.,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Las Piñas City,"19 Daffodil St., Pilar Village, Las Piñas City",ROWENA D. SUMALPONG,02-8886-5541,lokyeeinstitution2024@gmail.com,Domestic Work NC II,1,11,11
LOLO PAB'S INTEGRATED FARM,Enterprise/Company,Region VIII - Eastern Visayas,Samar (Western Samar),Gandara,"Brgy. Minda, Gandara, Samar",PSYCHE L. SUMALABE,09653525532,lolopabsintegratedfarm@gmail.com,Organic Agriculture Production NC II,1,12,0
LONGEVITY INSTITUTE OF TECHNICAL SKILLS INC.,TVIs,Region V - Bicol,Camarines Norte,Labo,"Lot 1, Block 16 RRV Building, Hillcrest Subdivision, Bulhao, Labo, Camarines Norte",JONALIZA DAR GUTIERREZ,09956207990,nvtaccn2021@gmail.com,Computer Systems Servicing NC II,0,0,32
LONGEVITY INSTITUTE OF TECHNICAL SKILLS INC.,TVIs,Region V - Bicol,Camarines Norte,Labo,"Lot 1, Block 16 RRV Building, Hillcrest Subdivision, Bulhao, Labo, Camarines Norte",JONALIZA DAR GUTIERREZ,09956207990,nvtaccn2021@gmail.com,Driving NC II,0,0,25
LOON MANPOWER DEVELOPMENT CENTER,LGU,Region VII - Central Visayas,Bohol,Loon,"Moto Sur, Loon, Bohol",MARICRIS M. MAESTRADO,09229417436,lmdc0521@gmail.com,Driving NC II,1,17,0
"LOPEZ INTEGRATED FARM SCHOOL, INC.",TVIs,Region II - Cagayan Valley,Isabela,Gamu,"Buenavista, Gamu, Isabela",MS. ARLENE N. LOPEZ,0955-477-6967,lopezintegratedfarmschool@gmail.com,Organic Agriculture Production NC II,1,25,0
LORD YAHWEH BUSINESS COLLEGES AND MARITIME ACADEMY INCORPORATED,TVIs,Region IVA - CALABARZON,Laguna,Pangil,"109 San Marcos Street, Balian, Pangil, Laguna",DIANE R. RECIRDO,09261003110,Lordyahwehmaritime@gmail.com,Bread and Pastry Production NC II,2,42,116
"LORENZ INTERNATIONAL SKILLS TRAINING ACADEMY, INC.",TVIs,Region X - Northern Mindanao,Misamis Oriental,Cagayan De Oro City,"FJY Bldg., National Highway, Gingoog City",MAGGIE GUDELLA Z. TSE,09175232724/ 09268541906,lorenzista10@gmail.com,Agricultural Crops Production NC I,2,50,25
"LORENZ INTERNATIONAL SKILLS TRAINING ACADEMY, INC.",TVIs,Region X - Northern Mindanao,Misamis Oriental,Cagayan De Oro City,"FJY Bldg., National Highway, Gingoog City",MAGGIE GUDELLA Z. TSE,09175232724/ 09268541906,lorenzista10@gmail.com,Computer Systems Servicing NC II,3,66,80
"LORENZ INTERNATIONAL SKILLS TRAINING ACADEMY, INC.",TVIs,Region X - Northern Mindanao,Misamis Oriental,Cagayan De Oro City,"FJY Bldg., National Highway, Gingoog City",MAGGIE GUDELLA Z. TSE,09175232724/ 09268541906,lorenzista10@gmail.com,Electrical Installation and Maintenance NC II,1,24,49
"LORENZ INTERNATIONAL SKILLS TRAINING ACADEMY, INC.",TVIs,Region X - Northern Mindanao,Misamis Oriental,Cagayan De Oro City,"FJY Bldg., National Highway, Gingoog City",MAGGIE GUDELLA Z. TSE,09175232724/ 09268541906,lorenzista10@gmail.com,Heavy Equipment Operation (Backhoe Loader) NC II,1,39,50
"LORENZ INTERNATIONAL SKILLS TRAINING ACADEMY, INC.",TVIs,Region X - Northern Mindanao,Misamis Oriental,Cagayan De Oro City,"FJY Bldg., National Highway, Gingoog City",MAGGIE GUDELLA Z. TSE,09175232724/ 09268541906,lorenzista10@gmail.com,Shielded Metal Arc Welding (SMAW) NC I,1,21,0
LOVEDAN TRAINING INSTITUTE INC.,TVIs,Region V - Bicol,Masbate,City of Masbate,"Purok 7, Valencia Road, Espinosa, City of Masbate",LOUIE V. DANAO,(056) 582-0745 / 0951-991-5555,lovedantraininginstitute2022@gmail.com,Driving NC II,1,20,20
LOVEDAN TRAINING INSTITUTE INC.,TVIs,Region V - Bicol,Masbate,City of Masbate,"Purok 7, Valencia Road, Espinosa, City of Masbate",LOUIE V. DANAO,(056) 582-0745 / 0951-991-5555,lovedantraininginstitute2022@gmail.com,Heavy Equipment Operation (Backhoe Loader) NC II,0,0,29
LOVEDAN TRAINING INSTITUTE INC.,TVIs,Region V - Bicol,Masbate,City of Masbate,"Purok 7, Valencia Road, Espinosa, City of Masbate",LOUIE V. DANAO,(056) 582-0745 / 0951-991-5555,lovedantraininginstitute2022@gmail.com,Heavy Equipment Operation (Forklift) NC II,0,0,55
LOVEDAN TRAINING INSTITUTE INC.,TVIs,Region V - Bicol,Masbate,City of Masbate,"Purok 7, Valencia Road, Espinosa, City of Masbate",LOUIE V. DANAO,(056) 582-0745 / 0951-991-5555,lovedantraininginstitute2022@gmail.com,Heavy Equipment Operation (Hydraulic Excavator) NC II,0,0,52
LOVEDAN TRAINING INSTITUTE INC.,TVIs,Region V - Bicol,Masbate,City of Masbate,"Purok 7, Valencia Road, Espinosa, City of Masbate",LOUIE V. DANAO,(056) 582-0745 / 0951-991-5555,lovedantraininginstitute2022@gmail.com,Heavy Equipment Operation (Wheel Loader) NC II,0,0,30
"LRC INSTITUTE OF THE PHILIPPINES, INC.",TVIs,Region I - Ilocos,Pangasinan,Lingayen,"3rd Floor, TAP Building, Maramba Boulevard, Poblacion, Lingayen, Pangasinan",GIRLIE P. ARENAS,(075)600-5879,lrclingayen218@gmail.com,Food and Beverage Services NC II,0,0,49
"LRC INSTITUTE OF THE PHILIPPINES, INC.",TVIs,Region I - Ilocos,Pangasinan,Lingayen,"3rd Floor, TAP Building, Maramba Boulevard, Poblacion, Lingayen, Pangasinan",GIRLIE P. ARENAS,(075)600-5879,lrclingayen218@gmail.com,Hilot (Wellness Massage) NC II,2,86,175
LRV AGRI-SCIENCE FARM INC.,TVIs,Region V - Bicol,Camarines Sur,Calabanga,"San Bernardino, Calabanga, Camarines Sur",Fe Nolasco Roy,09071023750,lrvagriscience@yahoo.com,Organic Agriculture Production NC II,1,12,30
"LTC TRAINING, ASSESSMENT AND MULTI SERVICES, INC.",TVIs,National Capital Region (NCR),PASMAK,Makati City,"Light Tower Center II, 2nd Floor, 5441 Curie St., Barangay Palanan, Makati City",LOREN LARKSPUR T. CASTIGADOR,7254-0275 / 0995-980-8051,ltc.tamsi@gmail.com,Housekeeping NC II,1,25,0
"LUCENA TECHNICAL & VOCATIONAL TRAINING & ASSESSMENT CENTER, INC.",TVIs,Region IVA - CALABARZON,Quezon,Lucena City,"Purok Bagong Silang, Brgy. Mayao Kanluran, Lucena City",MAY A. VILLASEÑOR,0931-8005746,lucena.training@gmail.com,Slaughtering Operations (Swine) NC II,1,18,0
LUCENA TECHNOLOGICAL INSTITUTE INCORPORATED,TVIs,Region IVA - CALABARZON,Quezon,Lucena City,"GRAND CENTRAL TERMINAL, DIVERSION ROAD, ILAYANG DUPAY, LUCENA CITY",John Theodore E. Gatchalian,(042) 784-2334,LucenaTech@gmail.com,Shielded Metal Arc Welding (SMAW) NC I,7,178,20
LUCENA TECHNOLOGICAL INSTITUTE INCORPORATED,TVIs,Region IVA - CALABARZON,Quezon,Lucena City,"GRAND CENTRAL TERMINAL, DIVERSION ROAD, ILAYANG DUPAY, LUCENA CITY",John Theodore E. Gatchalian,(042) 784-2334,LucenaTech@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,7,214,28
LUCENA TECHNOLOGICAL INSTITUTE INCORPORATED,TVIs,Region IVA - CALABARZON,Quezon,Lucena City,"GRAND CENTRAL TERMINAL, DIVERSION ROAD, ILAYANG DUPAY, LUCENA CITY",John Theodore E. Gatchalian,(042) 784-2334,LucenaTech@gmail.com,Shielded Metal Arc Welding (SMAW) NC III,4,181,181
Luciano Millan Memorial School of Arts and Trades,TTI (School),Region I - Ilocos,Pangasinan,Asingan,"Poblacion West, Asingan, Pangasinan",JESUS O. SALAGUBANG,(075) 563-2101,lmmsat@tesda.gov.ph,Driving NC II,2,45,43
Luciano Millan Memorial School of Arts and Trades,TTI (School),Region I - Ilocos,Pangasinan,Asingan,"Poblacion West, Asingan, Pangasinan",JESUS O. SALAGUBANG,(075) 563-2101,lmmsat@tesda.gov.ph,Shielded Metal Arc Welding (SMAW) NC I,0,0,81
Luciano Millan Memorial School of Arts and Trades,TTI (School),Region I - Ilocos,Pangasinan,Asingan,"Poblacion West, Asingan, Pangasinan",JESUS O. SALAGUBANG,(075) 563-2101,lmmsat@tesda.gov.ph,Shielded Metal Arc Welding (SMAW) NC II,0,0,42
LUCIANO'S NATURE FARM,TVIs,Region IVA - CALABARZON,Laguna,Pangil,"Brgy. Balian, Pangil, Laguna",Nelson Luciano II,09088659723,lucianosnaturefarm@gmail.com,Organic Agriculture Production NC II,1,35,42
LUCKY HOME MANDARIN RESOURCE TRAINING AND SKILLS DEVELOPMENT INC.,TVIs,National Capital Region (NCR),City of Manila,"Malate, City of Manila","2nd, 4th & 5th ACV Building, 1862 Remedios St. Cor. San Marcelino St. Malate, Manila",MARGARET C. MORALES,8355-7012,luckytraining168@gmail.com,Domestic Work NC II,1,121,97
LUISA TECHNOLOGICAL TRAINING CENTER INC.,TVIs,Region VIII - Eastern Visayas,Northern Samar,Catarman,"Garcia St., Brgy. Narra, Catarman, Northern Samar",Sarah L. Enzon,09171360220 / 09206818844,luisatechnological@gmail.com,Bookkeeping NC III,1,25,0
LUNTIANG SAMU'T-SARI INTEGRATED FARM AND TRAINING CENTER INC.,TVIs,Region II - Cagayan Valley,Isabela,Ilagan,"Purok 1, Rang-ayan, City of Ilagan, Isabela",NIKOLAI IMMANUEL A. BACUNGAN,0945-259-8248 / 0915-398-9537,lssif.tc@gmail.com,Organic Agriculture Production NC II,1,25,0
"LUPON TECHNICAL INSTITUTE, INC.",TVIs,Region XI - Davao,Davao Oriental ,Lupon,"San Francisco, Market Avenue, Lupon, Davao Oriental",BHEYBE JAEL M. CARBONILLA,(087) 985-0801 / 09289949302,lupontechnicalinstitute@gmail.com,Bookkeeping NC III,1,25,20
LUWIL INSTITUTE OF TECHNOLOGY INCORPORATED,TVIs,Region XI - Davao,Davao del Norte,City of Tagum,"3556 MALINAWON, LA FILIPINA, CITY OF TAGUM, DAVAO DEL NORTE","WILFREDO C. LUCMAYON, JR.",0907-7308-987,luwilinstitute@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,2,42,41
"LYCEUM DE YLOCOS, INC.",TVIs,Region I - Ilocos,Ilocos Sur,City of Vigan,"3rd Floor Landmark Building, Jose Singson Street, Vigan City Ilocos Sur",OSCARLINO R. RABAJA,(077)722-4662,lyceum.ylocos@yahoo.com.ph,Bookkeeping NC III,1,27,0
Lyceum of ALabang,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Muntinlupa City,"Km. 30 National Road, Tunasan, Muntinlupa City",Abigael D. Guda,403-8248,loatechdept@gmail.com,Driving NC II,0,0,18
"LYCEUM OF CEBU, INC.",NGO/Foundation ,Region VII - Central Visayas,Cebu,Barili,"Brgy. Poblacion,Barili, Cebu",ALMA R. JARANILLA,09239250692,lyceumbarilicebu@gmail.com,Shielded Metal Arc Welding (SMAW) NC I,0,0,17
"LYCEUM OF CEBU, INC.",NGO/Foundation ,Region VII - Central Visayas,Cebu,Barili,"Brgy. Poblacion,Barili, Cebu",ALMA R. JARANILLA,09239250692,lyceumbarilicebu@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,37,60
LYCEUM OF ST DOMINIC INC.,TVIs,Region V - Bicol,Camarines Norte,Santa Elena,"SOFACOFA Building, Purok 7, Brgy. Sta. Elena (Pob.), Sta. Elena, Camarines Norte","ROWENA R. IBO, PhD-BA",09182756826,lsditrainingcenter@gmail.com,Bookkeeping NC III,0,0,21
LYCEUM OF ST DOMINIC INC.,TVIs,Region V - Bicol,Camarines Norte,Santa Elena,"SOFACOFA Building, Purok 7, Brgy. Sta. Elena (Pob.), Sta. Elena, Camarines Norte","ROWENA R. IBO, PhD-BA",09182756826,lsditrainingcenter@gmail.com,Bread and Pastry Production NC II,1,8,50
LYCEUM OF ST DOMINIC INC.,TVIs,Region V - Bicol,Camarines Norte,Santa Elena,"SOFACOFA Building, Purok 7, Brgy. Sta. Elena (Pob.), Sta. Elena, Camarines Norte","ROWENA R. IBO, PhD-BA",09182756826,lsditrainingcenter@gmail.com,Computer Systems Servicing NC II,0,0,55
LYCEUM OF ST DOMINIC INC.,TVIs,Region V - Bicol,Camarines Norte,Santa Elena,"SOFACOFA Building, Purok 7, Brgy. Sta. Elena (Pob.), Sta. Elena, Camarines Norte","ROWENA R. IBO, PhD-BA",09182756826,lsditrainingcenter@gmail.com,Food and Beverage Services NC II,0,0,21
LYCEUM-NORTHWESTERN UNIVERSITY,HEIs,Region I - Ilocos,Pangasinan,Dagupan City,"Tapuac District, Dagupan City, Pangasinan ",DR. LUZ T. DUQUE-HAMMERSHAIMB,(075) 516-2430/522-1908/2825/ 515-6022,voctech@lyceum.edu.ph,Electrical Installation and Maintenance NC II,1,1,1
"Mabini College, Inc.",HEIs,Region V - Bicol,Camarines Norte,Daet,"Gov. Panotes Ave., Daet, Camarines Norte",Rainier A. Ibana ,(054) 721-1281,mcitetd@mabinicolleges.edu.ph,Automotive Servicing NC I,1,16,0
MACABEBE TRAINING CENTER,LGU,Region III - Central Luzon,Pampanga,Macabebe,"BRGY. SAN FRANCISCO, MACABEBE, PAMPANGA",APRIL JAZELLE D. GONZALES,045-435-4806,macabebetrainingcenter@gmail.com,Cookery NC II,0,0,6
MACES SKILLS TRAINING INSTITUTE INC.,TVIs,Region X - Northern Mindanao,Bukidnon,Kitaotao,"Sayre Highway, Poblacion, Kitaotao, Bukidnon",ERWIN P. TRINIDAD,09364514894,erwinpadstrinidad@gmail.com,Driving NC II,1,30,30
