,,,,,,,,,,,,
Assessment Center,Class Name,Region,Province,City Name,Address,Center Manager,Phone,e mail,Qualification,Numberof Accredited Assessor,Assessed,Certified
"3A PRIME HOSPITALITY TRAINING AND ASSESSMENT CENTER, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"362 Don Mariano Cui St. Corner Escario St. Capitol Site, Cebu City",Michail . Chang,(032) 328-9150,3aprimeac7@gmail.com,Bread and Pastry Production NC II,1,7,7
"3A PRIME HOSPITALITY TRAINING AND ASSESSMENT CENTER, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"362 Don Mariano Cui St. Corner Escario St. Capitol Site, Cebu City",Michail . Chang,(032) 328-9150,3aprimeac7@gmail.com,Bread and Pastry Production NC II,1,54,54
"3A PRIME HOSPITALITY TRAINING AND ASSESSMENT CENTER, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"362 Don Mariano Cui St. Corner Escario St. Capitol Site, Cebu City",Michail . Chang,(032) 328-9150,3aprimeac7@gmail.com,Cookery NC II,1,40,40
"3A PRIME HOSPITALITY TRAINING AND ASSESSMENT CENTER, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"362 Don Mariano Cui St. Corner Escario St. Capitol Site, Cebu City",Michail . Chang,(032) 328-9150,3aprimeac7@gmail.com,Cookery NC II,1,29,29
"3A PRIME HOSPITALITY TRAINING AND ASSESSMENT CENTER, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"362 Don Mariano Cui St. Corner Escario St. Capitol Site, Cebu City",Michail . Chang,(032) 328-9150,3aprimeac7@gmail.com,Ships' Catering (Ships' Cooks) NC III,1,9,9
"3A PRIME HOSPITALITY TRAINING AND ASSESSMENT CENTER, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"362 Don Mariano Cui St. Corner Escario St. Capitol Site, Cebu City",Michail . Chang,(032) 328-9150,3aprimeac7@gmail.com,Ship's Catering Services NC I,1,6,6
"3A PRIME HOSPITALITY TRAINING AND ASSESSMENT CENTER, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"362 Don Mariano Cui St. Corner Escario St. Capitol Site, Cebu City",Michail . Chang,(032) 328-9150,3aprimeac7@gmail.com,Ship's Catering Services NC I,1,25,25
"ABQ INTERNATIONAL HEALTH CAREGIVER PROGRAM AND CONSULTANCY, INC.",,Region VII - Central Visayas,Cebu,City of Talisay,"Z-1085 Miami Homes, San Isidro, Talisay City, Cebu",Sanson C. Quiachon,(032) 279-7569,amy_quiachon@yahoo.com,Caregiving NC II,1,18,18
"ABQ INTERNATIONAL HEALTH CAREGIVER PROGRAM AND CONSULTANCY, INC.",,Region VII - Central Visayas,Cebu,City of Talisay,"Z-1085 Miami Homes, San Isidro, Talisay City, Cebu",Sanson C. Quiachon,(032) 279-7569,amy_quiachon@yahoo.com,Caregiving NC II,1,10,10
"ABQ INTERNATIONAL HEALTH CAREGIVER PROGRAM AND CONSULTANCY, INC.",,Region VII - Central Visayas,Cebu,City of Talisay,"Z-1085 Miami Homes, San Isidro, Talisay City, Cebu",Sanson C. Quiachon,(032) 279-7569,amy_quiachon@yahoo.com,Caregiving NC II,1,28,28
"ABQ INTERNATIONAL HEALTH CAREGIVER PROGRAM AND CONSULTANCY, INC.",,Region VII - Central Visayas,Cebu,City of Talisay,"Z-1085 Miami Homes, San Isidro, Talisay City, Cebu",Sanson C. Quiachon,(032) 279-7569,amy_quiachon@yahoo.com,Caregiving NC II,1,9,9
"ABQ INTERNATIONAL HEALTH CAREGIVER PROGRAM AND CONSULTANCY, INC.",,Region VII - Central Visayas,Cebu,City of Talisay,"Z-1085 Miami Homes, San Isidro, Talisay City, Cebu",Sanson C. Quiachon,(032) 279-7569,amy_quiachon@yahoo.com,Caregiving NC II,1,24,24
"ABQ INTERNATIONAL HEALTH CAREGIVER PROGRAM AND CONSULTANCY, INC.",,Region VII - Central Visayas,Cebu,City of Talisay,"Z-1085 Miami Homes, San Isidro, Talisay City, Cebu",Sanson C. Quiachon,(032) 279-7569,amy_quiachon@yahoo.com,Caregiving NC II,1,39,39
"ABQ INTERNATIONAL HEALTH CAREGIVER PROGRAM AND CONSULTANCY, INC.",,Region VII - Central Visayas,Cebu,City of Talisay,"Z-1085 Miami Homes, San Isidro, Talisay City, Cebu",Sanson C. Quiachon,(032) 279-7569,amy_quiachon@yahoo.com,Housekeeping NC II,1,64,63
"ABQ INTERNATIONAL HEALTH CAREGIVER PROGRAM AND CONSULTANCY, INC.",,Region VII - Central Visayas,Cebu,City of Talisay,"Z-1085 Miami Homes, San Isidro, Talisay City, Cebu",Sanson C. Quiachon,(032) 279-7569,amy_quiachon@yahoo.com,Housekeeping NC II,1,39,39
"ABQ INTERNATIONAL HEALTH CAREGIVER PROGRAM AND CONSULTANCY, INC.",,Region VII - Central Visayas,Cebu,City of Talisay,"Z-1085 Miami Homes, San Isidro, Talisay City, Cebu",Sanson C. Quiachon,(032) 279-7569,amy_quiachon@yahoo.com,Housekeeping NC II,1,37,37
"ABQ INTERNATIONAL HEALTH CAREGIVER PROGRAM AND CONSULTANCY, INC.",,Region VII - Central Visayas,Cebu,City of Talisay,"Z-1085 Miami Homes, San Isidro, Talisay City, Cebu",Sanson C. Quiachon,(032) 279-7569,amy_quiachon@yahoo.com,Housekeeping NC II,1,18,18
AC-DC TRAINING AND ASSESSMENT CENTER INC.,,Region VII - Central Visayas,Cebu,Cebu City,"Rm. 401 Colon Development Corporation Bldg., Osmeña Blvd., Sto. Niño, Cebu City",Jennelyn B. Bayon,(032) 273-4236,acdcautomation2021@gmail.com,Electrical Installation and Maintenance NC III,1,9,9
AC-DC TRAINING AND ASSESSMENT CENTER INC.,,Region VII - Central Visayas,Cebu,Cebu City,"Rm. 401 Colon Development Corporation Bldg., Osmeña Blvd., Sto. Niño, Cebu City",Jennelyn B. Bayon,(032) 273-4236,acdcautomation2021@gmail.com,Electrical Installation and Maintenance NC III,1,23,23
AC-DC TRAINING AND ASSESSMENT CENTER INC.,,Region VII - Central Visayas,Cebu,Cebu City,"Rm. 401 Colon Development Corporation Bldg., Osmeña Blvd., Sto. Niño, Cebu City",Jennelyn B. Bayon,(032) 273-4236,acdcautomation2021@gmail.com,Mechatronics Servicing NC II,1,8,8
"ACE RX LEARNING SPECIALISTS, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"140 Sanciangko St., Brgy. Kalubian, Cebu City",Noli Malabag,0922-8439401 / 0927-4879466 /,acelearningspecialists@gmail.com,Pharmacy Services NC III,1,10,8
"ACE RX LEARNING SPECIALISTS, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"140 Sanciangko St., Brgy. Kalubian, Cebu City",Noli Malabag,0922-8439401 / 0927-4879466 /,acelearningspecialists@gmail.com,Pharmacy Services NC III,1,10,10
"ACLC COLLEGE OF MANDAUE, INC.",,Region VII - Central Visayas,Cebu,Mandaue City,"Mc. Briones St. Hi-way, Mandaue City, Cebu",Reymond G. Go,(032) 345-1237/ 09273110911,boyen1966@gmail.com,Cookery NC II,1,29,29
"ACLC COLLEGE OF MANDAUE, INC.",,Region VII - Central Visayas,Cebu,Mandaue City,"Mc. Briones St. Hi-way, Mandaue City, Cebu",Reymond G. Go,(032) 345-1237/ 09273110911,boyen1966@gmail.com,Housekeeping NC II,1,53,53
"ACLC COLLEGE OF MANDAUE, INC.",,Region VII - Central Visayas,Cebu,Mandaue City,"Mc. Briones St. Hi-way, Mandaue City, Cebu",Reymond G. Go,(032) 345-1237/ 09273110911,boyen1966@gmail.com,Housekeeping NC II,1,59,59
"ACLC COLLEGE OF MANDAUE, INC.",,Region VII - Central Visayas,Cebu,Mandaue City,"Mc. Briones St. Hi-way, Mandaue City, Cebu",Reymond G. Go,(032) 345-1237/ 09273110911,boyen1966@gmail.com,Housekeeping NC II,1,9,9
ARRIBA TECHNICAL SKILLS TRAINING AND ASSESSMENT CENTER CORP.,,Region VII - Central Visayas,Cebu,Cordoba,"Pilipog, Cordova, Cebu",Hanzel Benedict D. Arriba,(032) 266-7565/ 099578717802,arribasess@gmail.com,Electrical Installation and Maintenance NC II,1,35,35
ARRIBA TECHNICAL SKILLS TRAINING AND ASSESSMENT CENTER CORP.,,Region VII - Central Visayas,Cebu,Cordoba,"Pilipog, Cordova, Cebu",Hanzel Benedict D. Arriba,(032) 266-7565/ 099578717802,arribasess@gmail.com,Electrical Installation and Maintenance NC II,1,34,14
ARRIBA TECHNICAL SKILLS TRAINING AND ASSESSMENT CENTER CORP.,,Region VII - Central Visayas,Cebu,Cordoba,"Pilipog, Cordova, Cebu",Hanzel Benedict D. Arriba,(032) 266-7565/ 099578717802,arribasess@gmail.com,Electrical Installation and Maintenance NC II,1,18,18
ARRIBA TECHNICAL SKILLS TRAINING AND ASSESSMENT CENTER CORP.,,Region VII - Central Visayas,Cebu,Cordoba,"Pilipog, Cordova, Cebu",Hanzel Benedict D. Arriba,(032) 266-7565/ 099578717802,arribasess@gmail.com,Electrical Installation and Maintenance NC II,1,53,40
ARRIBA TECHNICAL SKILLS TRAINING AND ASSESSMENT CENTER CORP.,,Region VII - Central Visayas,Cebu,Cordoba,"Pilipog, Cordova, Cebu",Hanzel Benedict D. Arriba,(032) 266-7565/ 099578717802,arribasess@gmail.com,Electrical Installation and Maintenance NC II,1,16,15
"ASIAN COLLEGE OF TECHNOLOGY INTERNATIONAL EDUCATIONAL FOUNDATION, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"Actief Tower, Corner Leon Kilat & P. Del Rosario Streets, Barangay Kalubihan, Cebu City",Ailun P. Jaugan,"(032) 238-2380, (032) 238-2381, (032) 238-2384, T",actief.tesdaprog@gmail.com,Caregiving NC II,1,5,5
"B.I.G. DEVELOPMENT TRAINING AND ASSESSMENT CENTER, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"St. Guadalupe Osmeña Village, Punta Princesa, Cebu City",Gene Edward Cua Irisari,(032)4146034,bigdtaacinc@yahoo.com,Hilot (Wellness Massage) NC II,1,14,14
"B.I.G. DEVELOPMENT TRAINING AND ASSESSMENT CENTER, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"St. Guadalupe Osmeña Village, Punta Princesa, Cebu City",Gene Edward Cua Irisari,(032)4146034,bigdtaacinc@yahoo.com,Hilot (Wellness Massage) NC II,1,103,103
"B.I.G. DEVELOPMENT TRAINING AND ASSESSMENT CENTER, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"St. Guadalupe Osmeña Village, Punta Princesa, Cebu City",Gene Edward Cua Irisari,(032)4146034,bigdtaacinc@yahoo.com,Hilot (Wellness Massage) NC II,1,100,100
"B.I.G. DEVELOPMENT TRAINING AND ASSESSMENT CENTER, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"St. Guadalupe Osmeña Village, Punta Princesa, Cebu City",Gene Edward Cua Irisari,(032)4146034,bigdtaacinc@yahoo.com,Hilot (Wellness Massage) NC II,1,20,20
"BALAMBAN EXTENSIVE SKILLS AND TECHNOLOGY, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Lot 2140, Brgy. Cantuod, Balamban, Cebu",Mary Carmel Anne M. Pepito,0917-796-0033,bestact2mis@gmail.com,Agroentrepreneurship NC II,1,7,7
"BALAMBAN EXTENSIVE SKILLS AND TECHNOLOGY, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Lot 2140, Brgy. Cantuod, Balamban, Cebu",Mary Carmel Anne M. Pepito,0917-796-0033,bestact2mis@gmail.com,Animal Production (Ruminants) NC II,1,24,24
"BALAMBAN EXTENSIVE SKILLS AND TECHNOLOGY, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Lot 2140, Brgy. Cantuod, Balamban, Cebu",Mary Carmel Anne M. Pepito,0917-796-0033,bestact2mis@gmail.com,Animal Production (Swine) NC II,1,84,84
"BALAMBAN EXTENSIVE SKILLS AND TECHNOLOGY, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Lot 2140, Brgy. Cantuod, Balamban, Cebu",Mary Carmel Anne M. Pepito,0917-796-0033,bestact2mis@gmail.com,Bread and Pastry Production NC II,1,28,28
"BALAMBAN EXTENSIVE SKILLS AND TECHNOLOGY, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Lot 2140, Brgy. Cantuod, Balamban, Cebu",Mary Carmel Anne M. Pepito,0917-796-0033,bestact2mis@gmail.com,Bread and Pastry Production NC II,1,36,36
"BALAMBAN EXTENSIVE SKILLS AND TECHNOLOGY, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Lot 2140, Brgy. Cantuod, Balamban, Cebu",Mary Carmel Anne M. Pepito,0917-796-0033,bestact2mis@gmail.com,Carpentry NC II,1,10,10
"BALAMBAN EXTENSIVE SKILLS AND TECHNOLOGY, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Lot 2140, Brgy. Cantuod, Balamban, Cebu",Mary Carmel Anne M. Pepito,0917-796-0033,bestact2mis@gmail.com,Carpentry NC II,1,32,32
"BALAMBAN EXTENSIVE SKILLS AND TECHNOLOGY, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Lot 2140, Brgy. Cantuod, Balamban, Cebu",Mary Carmel Anne M. Pepito,0917-796-0033,bestact2mis@gmail.com,Carpentry NC II,1,34,34
"BALAMBAN EXTENSIVE SKILLS AND TECHNOLOGY, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Lot 2140, Brgy. Cantuod, Balamban, Cebu",Mary Carmel Anne M. Pepito,0917-796-0033,bestact2mis@gmail.com,Electrical Installation and Maintenance NC II,1,128,128
"BALAMBAN EXTENSIVE SKILLS AND TECHNOLOGY, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Lot 2140, Brgy. Cantuod, Balamban, Cebu",Mary Carmel Anne M. Pepito,0917-796-0033,bestact2mis@gmail.com,Electrical Installation and Maintenance NC II,1,156,156
"BALAMBAN EXTENSIVE SKILLS AND TECHNOLOGY, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Lot 2140, Brgy. Cantuod, Balamban, Cebu",Mary Carmel Anne M. Pepito,0917-796-0033,bestact2mis@gmail.com,Electrical Installation and Maintenance NC II,1,42,42
"BALAMBAN EXTENSIVE SKILLS AND TECHNOLOGY, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Lot 2140, Brgy. Cantuod, Balamban, Cebu",Mary Carmel Anne M. Pepito,0917-796-0033,bestact2mis@gmail.com,Electrical Installation and Maintenance NC II,1,51,51
"BALAMBAN EXTENSIVE SKILLS AND TECHNOLOGY, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Lot 2140, Brgy. Cantuod, Balamban, Cebu",Mary Carmel Anne M. Pepito,0917-796-0033,bestact2mis@gmail.com,Masonry NC I,1,145,145
"BALAMBAN EXTENSIVE SKILLS AND TECHNOLOGY, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Lot 2140, Brgy. Cantuod, Balamban, Cebu",Mary Carmel Anne M. Pepito,0917-796-0033,bestact2mis@gmail.com,Organic Agriculture Production NC II,1,206,206
"BALAMBAN EXTENSIVE SKILLS AND TECHNOLOGY, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Lot 2140, Brgy. Cantuod, Balamban, Cebu",Mary Carmel Anne M. Pepito,0917-796-0033,bestact2mis@gmail.com,Organic Agriculture Production NC II,1,109,109
"BALAMBAN EXTENSIVE SKILLS AND TECHNOLOGY, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Lot 2140, Brgy. Cantuod, Balamban, Cebu",Mary Carmel Anne M. Pepito,0917-796-0033,bestact2mis@gmail.com,Reinforcing Steel Works NC II,1,28,28
"BALAMBAN EXTENSIVE SKILLS AND TECHNOLOGY, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Lot 2140, Brgy. Cantuod, Balamban, Cebu",Mary Carmel Anne M. Pepito,0917-796-0033,bestact2mis@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,49,49
"BALAMBAN EXTENSIVE SKILLS AND TECHNOLOGY, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Lot 2140, Brgy. Cantuod, Balamban, Cebu",Mary Carmel Anne M. Pepito,0917-796-0033,bestact2mis@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,25,25
"BALAMBAN EXTENSIVE SKILLS AND TECHNOLOGY, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Lot 2140, Brgy. Cantuod, Balamban, Cebu",Mary Carmel Anne M. Pepito,0917-796-0033,bestact2mis@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,26,26
"BALAMBAN EXTENSIVE SKILLS AND TECHNOLOGY, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Lot 2140, Brgy. Cantuod, Balamban, Cebu",Mary Carmel Anne M. Pepito,0917-796-0033,bestact2mis@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,54,54
"BALAMBAN EXTENSIVE SKILLS AND TECHNOLOGY, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Lot 2140, Brgy. Cantuod, Balamban, Cebu",Mary Carmel Anne M. Pepito,0917-796-0033,bestact2mis@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,61,61
"BALAMBAN EXTENSIVE SKILLS AND TECHNOLOGY, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Lot 2140, Brgy. Cantuod, Balamban, Cebu",Mary Carmel Anne M. Pepito,0917-796-0033,bestact2mis@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,39,36
"BALAMBAN EXTENSIVE SKILLS AND TECHNOLOGY, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Lot 2140, Brgy. Cantuod, Balamban, Cebu",Mary Carmel Anne M. Pepito,0917-796-0033,bestact2mis@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,23,23
"BALAMBAN EXTENSIVE SKILLS AND TECHNOLOGY, INC.",,Region VII - Central Visayas,Cebu,Balamban,"Lot 2140, Brgy. Cantuod, Balamban, Cebu",Mary Carmel Anne M. Pepito,0917-796-0033,bestact2mis@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,24,24
BENEDICTO COLLEGE INC.,,Region VII - Central Visayas,Cebu,Mandaue City,"A.s. Fortuna St., Mandaue City, Cebu",Engr. Kenneth O. Huan,(032) 344-9320,BCtechvoc@gmail.com,Bread and Pastry Production NC II,1,27,27
BENEDICTO COLLEGE INC.,,Region VII - Central Visayas,Cebu,Mandaue City,"A.s. Fortuna St., Mandaue City, Cebu",Engr. Kenneth O. Huan,(032) 344-9320,BCtechvoc@gmail.com,Bread and Pastry Production NC II,1,21,21
BENEDICTO COLLEGE INC.,,Region VII - Central Visayas,Cebu,Mandaue City,"A.s. Fortuna St., Mandaue City, Cebu",Engr. Kenneth O. Huan,(032) 344-9320,BCtechvoc@gmail.com,Bread and Pastry Production NC II,1,48,48
BENEDICTO COLLEGE INC.,,Region VII - Central Visayas,Cebu,Mandaue City,"A.s. Fortuna St., Mandaue City, Cebu",Engr. Kenneth O. Huan,(032) 344-9320,BCtechvoc@gmail.com,Bread and Pastry Production NC II,1,19,19
BENEDICTO COLLEGE INC.,,Region VII - Central Visayas,Cebu,Mandaue City,"A.s. Fortuna St., Mandaue City, Cebu",Engr. Kenneth O. Huan,(032) 344-9320,BCtechvoc@gmail.com,Bread and Pastry Production NC II,1,15,15
BENEDICTO COLLEGE INC.,,Region VII - Central Visayas,Cebu,Mandaue City,"A.s. Fortuna St., Mandaue City, Cebu",Engr. Kenneth O. Huan,(032) 344-9320,BCtechvoc@gmail.com,Bread and Pastry Production NC II,1,17,17
BENEDICTO COLLEGE INC.,,Region VII - Central Visayas,Cebu,Mandaue City,"A.s. Fortuna St., Mandaue City, Cebu",Engr. Kenneth O. Huan,(032) 344-9320,BCtechvoc@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,21,16
BENEDICTO COLLEGE INC.,,Region VII - Central Visayas,Cebu,Mandaue City,"A.s. Fortuna St., Mandaue City, Cebu",Engr. Kenneth O. Huan,(032) 344-9320,BCtechvoc@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,26,26
BOGO LIVELIHOOD AND TECHNICAL SKILLS TRAINING CENTER (Bogo LiTeS Center),,Region VII - Central Visayas,Cebu,City of Bogo,"La Paz, Bogo City, Cebu",Engr. Elenita Y. Ursal,"La Paz, Bogo City, Cebu",bogolites@yahoo.com,Gas Metal Arc Welding (GMAW) NC II,1,18,18
BOGO LIVELIHOOD AND TECHNICAL SKILLS TRAINING CENTER (Bogo LiTeS Center),,Region VII - Central Visayas,Cebu,City of Bogo,"La Paz, Bogo City, Cebu",Engr. Elenita Y. Ursal,"La Paz, Bogo City, Cebu",bogolites@yahoo.com,Gas Metal Arc Welding (GMAW) NC II,1,14,14
BOGO LIVELIHOOD AND TECHNICAL SKILLS TRAINING CENTER (Bogo LiTeS Center),,Region VII - Central Visayas,Cebu,City of Bogo,"La Paz, Bogo City, Cebu",Engr. Elenita Y. Ursal,"La Paz, Bogo City, Cebu",bogolites@yahoo.com,Hilot (Wellness Massage) NC II,1,9,9
BOGO LIVELIHOOD AND TECHNICAL SKILLS TRAINING CENTER (Bogo LiTeS Center),,Region VII - Central Visayas,Cebu,City of Bogo,"La Paz, Bogo City, Cebu",Engr. Elenita Y. Ursal,"La Paz, Bogo City, Cebu",bogolites@yahoo.com,Housekeeping NC II,1,28,28
CEBU CITY DON CARLOS A. GOTHONG MEMORIAL NATIONAL HIGH SCHOOL,,Region VII - Central Visayas,Cebu,Cebu City,"C. Padilla, San Nicolas, Cebu City",Nathanael M. Flores,(032) 328-8198,gothongnationalhighschool@gmail.com,Bread and Pastry Production NC II,1,34,34
CEBU CITY DON CARLOS A. GOTHONG MEMORIAL NATIONAL HIGH SCHOOL,,Region VII - Central Visayas,Cebu,Cebu City,"C. Padilla, San Nicolas, Cebu City",Nathanael M. Flores,(032) 328-8198,gothongnationalhighschool@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,6,6
"CEBU TECHNICAL VOCATIONAL TRAINING AND ASSESSMENT ACADEMY, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"Bai Center, Cebu South Road, Basak, San Nicolas, Cebu City",Nicomedes M. Posadas Jr.,(032) 417-5254 / 0933-3455013,mail@voctech.edu.ph,Bookkeeping NC III,1,14,10
"CEBU TECHNICAL VOCATIONAL TRAINING AND ASSESSMENT ACADEMY, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"Bai Center, Cebu South Road, Basak, San Nicolas, Cebu City",Nicomedes M. Posadas Jr.,(032) 417-5254 / 0933-3455013,mail@voctech.edu.ph,Bookkeeping NC III,1,8,0
"CEBU TECHNICAL VOCATIONAL TRAINING AND ASSESSMENT ACADEMY, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"Bai Center, Cebu South Road, Basak, San Nicolas, Cebu City",Nicomedes M. Posadas Jr.,(032) 417-5254 / 0933-3455013,mail@voctech.edu.ph,Bookkeeping NC III,1,20,8
"CEBU TECHNICAL VOCATIONAL TRAINING AND ASSESSMENT ACADEMY, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"Bai Center, Cebu South Road, Basak, San Nicolas, Cebu City",Nicomedes M. Posadas Jr.,(032) 417-5254 / 0933-3455013,mail@voctech.edu.ph,Bookkeeping NC III,1,20,20
"CEBU TECHNICAL VOCATIONAL TRAINING AND ASSESSMENT ACADEMY, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"Bai Center, Cebu South Road, Basak, San Nicolas, Cebu City",Nicomedes M. Posadas Jr.,(032) 417-5254 / 0933-3455013,mail@voctech.edu.ph,Computer Systems Servicing NC II,1,10,10
"CEBU TECHNICAL VOCATIONAL TRAINING AND ASSESSMENT ACADEMY, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"Bai Center, Cebu South Road, Basak, San Nicolas, Cebu City",Nicomedes M. Posadas Jr.,(032) 417-5254 / 0933-3455013,mail@voctech.edu.ph,Computer Systems Servicing NC II,1,18,18
"CEBU TECHNICAL VOCATIONAL TRAINING AND ASSESSMENT ACADEMY, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"Bai Center, Cebu South Road, Basak, San Nicolas, Cebu City",Nicomedes M. Posadas Jr.,(032) 417-5254 / 0933-3455013,mail@voctech.edu.ph,Computer Systems Servicing NC II,1,24,24
"CEBU TECHNICAL VOCATIONAL TRAINING AND ASSESSMENT ACADEMY, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"Bai Center, Cebu South Road, Basak, San Nicolas, Cebu City",Nicomedes M. Posadas Jr.,(032) 417-5254 / 0933-3455013,mail@voctech.edu.ph,Computer Systems Servicing NC II,1,29,29
"CEBU TECHNICAL VOCATIONAL TRAINING AND ASSESSMENT ACADEMY, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"Bai Center, Cebu South Road, Basak, San Nicolas, Cebu City",Nicomedes M. Posadas Jr.,(032) 417-5254 / 0933-3455013,mail@voctech.edu.ph,Computer Systems Servicing NC II,1,24,24
"CEBU TECHNICAL VOCATIONAL TRAINING AND ASSESSMENT ACADEMY, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"Bai Center, Cebu South Road, Basak, San Nicolas, Cebu City",Nicomedes M. Posadas Jr.,(032) 417-5254 / 0933-3455013,mail@voctech.edu.ph,Computer Systems Servicing NC II,1,24,22
"CEBU TECHNICAL VOCATIONAL TRAINING AND ASSESSMENT ACADEMY, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"Bai Center, Cebu South Road, Basak, San Nicolas, Cebu City",Nicomedes M. Posadas Jr.,(032) 417-5254 / 0933-3455013,mail@voctech.edu.ph,PV Systems Installation NC II,1,18,18
"CEBU TECHNICAL VOCATIONAL TRAINING AND ASSESSMENT ACADEMY, INC.",,Region VII - Central Visayas,Cebu,Cebu City,"Bai Center, Cebu South Road, Basak, San Nicolas, Cebu City",Nicomedes M. Posadas Jr.,(032) 417-5254 / 0933-3455013,mail@voctech.edu.ph,PV Systems Installation NC II,1,10,10
"CENTER FOR HEALTHCARE PROFESSIONS CEBU, INC.",,Region VII - Central Visayas,Cebu,Mandaue City,"A.c. Cortes Avenue Corner P. Burgos St., Alang-alang, Mandaue City, Cebu",Maria Luna M. Decena,(032) 420-1880,chpcebuassessment@gmail.com,Caregiving NC II,1,9,8
"CENTER FOR HEALTHCARE PROFESSIONS CEBU, INC.",,Region VII - Central Visayas,Cebu,Mandaue City,"A.c. Cortes Avenue Corner P. Burgos St., Alang-alang, Mandaue City, Cebu",Maria Luna M. Decena,(032) 420-1880,chpcebuassessment@gmail.com,Caregiving NC II,1,40,40
"CENTER FOR HEALTHCARE PROFESSIONS CEBU, INC.",,Region VII - Central Visayas,Cebu,Mandaue City,"A.c. Cortes Avenue Corner P. Burgos St., Alang-alang, Mandaue City, Cebu",Maria Luna M. Decena,(032) 420-1880,chpcebuassessment@gmail.com,Emergency Medical Services NC III,1,12,7
"CENTER FOR HEALTHCARE PROFESSIONS CEBU, INC.",,Region VII - Central Visayas,Cebu,Mandaue City,"A.c. Cortes Avenue Corner P. Burgos St., Alang-alang, Mandaue City, Cebu",Maria Luna M. Decena,(032) 420-1880,chpcebuassessment@gmail.com,Health Care Services NC II,1,18,18
"CENTER FOR HEALTHCARE PROFESSIONS CEBU, INC.",,Region VII - Central Visayas,Cebu,Mandaue City,"A.c. Cortes Avenue Corner P. Burgos St., Alang-alang, Mandaue City, Cebu",Maria Luna M. Decena,(032) 420-1880,chpcebuassessment@gmail.com,Health Care Services NC II,1,27,27
"CENTER FOR HEALTHCARE PROFESSIONS CEBU, INC.",,Region VII - Central Visayas,Cebu,Mandaue City,"A.c. Cortes Avenue Corner P. Burgos St., Alang-alang, Mandaue City, Cebu",Maria Luna M. Decena,(032) 420-1880,chpcebuassessment@gmail.com,Hilot (Wellness Massage) NC II,1,24,24
